STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL,1000000,
8282.T,582.9859009,200,569.3700562,-2723.168945,-2.34,2013-12-30,2014-01-15,11,14.42572605,10.14603185,675.0244408,1012811.989,1.281198874
4812.T,453.2297363,300,463.5305176,3090.234375,2.27,2013-12-19,2014-01-16,17,23.73208067,18.32447233,571.5410458,1015902.223,1.590222312
9682.T,719.0512695,300,780.4678955,18424.98779,8.54,2013-12-26,2014-01-16,14,37.77607326,29.44510325,609.3556921,1034327.211,3.432721091
8111.T,522.670166,300,538.3391113,4700.683594,3,2013-12-27,2014-01-23,18,18.93931827,11.52298191,597.3579405,1039027.895,3.902789451
2782.T,1955.966919,200,1844.633911,-22266.60156,-5.69,2014-01-15,2014-01-27,8,81.70030991,76.22954991,29.97559132,1016761.293,1.676129294
4912.T,518.1973877,700,479.9770813,-26754.21448,-7.38,2014-01-17,2014-01-27,6,39.36363251,30.07858817,165.0163698,990007.0785,-0.999292154
8892.T,129.8313141,100,121.0291748,-880.2139282,-6.78,2014-01-22,2014-01-27,3,93.02905639,91.57308929,49.3526454,989126.8645,-1.087313546
1605.T,978.6228027,100,924.3803711,-5424.243164,-5.54,2014-01-21,2014-01-28,5,66.89195457,61.30912139,453.5594882,983702.6214,-1.629737863
7282.T,1755.0271,100,1660.923706,-9410.339355,-5.36,2014-01-29,2014-02-04,2,12.30631763,9.100055249,227.2280383,974292.282,-2.570771798
3880.T,761.1352539,100,826.923645,6578.839111,8.64,2014-02-05,2014-02-12,5,10.07006816,9.865426844,632.2601432,980871.1211,-1.912887887
6506.T,1256.250122,100,1387.593018,13134.28955,10.46,2014-02-07,2014-02-25,12,11.28245031,6.650459922,693.9583758,994005.4107,-0.599458932
5344.T,3357.657959,100,3768.705322,41104.73633,12.24,2014-02-10,2014-02-27,13,40.76336738,26.80862646,679.6892749,1035110.147,3.511014701
4528.T,1551.03833,200,1623.769409,14546.21582,4.69,2014-02-12,2014-03-03,13,17.27268462,8.044713309,652.7963854,1049656.363,4.965636283
5857.T,593.2783813,100,579.7718506,-1350.653076,-2.28,2014-02-17,2014-03-03,10,14.00244888,11.00248871,559.5433499,1048305.71,4.830570975
7735.T,917.0718384,100,974.7376709,5766.583252,6.29,2014-02-06,2014-03-04,18,13.02977169,7.246731403,629.3137177,1054072.293,5.4072293
4063.T,1091.919238,100,1092.86416,94.4921875,0.09,2014-02-25,2014-03-07,8,45.2712921,33.62918607,69.74774116,1054166.785,5.416678519
3038.T,77.52326965,2900,77.79633331,791.884613,0.35,2014-03-05,2014-03-12,5,64.49796828,54.47461892,341.8465143,1054958.67,5.49586698
6754.T,961.0855103,300,893.3013306,-20335.25391,-7.05,2014-03-04,2014-03-14,8,89.16963669,85.37383811,3.692045099,1034623.416,3.46234159
4553.T,1312.714478,100,1234.281738,-7843.273926,-5.97,2014-03-07,2014-03-14,5,75.57835498,73.48472253,354.9004285,1026780.142,2.678014197
3659.T,431.6647644,100,396.4564209,-3520.834351,-8.16,2014-03-11,2014-03-14,3,61.39144277,55.43618625,252.9388699,1023259.308,2.325930762
4516.T,1768.805786,200,1719.296997,-9901.757813,-2.8,2014-03-06,2014-03-20,10,58.25164814,48.30937848,64.22330743,1013357.55,1.335754981
3254.T,541.5479126,200,554.5419312,2598.803711,2.4,2014-03-18,2014-03-31,9,14.00359414,10.97885522,151.3426359,1015956.354,1.595635352
4202.T,660.9468384,200,651.0270386,-1983.959961,-1.5,2014-03-24,2014-04-07,10,39.54017737,27.33933937,646.4765732,1013972.394,1.397239356
2702.T,2501.739258,100,2561.811035,6007.177734,2.4,2014-03-27,2014-04-07,7,37.92603617,27.45628742,613.8154187,1019979.571,1.997957129
3402.T,574.96875,200,558.1813965,-3357.470703,-2.92,2014-03-26,2014-04-09,10,33.63127198,18.13838199,600.4552095,1016622.101,1.662210059
9613.T,715.5983276,300,677.2785645,-11495.92896,-5.35,2014-03-31,2014-04-09,7,30.8955513,20.29761544,620.1938896,1005126.172,0.512617164
4704.T,2417.699707,100,2379.804688,-3789.501953,-1.57,2014-03-28,2014-04-11,10,22.37134796,18.38148626,581.4315414,1001336.67,0.133666968
6754.T,931.8024902,100,935.0577393,325.5249023,0.35,2014-04-17,2014-04-23,2,43.38666384,40.0121662,481.1462095,1001662.195,0.166219458
3880.T,1034.644043,100,981.4441528,-5319.989014,-5.14,2014-04-18,2014-04-28,5,33.41886257,25.35634967,557.6198333,996342.2056,-0.365779443
3769.T,839.6358643,100,748.960022,-9067.584229,-10.8,2014-04-15,2014-04-30,9,6.423904359,4.62167017,363.0492648,987274.6213,-1.272537866
4521.T,2550.434814,100,2817.682129,26724.73145,10.48,2014-04-16,2014-05-01,8,80.72901291,69.80925104,400.9288362,1013999.353,1.399935279
3360.T,1607.980225,100,1512.741577,-9523.864746,-5.92,2014-05-08,2014-05-12,2,25.2496236,16.73064882,653.6715172,1004475.488,0.447548804
4848.T,274.4016113,300,259.0220947,-4613.85498,-5.6,2014-05-09,2014-05-12,1,54.28576508,45.22538667,482.4231145,999861.6331,-0.013836694
2670.T,797.5087891,300,863.8939819,19915.55786,8.32,2014-04-25,2014-05-13,10,30.19235933,18.19240296,478.6277112,1019777.191,1.977719092
6465.T,1882.711304,100,1887.024292,431.2988281,0.23,2014-05-13,2014-05-19,4,70.33075689,68.07777874,388.0981058,1020208.49,2.020848975
6586.T,2425.140869,100,2411.791748,-1334.912109,-0.55,2014-05-01,2014-05-20,12,30.37030562,21.88413915,572.9478741,1018873.578,1.887357764
5947.T,2784.492188,100,2934.058919,14956.67318,5.37,2014-04-23,2014-05-26,21,44.7183817,38.37955252,482.817588,1033830.251,3.383025082
2282.T,3166.381836,100,3327.726318,16134.44824,5.1,2014-05-22,2014-05-30,6,69.41788959,63.74677138,365.8811544,1049964.699,4.996469906
5020.T,346.4334412,600,364.234436,10680.59692,5.14,2014-05-20,2014-06-02,8,59.64283487,58.5270885,396.0379597,1060645.296,6.064529598
2331.T,262.3165588,100,274.244812,1192.825317,4.55,2014-05-23,2014-06-06,9,80.74065545,77.35332808,41.22005762,1061838.121,6.18381213
1802.T,491.5230103,600,528.4449463,22153.16162,7.51,2014-05-26,2014-06-06,8,46.13333849,31.09859615,585.9609631,1083991.283,8.399128292
1911.T,824.5379028,200,884.7006226,12032.54395,7.3,2014-05-14,2014-06-10,18,64.44430526,42.56765345,475.0909323,1096023.827,9.602382687
4849.T,814.3826294,200,826.6448975,2452.453613,1.51,2014-06-03,2014-06-11,6,81.55099953,74.30387649,107.3545131,1098476.28,9.847628048
2502.T,2536.007568,100,2549.181152,1317.358398,0.52,2014-06-06,2014-06-13,5,84.30668181,76.10719477,207.8565459,1099793.639,9.979363888
4912.T,530.6411743,600,531.5302734,533.4594727,0.17,2014-06-11,2014-06-16,3,89.708731,83.87787114,131.7758552,1100327.098,10.03270984
6849.T,2040.179199,200,2199.153564,31794.87305,7.79,2014-06-02,2014-06-19,13,71.98593781,66.15803409,310.3274218,1132121.971,13.21219714
4519.T,810.0975342,100,819.3427734,924.5239258,1.14,2014-06-09,2014-06-19,8,68.35142195,63.80447865,395.3209073,1133046.495,13.30464953
1928.T,942.8380127,300,974.6427612,9541.424561,3.37,2014-06-17,2014-06-26,7,71.57161507,70.48978444,341.691148,1142587.92,14.25879199
9697.T,385.4437866,100,382.6271973,-281.6589355,-0.73,2014-06-18,2014-07-02,9,64.31772586,56.94634133,114.977003,1142306.261,14.23062609
4967.T,2990.473389,100,2940.096924,-5037.646484,-1.68,2014-06-19,2014-07-03,9,19.72605738,13.3386911,600.5460813,1137268.614,13.72686145
9509.T,648.9368896,400,715.2763672,26535.79102,10.22,2014-06-13,2014-07-04,14,47.11398161,39.08153215,444.0612285,1163804.405,16.38044055
3880.T,850.2792358,200,840.1895752,-2017.932129,-1.19,2014-06-23,2014-07-07,9,2.025987502,1.891978968,533.3092224,1161786.473,16.17864734
3626.T,549.9768677,200,552.618103,528.2470703,0.48,2014-07-02,2014-07-09,5,63.6764251,56.18260578,523.9618454,1162314.72,16.23147204
4536.T,957.9520874,300,1015.294312,17202.66724,5.99,2014-06-26,2014-07-22,17,39.67209074,32.28236614,561.477945,1179517.388,17.95173877
2371.T,1481.354126,200,1488.240234,1377.22168,0.46,2014-07-15,2014-07-24,7,14.06369949,9.646134912,660.3577048,1180894.609,18.08946093
6506.T,1182.156372,300,1231.525024,14810.5957,4.18,2014-07-04,2014-07-29,17,42.29267253,26.35162,681.5931186,1195705.205,19.5705205
8850.T,1308.318115,200,1349.599976,8256.37207,3.16,2014-07-25,2014-08-05,7,44.01000808,31.81269488,734.427393,1203961.577,20.39615771
8892.T,108.5595093,400,110.0265274,586.807251,1.35,2014-07-28,2014-08-06,7,44.83808405,30.48022505,410.8682271,1204548.384,20.45483844
8308.T,406.4982605,900,381.2265625,-22744.5282,-6.22,2014-07-29,2014-08-06,6,29.15228668,20.62543735,614.9228251,1181803.856,18.18038562
2670.T,977.1915283,200,1000.205322,4602.758789,2.36,2014-07-14,2014-08-07,18,39.38878775,29.86337953,563.9253768,1186406.615,18.6406615
2412.T,191.056427,1700,203.5408173,21223.46344,6.53,2014-07-22,2014-08-08,13,38.46168253,28.66068576,620.2383546,1207630.078,20.76300784
7272.T,1372.819092,200,1384.373413,2310.864258,0.84,2014-08-07,2014-08-18,7,53.76012843,25.36602853,532.3881969,1209940.943,20.99409427
8279.T,2752.978516,200,2970.676514,43539.59961,7.91,2014-08-11,2014-08-26,11,53.33169218,40.06160611,669.3343961,1253480.542,25.34805423
9065.T,2045.956909,100,2054.189941,823.3032227,0.4,2014-08-12,2014-08-26,10,28.00012636,22.16937558,674.0811185,1254303.845,25.43038455
7419.T,134.9690247,1300,136.0268097,1375.120544,0.78,2014-08-13,2014-08-26,9,8.842004134,5.201709532,610.1954944,1255678.966,25.5678966
3405.T,972.2224731,200,974.4386597,443.2373047,0.23,2014-08-18,2014-08-27,7,37.71435058,31.65345949,546.6094726,1256122.203,25.61222033
3436.T,704.022522,100,778.1731567,7415.063477,10.53,2014-08-19,2014-09-03,11,24.46071481,21.33203785,122.3335924,1263537.267,26.35372668
2146.T,568.704895,1600,530.6704102,-60855.17578,-6.69,2014-08-27,2014-09-04,6,47.09677006,36.83870476,315.758773,1202682.091,20.2682091
3941.T,394.9236145,600,403.8621521,5363.122559,2.26,2014-09-01,2014-09-08,5,76.6560081,66.98253671,266.9072018,1208045.214,20.80452136
6055.T,181.0852814,200,184.6161957,706.1828613,1.95,2014-09-02,2014-09-08,4,42.77657925,40.64491878,174.4569752,1208751.396,20.87513964
3402.T,608.3756714,100,613.4119873,503.6315918,0.83,2014-09-03,2014-09-11,5,77.97937554,75.0515798,221.1929249,1209255.028,20.9255028
4921.T,590.0637207,1000,559.37677,-30686.95068,-5.2,2014-09-08,2014-09-18,7,50.75995535,46.91976811,403.6226707,1178568.077,17.85680774
4307.T,815.4221802,500,846.7039185,15640.86914,3.84,2014-09-10,2014-10-01,14,56.32912279,35.13368223,560.2005338,1194208.946,19.42089465
9989.T,2004.163696,100,2076.181396,7201.77002,3.59,2014-09-11,2014-10-01,13,21.84244745,14.3819617,534.5812258,1201410.717,20.14107165
4543.T,1202.575562,200,1223.356567,4156.201172,1.73,2014-09-19,2014-10-01,7,61.89800532,47.37983075,587.0063906,1205566.918,20.55669177
4848.T,478.3814697,100,441.1470032,-3723.446655,-7.78,2014-09-25,2014-10-01,3,23.99838899,14.52122929,639.5895092,1201843.471,20.1843471
8279.T,2780.191162,100,3085.3125,30512.13379,10.97,2014-09-18,2014-10-07,11,21.37508958,12.18382781,630.7987485,1232355.605,23.23556048
7701.T,858.3604736,300,812.7030029,-13697.24121,-5.32,2014-10-03,2014-10-16,9,55.00298067,49.61435282,353.041498,1218658.364,21.86583636
4587.T,1118.75,200,1147.5,5750,2.57,2014-10-06,2014-10-20,10,12.50380169,9.817945054,391.8121091,1224408.364,22.44083636
3436.T,995.7354126,300,1080.479004,25423.07739,8.51,2014-10-22,2014-10-28,4,35.00000235,24.0990536,696.2540493,1249831.441,24.9831441
7419.T,131.4243469,1800,138.9651184,13573.38867,5.74,2014-10-20,2014-10-31,9,16.23192066,12.51987962,519.5638898,1263404.83,26.34048297
8053.T,734.7044678,400,814.0864258,31752.7832,10.8,2014-10-15,2014-11-04,14,3.813167465,3.397464761,398.9447649,1295157.613,29.51576129
8282.T,610.0594482,200,579.1627808,-6179.333496,-5.06,2014-10-27,2014-11-04,6,27.42807121,25.06288074,651.1136142,1288978.279,28.89782794
4612.T,432.4237061,800,470.7838745,30688.13477,8.87,2014-10-29,2014-11-04,4,33.69954875,19.97640861,10.18558852,1319666.414,31.96664141
7164.T,3067.060059,100,2904.979492,-16208.05664,-5.28,2014-11-05,2014-11-10,3,71.09501134,49.10830044,271.2392076,1303458.358,30.34583575
9432.T,0.015047925,18632200,0.014188671,-16009.79312,-5.71,2014-11-04,2014-11-12,6,65.28443358,56.97302838,186.863199,1287448.564,28.74485644
2384.T,775.4227295,300,856.6896973,24380.09033,10.48,2014-10-24,2014-11-13,14,25.4040417,21.76672839,597.693096,1311828.655,31.18286547
1332.T,314.5694275,800,356.4550171,33508.47168,13.32,2014-11-07,2014-11-18,7,83.03133794,75.08896366,152.4967858,1345337.126,34.53371264
3038.T,150.202652,1900,154.4593964,8087.814331,2.83,2014-11-11,2014-11-19,6,83.3897946,78.46381156,112.5926637,1353424.941,35.34249407
3738.T,819.2869873,300,866.5252075,14171.46606,5.77,2014-10-31,2014-11-20,14,58.77194939,46.54725664,439.110694,1367596.407,36.75964068
2782.T,2047.236572,100,1941.912231,-10532.43408,-5.14,2014-11-19,2014-11-26,5,73.83102837,69.20082948,352.5707299,1357063.973,35.70639727
3549.T,2719.691406,100,2788.692139,6900.073242,2.54,2014-11-13,2014-11-27,10,82.67698168,72.3704418,249.8492455,1363964.046,36.3964046
1820.T,1639.844482,100,1653.341064,1349.658203,0.82,2014-11-26,2014-11-28,2,31.66672679,29.98129149,572.3262045,1365313.704,36.53137042
8111.T,721.0458374,300,715.3591919,-1705.993652,-0.79,2014-11-14,2014-12-01,11,56.38065774,53.7970552,438.0550688,1363607.711,36.36077105
4613.T,1592.89917,200,1790.657104,39551.58691,12.41,2014-11-18,2014-12-01,9,73.9788495,68.45302161,229.6391169,1403159.297,40.31592974
5947.T,2874.397786,100,2890.33138,1593.359375,0.55,2014-11-21,2014-12-01,6,14.71699991,13.17344788,501.8834066,1404752.657,40.47526568
2670.T,1078.400513,500,1024.11853,-27140.99121,-5.03,2014-11-28,2014-12-08,6,24.77270907,20.99997179,617.0330195,1377611.666,37.76116656
3167.T,421.80896,700,398.7172241,-16164.21509,-5.47,2014-12-02,2014-12-10,6,49.33292955,44.21710119,570.9767024,1361447.45,36.14474505
4921.T,690.366394,700,789.8787231,69658.63037,14.41,2014-12-01,2014-12-11,8,27.33984224,15.66936945,571.0677993,1431106.081,43.11060809
2914.T,2132.702881,300,1884.615723,-74426.14746,-11.63,2014-12-12,2014-12-17,3,8.746011125,8.135357733,498.5368491,1356679.933,35.66799334
9432.T,0.013754659,1760100,0.013780963,46.29651485,0.19,2014-12-05,2014-12-19,10,11.06333774,7.65748911,384.8458048,1356726.23,35.67262299
9022.T,2421.005859,200,2660.501465,47899.12109,9.89,2014-12-17,2014-12-24,5,26.61787264,22.91825513,608.4040117,1404625.351,40.4625351
1973.T,620.3980103,100,633.4589233,1306.091309,2.11,2014-12-04,2015-01-07,21,26.15110069,16.2836596,375.9992721,1405931.442,40.59314423
9449.T,912.3286133,500,864.2839966,-24022.30835,-5.27,2014-12-18,2015-01-07,11,38.79283303,32.04637986,565.9111919,1381909.134,38.1909134
2871.T,942.2067871,200,974.2061157,6399.865723,3.4,2014-12-19,2015-01-07,10,56.21114525,44.03878804,642.5799329,1388309,38.83089997
8058.T,1556.013062,100,1488.56189,-6745.117188,-4.33,2014-12-22,2015-01-07,9,25.29949126,12.5912923,674.1554671,1381563.883,38.15638825
7735.T,1378.819946,300,1286.521851,-27689.42871,-6.69,2014-12-24,2015-01-07,7,29.92119541,20.59878134,620.8290116,1353874.454,35.38744538
6952.T,1428.144897,200,1460.346924,6440.405273,2.25,2015-01-15,2015-01-19,2,19.69754974,16.18039241,637.3675074,1360314.859,36.03148591
6098.T,1110.199341,200,1050.22998,-11993.87207,-5.4,2015-01-08,2015-01-22,10,37.23705906,23.9430808,12.53499498,1348320.987,34.8320987
2784.T,1175.189453,300,1207.99707,9842.285156,2.79,2015-01-19,2015-01-27,6,46.03549952,38.84023806,481.9830758,1358163.272,35.81632722
8035.T,2624.736654,100,2445.182943,-17955.37109,-6.84,2015-01-23,2015-02-02,6,28.72548661,18.90503198,585.200108,1340207.901,34.02079011
3861.T,339.807312,800,374.2804871,27578.54004,10.14,2015-01-20,2015-02-03,10,27.40739292,21.26516102,487.6223592,1367786.441,36.77864411
3038.T,297.0607605,100,273.0404053,-2402.035522,-8.09,2015-01-30,2015-02-04,3,30.5722917,12.6357417,607.3494609,1365384.406,36.53844056
7747.T,755.0830688,300,759.8771973,1438.238525,0.63,2015-02-04,2015-02-05,1,58.46640326,57.54903328,229.1824674,1366822.644,36.68226441
7167.T,365.4952087,800,366.2518921,605.3466797,0.21,2015-01-27,2015-02-09,9,39.55092306,25.48997508,472.6644196,1367427.991,36.74279908
7419.T,363.8947144,600,386.7323303,13702.56958,6.28,2015-02-06,2015-02-17,7,53.77180401,34.89205962,463.3461872,1381130.56,38.11305604
9602.T,2441.349365,200,2689.089111,49547.94922,10.15,2015-01-28,2015-02-20,15,16.1052063,11.62451026,443.5349757,1430678.51,43.06785096
1928.T,1107.141602,400,1187.215576,32029.58984,7.23,2015-02-09,2015-02-24,9,38.01909592,27.40176595,346.043409,1462708.099,46.27080994
5105.T,1842.652466,100,2040.737549,19808.5083,10.75,2015-02-17,2015-02-24,3,26.17009226,21.11463251,583.5803645,1482516.608,48.25166077
1802.T,566.8435669,300,627.1626587,18095.72754,10.64,2015-02-12,2015-02-26,8,10.38961358,8.422944203,350.7664784,1500612.335,50.06123353
3107.T,303.7886047,100,317.9549866,1416.638184,4.66,2015-02-16,2015-03-06,12,23.96291908,16.73062803,1.198783788,1502028.973,50.20289735
4205.T,969.3596191,600,937.8701172,-18893.70117,-3.25,2015-02-20,2015-03-06,10,22.72041987,14.10127833,638.4463058,1483135.272,48.31352723
2412.T,313.6713257,600,349.5641174,21535.67505,11.44,2015-02-26,2015-03-06,6,66.08000851,65.5460877,285.6342953,1504670.947,50.46709473
8892.T,147.5775146,100,139.3787537,-819.8760986,-5.56,2015-02-25,2015-03-09,8,37.60975885,35.13170441,230.0200071,1503851.071,50.38510712
3402.T,843.3901978,800,859.4467773,12845.26367,1.9,2015-02-24,2015-03-13,13,57.12543184,49.42530036,581.0567428,1516696.335,51.66963349
3436.T,1852.228516,300,1861.212036,2695.056152,0.49,2015-03-13,2015-03-18,3,56.27122807,46.71683815,483.6151004,1519391.391,51.93913911
9090.T,141.159668,2000,155.6719208,29024.50562,10.28,2015-03-06,2015-03-23,11,64.79799072,62.40332964,372.8443239,1548415.897,54.84158967
7177.T,704.0405884,300,814.9188232,33263.47046,15.75,2015-03-11,2015-03-23,8,64.1706727,62.61527682,415.1678527,1581679.367,58.16793671
8410.T,441.1322937,400,446.3571777,2089.953613,1.18,2015-03-12,2015-03-23,7,54.56244019,51.95309353,496.1812346,1583769.321,58.37693207
6005.T,1258.91272,500,1188.380859,-35265.93018,-5.6,2015-03-23,2015-03-27,4,41.46534843,30.58832165,668.1348033,1548503.391,54.85033906
8585.T,1709.137329,100,1691.785645,-1735.168457,-1.02,2015-03-17,2015-03-31,10,44.70584281,35.51542803,621.4350252,1546768.222,54.67682221
8308.T,442.9476624,1500,421.3623657,-32377.94495,-4.87,2015-03-18,2015-04-01,10,19.75319498,14.88630725,594.8547149,1514390.277,51.43902772
8002.T,507.0009155,200,479.4047241,-5519.238281,-5.44,2015-03-25,2015-04-01,5,44.44029702,29.31884042,624.557246,1508871.039,50.88710389
7167.T,383.4528198,800,369.7035217,-10999.43848,-3.59,2015-03-30,2015-04-13,7,38.37339929,21.05188465,619.2243882,1497871.6,49.78716004
3288.T,637.8078003,200,651.2027588,2678.991699,2.1,2015-04-03,2015-04-13,4,61.26004702,47.23603758,569.0251431,1500550.592,50.05505921
7272.T,2138.072021,100,2108.883057,-2918.896484,-1.37,2015-04-02,2015-04-17,8,35.9815171,25.84428269,579.7926081,1497631.696,49.76316956
4613.T,2016.94397,100,1897.341187,-11960.27832,-5.93,2015-04-07,2015-04-17,8,29.21830157,23.27497853,575.7804166,1485671.417,48.56714173
6268.T,2786.393799,200,2778.137451,-1651.269531,-0.3,2015-04-14,2015-04-28,10,28.04875144,23.11609775,588.4377233,1484020.148,48.40201478
3861.T,441.8649902,400,442.6940002,331.6040039,0.19,2015-04-16,2015-04-30,10,84.53669296,78.80746971,101.5001335,1484351.752,48.43517518
5233.T,3066.903076,100,3141.909668,7500.65918,2.45,2015-04-08,2015-05-01,16,17.47784609,13.28256896,661.4189665,1491852.411,49.1852411
6952.T,1933.161133,100,1951.866211,1870.507813,0.97,2015-04-21,2015-05-01,7,71.40126046,62.45502334,328.1360028,1493722.919,49.37229188
6752.T,1364.239746,100,1385.064575,2082.48291,1.53,2015-04-22,2015-05-01,6,76.17497569,60.2975808,223.7736008,1495805.402,49.58054017
9090.T,139.8556976,200,157.2467651,3478.213501,12.44,2015-05-12,2015-05-13,1,19.42844056,15.17564792,4.224723347,1499283.615,49.92836152
4684.T,4693.90625,100,4458.759277,-23514.69727,-5.01,2015-04-28,2015-05-14,11,23.26801778,16.75307284,493.5811634,1475768.918,47.57689179
8905.T,1881.911621,500,1950.540894,34314.63623,3.65,2015-05-08,2015-05-27,12,11.24000126,7.253074813,466.6359126,1510083.554,51.00835541
8892.T,184.8445587,200,184.8445587,0,0,2015-05-13,2015-05-29,11,29.77690433,21.93458894,526.8473143,1510083.554,51.00835541
4689.T,438.348999,600,484.5368042,27712.68311,10.54,2015-05-15,2015-05-29,9,30.12540872,23.63798876,569.2291206,1537796.237,53.77962372
9697.T,511.8538818,100,525.1085815,1325.469971,2.59,2015-05-11,2015-06-02,15,24.7241292,16.3334615,538.8978019,1539121.707,53.91217072
8595.T,1206.202515,100,1199.833984,-636.8530273,-0.53,2015-05-18,2015-06-02,10,36.03310809,24.59608443,476.5730103,1538484.854,53.84848542
4848.T,614.9394531,100,581.4734497,-3346.600342,-5.44,2015-06-01,2015-06-09,6,9.932695787,7.71312792,416.9500713,1535138.254,53.51382538
3941.T,465.9666138,300,441.8362427,-7239.111328,-5.18,2015-06-02,2015-06-12,8,57.33341402,49.57629149,366.675735,1527899.143,52.78991425
5019.T,1836.713623,500,1937.747925,50517.15088,5.5,2015-05-27,2015-06-15,13,44.03362628,29.49534649,612.8967082,1578416.293,57.84162934
4182.T,1102.283569,300,1116.023682,4122.033691,1.25,2015-05-29,2015-06-15,11,77.6175931,76.93222573,204.4284348,1582538.327,58.25383271
7167.T,397.2021484,100,398.7298584,152.7709961,0.38,2015-06-11,2015-06-18,5,76.25032159,62.4881435,287.2260895,1582691.098,58.26910981
7747.T,868.9448853,100,973.2182617,10427.33765,12,2015-06-04,2015-06-22,12,41.21211577,33.94395164,231.7950365,1593118.436,59.31184357
2331.T,522.7341309,100,532.7758789,1004.174805,1.92,2015-06-12,2015-06-29,11,68.04996187,61.61788353,469.8207162,1594122.611,59.41226105
3349.T,8061.606445,100,8611.918945,55031.25,6.83,2015-06-19,2015-07-01,7,37.26195059,28.16776526,576.620117,1649153.861,64.91538605
4732.T,1773.941406,400,1727.719971,-18488.57422,-2.61,2015-06-22,2015-07-06,9,10.30039538,7.328108266,634.4299344,1630665.286,63.06652863
6857.T,188.5171661,100,178.9241638,-959.3002319,-5.09,2015-06-24,2015-07-08,9,11.11651673,5.511931335,215.8998905,1629705.986,62.97059861
6845.T,1399.545776,100,1323.246338,-7629.943848,-5.45,2015-07-02,2015-07-10,6,11.57904701,9.200289125,612.5927001,1622076.042,62.20760422
5334.T,2477.05127,200,2334.216797,-28566.89453,-5.77,2015-07-07,2015-07-10,3,5.874500222,5.361608861,647.1007981,1593509.148,59.35091477
2317.T,62.03228378,100,62.41052246,37.8238678,0.61,2015-07-03,2015-07-14,7,76.42894992,69.69061195,142.9658885,1593546.972,59.35469716
2371.T,1538.837402,500,1705.479858,83321.22803,10.83,2015-07-01,2015-07-21,14,6.536835514,5.645913025,184.7784716,1676868.2,67.68681996
3107.T,368.0788269,300,374.5648499,1945.806885,1.76,2015-07-13,2015-07-27,10,16.70002143,10.98571267,580.3771542,1678814.006,67.88140065
6981.T,1443.370972,600,1355.373291,-52798.6084,-6.1,2015-07-21,2015-07-27,4,37.87886762,25.93956965,553.6320833,1626015.398,62.60153981
3254.T,880.3952026,300,881.4446411,314.831543,0.12,2015-07-15,2015-07-28,9,25.00969758,14.48917401,587.4824066,1626330.23,62.63302296
4005.T,541.2141724,500,517.6169434,-11798.6145,-4.36,2015-07-14,2015-07-29,11,19.55659146,13.71953247,603.0758843,1614531.615,61.45316151
7747.T,988.2978516,100,1000.350342,1205.249023,1.22,2015-07-16,2015-07-31,11,47.63889599,39.652866,633.2811377,1615736.864,61.57368642
