stock,buy_price,n_shares,sell_price,net_gain,gain_perc,buy_date,sell_date,total_days_on_market,wave_1_max,slope,wave_depth,wave_length
1359.HK,1.188,70138,1.092,-6733.2479999999905,-8.08,2020-12-09 15:29:11.157181,2021-11-24 15:29:11.157181,237,1.282,0.0009409282700421945,0.31800000000000006,237
9961.HK,226.6,842,230.8,3536.400000000014,1.85,2021-11-02 15:29:11.157181,2022-02-15 15:29:11.157181,71,261.2,0.988732394366197,75.5,71
2158.HK,12.94,15018,12.8,-2102.519999999982,-1.08,2022-02-15 15:29:11.157181,2022-02-16 15:29:11.157181,1,22.45,-0.019387755102040837,-0.3500000000000014,98
3759.HK,39.87,4821,40.989,5394.698999999999,2.81,2022-02-16 15:29:11.157181,2022-02-17 15:29:11.157181,1,53.82,-0.16743055555555555,-6.586999999999996,72
2158.HK,13.22,14949,12.72,-7474.5,-3.78,2022-02-17 15:29:11.157181,2022-02-18 15:29:11.157181,1,22.45,-0.019387755102040837,-0.3500000000000014,98
2158.HK,12.72,14949,12.18,-8072.460000000014,-4.25,2022-02-18 15:29:11.157181,2022-02-21 15:29:11.157181,1,22.45,-0.019387755102040837,-0.3500000000000014,98
1238.HK,4.095,44464,3.754,-15162.22399999999,-8.33,2022-02-22 15:29:11.157181,2022-02-24 15:29:11.157181,2,4.484,-0.000978494623655916,0.3380000000000001,93
2588.HK,62.785,6800,45.696,-116205.2,-27.22,2021-11-17 15:29:11.157181,2022-03-15 15:29:11.157181,80,66.939,0.13251020408163255,16.013999999999996,98
1044.HK,37.384,15081,32.898,-67653.36599999995,-12.0,2021-11-23 15:29:11.157181,2022-03-24 15:29:11.157181,83,49.436,0.008477366255144043,4.174999999999997,243
0696.HK,13.067,5863,11.738,-7791.927000000003,-10.17,2021-11-24 15:29:11.157181,2022-03-25 15:29:11.157181,83,16.616,0.04396385542168674,4.481,83
0148.HK,31.821,8156,32.291,3833.319999999962,1.48,2021-08-19 15:29:11.157181,2022-04-22 15:29:11.157181,166,40.139,0.07334939759036145,13.423000000000002,166
0345.HK,13.088,23742,14.247,27516.978000000017,8.86,2022-03-15 15:29:11.157181,2022-05-25 15:29:11.157181,46,20.931,0.011043478260869623,2.6240000000000023,46
6158.HK,0.65,405177,0.56,-36465.929999999986,-13.85,2022-04-22 15:29:11.157181,2022-05-27 15:29:11.157181,23,0.82,0.013913043478260867,0.40499999999999997,23
1238.HK,2.104,134267,1.716,-52095.59600000002,-18.44,2022-03-30 15:29:11.157181,2022-06-16 15:29:11.157181,50,4.484,-0.000978494623655916,0.3380000000000001,93
2252.HK,21.15,15993,41.15,319860.0,94.56,2022-05-25 15:29:11.157181,2022-07-05 15:29:11.157181,27,31.35,0.15612244897959188,11.43,49
6699.HK,123.885,2280,147.613,54099.83999999999,19.15,2022-03-29 15:29:11.157181,2022-07-06 15:29:11.157181,64,368.811,0.7601718749999993,73.37,64
0017.HK,28.2,5919,23.472,-27985.03199999999,-16.77,2022-02-24 15:29:11.157181,2022-07-15 15:29:11.157181,94,30.104,0.02627857142857142,4.609999999999999,140
2057.HK,193.762,1171,205.125,13306.073,5.86,2022-05-27 15:29:11.157181,2022-08-11 15:29:11.157181,52,229.445,1.1656538461538462,89.05099999999999,52
0020.HK,2.6,129496,2.08,-67337.92,-20.0,2022-07-06 15:29:11.157181,2022-08-18 15:29:11.157181,31,6.3,-0.0,0.5099999999999998,105
9987.HK,319.926,720,360.379,29126.16000000002,12.64,2022-06-16 15:29:11.157181,2022-10-20 15:29:11.157181,87,378.24,0.8460344827586209,97.75999999999999,87
0700.HK,346.336,1900,230.759,-219596.30000000005,-33.37,2022-07-05 15:29:11.157181,2022-10-20 15:29:11.157181,75,403.927,0.8677790697674421,110.40500000000003,86
2313.HK,80.572,1724,72.043,-14703.995999999994,-10.59,2022-07-15 15:29:11.157181,2022-11-15 15:29:11.157181,85,110.738,0.23701176470588237,28.518,85
0151.HK,4.829,25736,4.858,746.3439999999978,0.6,2022-11-22 15:29:11.157181,2022-11-23 15:29:11.157181,1,5.525,-0.010338129496402873,-0.24599999999999955,139
0151.HK,4.858,25736,4.763,-2444.9199999999937,-1.96,2022-11-24 15:29:11.157181,2022-11-25 15:29:11.157181,1,5.525,-0.010338129496402873,-0.24599999999999955,139
0853.HK,18.12,6764,21.4,22185.919999999984,18.1,2022-11-29 15:29:11.157181,2022-12-09 15:29:11.157181,8,20.85,0.022398373983739842,8.610000000000001,246
3690.HK,176.4,1361,179.0,3538.599999999992,1.47,2022-08-11 15:29:11.157181,2022-12-13 15:29:11.157181,86,211.6,1.0569767441860465,108.1,86
1038.HK,34.571,10093,41.869,73658.71400000002,21.11,2022-10-20 15:29:11.157181,2023-01-16 15:29:11.157181,59,48.099,0.036881355932203305,3.168999999999997,59
0772.HK,29.1,9261,38.95,91220.85000000002,33.85,2022-08-18 15:29:11.157181,2023-01-18 15:29:11.157181,104,39.7,0.09182692307692311,16.700000000000003,104
9626.HK,84.75,4117,162.4,319685.05000000005,91.62,2022-10-21 15:29:11.157181,2023-02-27 15:29:11.157181,85,238.0,1.1352941176470588,113.0,85
6158.HK,0.41,955244,0.335,-71643.29999999996,-18.29,2023-01-20 15:29:11.157181,2023-02-27 15:29:11.157181,23,0.82,0.013913043478260867,0.40499999999999997,23
2357.HK,3.364,57728,4.127,44046.46399999999,22.68,2022-12-21 15:29:11.157181,2023-03-17 15:29:11.157181,56,3.795,0.014321428571428572,1.008,56
2618.HK,14.0,35307,13.04,-33894.72000000003,-6.86,2023-02-28 15:29:11.157181,2023-04-12 15:29:11.157181,28,18.02,0.08642857142857142,3.459999999999999,28
2285.HK,40.925,4745,32.022,-42244.73499999999,-21.75,2022-12-16 15:29:11.157181,2023-05-18 15:29:11.157181,99,46.04,0.1088080808080808,13.576,99
0011.HK,110.844,1370,103.62,-9896.879999999986,-6.52,2023-05-18 15:29:11.157181,2023-05-31 15:29:11.157181,8,115.16,0.10074999999999987,6.664999999999992,36
0839.HK,7.008,65698,6.13,-57682.844000000005,-12.53,2023-04-12 15:29:11.157181,2023-07-04 15:29:11.157181,56,13.039,0.09648214285714285,6.332,56
1093.HK,8.992,43555,6.42,-112023.46000000004,-28.6,2023-02-02 15:29:11.157181,2023-07-11 15:29:11.157181,107,9.406,0.018795081967213117,2.5580000000000007,122
0014.HK,18.55,15074,18.413,-2065.1380000000067,-0.74,2023-07-11 15:29:11.157181,2023-07-12 15:29:11.157181,1,20.311,-0.03138297872340429,-0.8359999999999985,47
2057.HK,196.254,2518,209.4,33101.62800000004,6.7,2023-03-01 15:29:11.157181,2023-07-19 15:29:11.157181,94,235.026,1.0571595744680853,112.43,94
3331.HK,18.672,21569,15.212,-74628.74000000002,-18.53,2023-07-07 15:29:11.157181,2023-08-01 15:29:11.157181,17,21.874,0.04379999999999996,3.446999999999999,25
9899.HK,83.25,1706,71.5,-20045.5,-14.11,2023-05-31 15:29:11.157181,2023-08-17 15:29:11.157181,55,94.05,0.5018181818181817,35.599999999999994,55
6823.HK,8.921,59104,8.56,-21336.543999999933,-4.05,2023-07-19 15:29:11.157181,2023-08-18 15:29:11.157181,22,9.085,0.009636363636363705,0.4530000000000012,22
1171.HK,12.0,23131,11.34,-15266.460000000003,-5.5,2023-07-12 15:29:11.157181,2023-08-28 15:29:11.157181,33,14.021,0.029424242424242426,2.173,33
