Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,STOCHk,STOCHd,SMA_10,condition_1,condition_2,condition_4,condition_5,condition_6,condition_7,profit_after_14_days
2004-06-16 00:00:00+08:00,0.8416491090290339,0.8897433552972521,0.7839360249737312,0.7983642816543579,2198875000,0.0,0.0,,,,False,False,False,False,False,False,0.07228911881982791
2004-06-17 00:00:00+08:00,0.7983642265784853,0.8416490509671188,0.7935548080167251,0.8127925395965576,419007500,0.0,0.0,,,,False,False,False,False,False,False,0.035502975446390146
2004-06-18 00:00:00+08:00,0.807983013587155,0.8176019074468587,0.7598888309525771,0.7743170857429504,182990000,0.0,0.0,,,,False,False,False,False,False,False,0.055900725366041286
2004-06-21 00:00:00+08:00,0.788745441281049,0.7935548601588216,0.7598889280144133,0.7695077657699585,114085000,0.0,0.0,,,,False,False,False,False,False,False,0.03125004986237273
2004-06-22 00:00:00+08:00,0.7695077657699585,0.7695077657699585,0.7695077657699585,0.7695077657699585,0,0.0,0.0,,,,False,False,False,False,False,False,0.03124996973201683
2004-06-23 00:00:00+08:00,0.7791265396553891,0.8560772927243882,0.7743171211718761,0.8512678742408752,275080000,0.0,0.0,,,,False,False,False,False,False,False,-0.08474579203261913
2004-06-24 00:00:00+08:00,0.860886851901959,0.8705056904409842,0.8320303362848833,0.8560774326324463,173615000,0.0,0.0,,,,False,False,False,False,False,False,-0.09550579911889467
2004-06-25 00:00:00+08:00,0.8608867507769453,0.8753150642234455,0.8368396572541007,0.8464584946632385,106062500,0.0,0.0,,,,False,False,False,False,False,False,-0.1306817593272199
2004-06-28 00:00:00+08:00,0.8464584928030378,0.8464584928030378,0.81760198063904,0.8320302367210388,73730000,0.0,0.0,,,,False,False,False,False,False,False,-0.13294796245189455
2004-06-29 00:00:00+08:00,0.8272208180270393,0.8512679114970374,0.8272208180270393,0.8320302367210388,75407500,0.0,0.0,,,0.814235371351242,False,False,False,False,False,False,-0.12716761929145978
2004-06-30 00:00:00+08:00,0.8416491139076625,0.8512679517505027,0.8272208571434021,0.8272208571434021,61085000,0.0,0.0,,,0.8171210289001465,False,False,False,False,False,False,-0.1220929385540833
2004-07-01 00:00:00+08:00,0.8272208571434021,0.8272208571434021,0.8272208571434021,0.8272208571434021,0,0.0,0.0,,,0.8185638606548309,False,False,False,False,False,False,-0.09883726788530658
2004-07-02 00:00:00+08:00,0.8224114780450551,0.8416491546622684,0.8031737440950429,0.8368397355079651,65130000,0.0,0.0,,,0.8248161256313324,False,False,False,False,False,False,-0.1379310291847236
2004-07-05 00:00:00+08:00,0.8368397355079651,0.8368397355079651,0.8368397355079651,0.8368397355079651,0,0.0,0.0,,,0.831549322605133,False,False,False,False,False,False,-0.17816104107506528
2004-07-06 00:00:00+08:00,0.8416490759586697,0.8560773320723764,0.8368396572541007,0.8464584946632385,77145000,0.0,0.0,,,0.8392443954944611,False,False,False,False,False,False,-0.20454545339469926
2004-07-07 00:00:00+08:00,0.8416490931728633,0.8416490931728633,0.817601999158185,0.8224114179611206,65675000,0.0,0.0,62.80867076431386,,0.8363587498664856,False,False,False,False,False,True,-0.12865510045316006
2004-07-08 00:00:00+08:00,0.8176019724993006,0.8176019724993006,0.7839359846436761,0.7887454032897949,105745000,0.0,0.0,51.388881371073715,,0.8296255469322205,False,False,False,False,False,True,-0.08536576049499847
2004-07-09 00:00:00+08:00,0.7887455025682778,0.7935549218197527,0.7743172448138532,0.783936083316803,46880000,0.0,0.0,30.934354781490963,48.37730230562618,0.823373305797577,False,False,False,False,False,True,-0.0736195879785055
2004-07-12 00:00:00+08:00,0.7839360224032763,0.7935548601588216,0.7646983468921859,0.7695077657699585,59850000,0.0,0.0,14.328060796217317,32.21709898292733,0.8171210587024689,False,False,False,True,False,True,-0.031249894711050934
2004-07-13 00:00:00+08:00,0.7695076674794926,0.7791265040064083,0.7646982492160348,0.7743170857429504,54670000,0.0,0.0,8.893290053078088,18.05190187692879,0.8113497436046601,False,True,True,True,False,True,-0.03726705301447914
2004-07-14 00:00:00+08:00,0.7743170733212328,0.7743170733212328,0.7214134159390978,0.7310322523117065,98190000,0.0,0.0,6.431149617501998,9.884166822265799,0.8017308831214904,True,True,True,True,False,True,0.04605284320886117
