Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,5_days_high,5_days_low,10_days_high,10_days_low,50_days_high,50_days_low,100_days_high,100_days_low,250_days_high,250_days_low,next_10_days_hign,profit
2021-04-12 00:00:00+08:00,142.8698023885249,143.15049248398785,140.99855412076036,141.6534881591797,1023455,0.0,0.0,,,,,,,,,,,142.96334838867188,0.009246932401835835
2021-04-13 00:00:00+08:00,141.65346623804857,144.17966242979028,140.62428841594,142.96334838867188,1289805,0.0,0.0,,,,,,,,,,,142.96334838867188,0.0
2021-04-14 00:00:00+08:00,142.96332244738235,143.89894626670227,141.84057671949574,142.68263244628906,1020077,0.0,0.0,,,,,,,,,,,142.96334838867188,0.00196741493740301
2021-04-15 00:00:00+08:00,142.40197631880983,142.68266638667174,141.46635227693,142.49554443359375,750453,0.0,0.0,,,,,,,,,,,143.71185302734375,0.00853576579243029
2021-04-16 00:00:00+08:00,142.30841307266525,142.86977889478794,141.27922098404025,142.12127685546875,1035916,0.0,0.0,144.17966242979028,140.62428841594,,,,,,,,,143.71185302734375,0.011191682252422681
2021-04-19 00:00:00+08:00,142.02771502005731,142.77621701719823,141.6534568832428,142.58908081054688,1261809,0.0,0.0,144.17966242979028,140.62428841594,,,,,,,,,143.71185302734375,0.007874180900911082
2021-04-20 00:00:00+08:00,142.58909022714133,143.0569022216877,141.65346623804857,142.96334838867188,1315004,0.0,0.0,143.89894626670227,141.27922098404025,,,,,,,,,143.71185302734375,0.005235640093130226
2021-04-21 00:00:00+08:00,141.37279332535942,142.2148492219992,140.43716931731996,140.99853515625,1102782,0.0,0.0,143.0569022216877,140.43716931731996,,,,,,,,,147.17364501953125,0.04379556040378855
2021-04-22 00:00:00+08:00,141.27920532226562,142.12126110034643,140.43714954418482,141.27920532226562,1345212,0.0,0.0,143.0569022216877,140.43714954418482,,,,,,,,,149.98052978515625,0.06158956261852143
2021-04-23 00:00:00+08:00,141.2792014181435,141.74701334336913,139.22083180244806,140.624267578125,1816274,0.0,0.0,143.0569022216877,139.22083180244806,144.17966242979028,139.22083180244806,,,,,,,151.8517608642578,0.07984036809219493
2021-04-26 00:00:00+08:00,140.6242958934549,141.27922986534728,139.50154990214082,140.7178497314453,451727,0.0,0.0,143.0569022216877,139.22083180244806,144.17966242979028,139.22083180244806,,,,,,,153.0763702392578,0.08782482486335791
2021-04-27 00:00:00+08:00,139.8757812434561,141.65346104699157,139.8757812434561,141.46633911132812,1120002,0.0,0.0,142.2148492219992,139.22083180244806,143.89894626670227,139.22083180244806,,,,,,,153.0763702392578,0.08206921307826504
2021-04-28 00:00:00+08:00,141.27923493636283,142.21485900878906,141.18566681852406,142.21485900878906,1012171,0.0,0.0,142.21485900878906,139.22083180244806,143.0569022216877,139.22083180244806,,,,,,,153.0763702392578,0.076373954917028
2021-04-29 00:00:00+08:00,142.49553896428694,144.36678697622375,142.21484890719853,143.71185302734375,1318901,0.0,0.0,144.36678697622375,139.22083180244806,144.36678697622375,139.22083180244806,,,,,,,153.0763702392578,0.06516175955321024
2021-04-30 00:00:00+08:00,143.89894626670227,143.89894626670227,141.93413053553581,142.68263244628906,1134538,0.0,0.0,144.36678697622375,139.50154990214082,144.36678697622375,139.22083180244806,,,,,,,153.0763702392578,0.07284515021042474
2021-05-03 00:00:00+08:00,142.68265613522235,142.68265613522235,139.40797222392214,140.43716430664062,1762991,0.0,0.0,144.36678697622375,139.40797222392214,144.36678697622375,139.22083180244806,,,,,,,153.0763702392578,0.08999901126613348
2021-05-04 00:00:00+08:00,140.25002650240236,142.86977645707566,140.25002650240236,142.30841064453125,1136673,0.0,0.0,144.36678697622375,139.40797222392214,144.36678697622375,139.22083180244806,,,,,,,153.0763702392578,0.0756663611515105
2021-05-05 00:00:00+08:00,142.86976929014727,147.82857890622324,142.40195733158328,147.17364501953125,3729623,0.0,0.0,147.82857890622324,139.40797222392214,147.82857890622324,139.22083180244806,,,,,,,153.0763702392578,0.040107216335799924
2021-05-06 00:00:00+08:00,147.82859173373444,150.16765172952137,147.26721162414987,149.98052978515625,2585703,0.0,0.0,150.16765172952137,139.40797222392214,150.16765172952137,139.22083180244806,,,,,,,153.0763702392578,0.020641615671956118
2021-05-07 00:00:00+08:00,149.69982305257943,152.5066947348153,149.32557920554305,151.8517608642578,2579201,0.0,0.0,152.5066947348153,139.40797222392214,152.5066947348153,139.40797222392214,,,,,,,153.0763702392578,0.008064505594338769
2021-05-10 00:00:00+08:00,152.13436180701623,153.26476905092454,151.19235337477465,153.0763702392578,2177905,1.1,0.0,153.26476905092454,140.25002650240236,153.26476905092454,139.40797222392214,,,,,,,152.982177734375,-0.0006153301436112573
2021-05-11 00:00:00+08:00,153.07638486012618,153.07638486012618,148.55474107870674,149.40255737304688,2323593,0.0,0.0,153.26476905092454,142.40195733158328,153.26476905092454,139.40797222392214,,,,,,,152.982177734375,0.023959565513929484
2021-05-12 00:00:00+08:00,148.83733968119353,150.72135663918334,147.7069323811814,150.43875122070312,1688646,0.0,0.0,153.26476905092454,147.26721162414987,153.26476905092454,139.40797222392214,,,,,,,152.982177734375,0.01690672445120545
2021-05-13 00:00:00+08:00,147.33012483061137,149.7793526997943,147.33012483061137,149.21414184570312,1622750,0.0,0.0,153.26476905092454,147.33012483061137,153.26476905092454,139.40797222392214,,,,,,,155.61981201171875,0.04292937711386293
2021-05-14 00:00:00+08:00,150.53297424316406,150.72137308473793,149.59096566138444,150.53297424316406,885776,0.0,0.0,153.26476905092454,147.33012483061137,153.26476905092454,139.40797222392214,,,,,,,155.61981201171875,0.03379218270368885
2021-05-17 00:00:00+08:00,149.590974316471,150.721381805228,149.308368850804,149.7793731689453,674872,0.0,0.0,153.07638486012618,147.33012483061137,153.26476905092454,140.25002650240236,,,,,,,155.61981201171875,0.038993612532919664
2021-05-18 00:00:00+08:00,150.4387590179996,152.4169826759844,149.68514932096207,151.2865753173828,1103427,0.0,0.0,152.4169826759844,147.33012483061137,153.26476905092454,142.40195733158328,,,,,,,155.61981201171875,0.028642572450630715
2021-05-20 00:00:00+08:00,149.590974316471,150.53298295275368,148.46056682771402,149.7793731689453,1198453,0.0,0.0,152.4169826759844,147.33012483061137,153.26476905092454,147.26721162414987,,,,,,,155.61981201171875,0.038993612532919664
2021-05-21 00:00:00+08:00,150.34457567213266,150.62716674804685,149.02575503092186,150.62716674804688,1052919,0.0,0.0,152.4169826759844,148.46056682771402,153.26476905092454,147.33012483061137,,,,,,,155.61981201171875,0.03314571581913269
2021-05-24 00:00:00+08:00,151.28659225874594,152.13439427915827,150.2503770125433,151.56918334960938,896057,0.0,0.0,152.4169826759844,148.46056682771402,153.26476905092454,147.33012483061137,,,,,,,155.61981201171875,0.026724618900704884
2021-05-25 00:00:00+08:00,151.56916495589036,153.4531819938699,151.56916495589036,152.982177734375,1421004,0.0,0.0,153.4531819938699,148.46056682771402,153.4531819938699,147.33012483061137,,,,,,,155.61981201171875,0.01724144809811447
2021-05-26 00:00:00+08:00,152.98218728204182,153.5473981782744,151.66338102271274,152.2285919189453,1374846,0.0,0.0,153.5473981782744,148.46056682771402,153.5473981782744,147.33012483061137,,,,,,,155.61981201171875,0.022277156019278595
2021-05-27 00:00:00+08:00,152.22858384520237,153.54739003458596,151.1923687150371,151.2865753173828,3529501,0.0,0.0,153.5473981782744,149.02575503092186,153.5473981782744,147.33012483061137,,,,,,,155.61981201171875,0.028642572450630715
2021-05-28 00:00:00+08:00,152.22858980318702,157.03282485875116,152.22858980318702,155.61981201171875,4432521,0.0,0.0,157.03282485875116,150.2503770125433,157.03282485875116,148.46056682771402,,,,,,,153.17059326171875,-0.015738476472491592
2021-05-31 00:00:00+08:00,154.0183831968546,155.33718929117865,151.7575686426109,151.8517608642578,1811715,0.0,0.0,157.03282485875116,151.1923687150371,157.03282485875116,148.46056682771402,,,,,,,153.17059326171875,0.008684999040872884
2021-06-01 00:00:00+08:00,152.22858472843365,153.17059326171875,151.28657619514857,153.17059326171875,864095,0.0,0.0,157.03282485875116,151.1923687150371,157.03282485875116,148.46056682771402,,,,,,,152.8879852294922,-0.0018450541073747574
2021-06-02 00:00:00+08:00,153.45318171551523,154.96040109272857,152.0401689395937,152.8879852294922,991069,0.0,0.0,157.03282485875116,151.1923687150371,157.03282485875116,148.46056682771402,,,,,,,151.75755310058594,-0.007393858498491018
2021-06-03 00:00:00+08:00,152.3227888438934,152.79379314729067,150.25037278372756,151.0039825439453,1426605,0.0,0.0,157.03282485875116,150.25037278372756,157.03282485875116,149.02575503092186,,,,,,,151.75755310058594,0.004990401868515754
2021-06-04 00:00:00+08:00,150.81559099786946,150.81559099786946,149.40257801927822,150.06198120117188,1346500,0.0,0.0,155.33718929117865,149.40257801927822,157.03282485875116,149.40257801927822,,,,,,,151.75755310058594,0.01129914376607485
2021-06-07 00:00:00+08:00,150.81557132888742,152.32277635180543,148.93155426980778,151.38076782226562,1734347,0.0,0.0,154.96040109272857,148.93155426980778,157.03282485875116,148.93155426980778,,,,,,,151.75755310058594,0.002488990403078756
2021-06-08 00:00:00+08:00,151.19234233295606,152.13435069640127,150.43873276741851,151.75755310058594,760270,0.0,0.0,154.96040109272857,148.93155426980778,157.03282485875116,148.93155426980778,,,,,,,151.47499084472656,-0.0018619320757767544
2021-06-09 00:00:00+08:00,152.1343940121021,153.07640264375598,150.81558767735106,151.47499084472656,760761,0.0,0.0,153.07640264375598,148.93155426980778,157.03282485875116,148.93155426980778,,,,,,,150.15615844726562,-0.00870660159876056
2021-06-10 00:00:00+08:00,151.19238612336935,152.04018814645931,149.4025754639967,149.7793731689453,1139088,0.0,0.0,153.07640264375598,148.93155426980778,157.03282485875116,148.93155426980778,,,,,,,150.15615844726562,0.0025156019173301876
2021-06-11 00:00:00+08:00,149.77935934362668,150.62716128846068,148.9315573987927,149.96775817871094,770678,0.0,0.0,153.07640264375598,148.93155426980778,155.33718929117865,148.93155426980778,,,,,,,150.15615844726562,0.0012562718203080556
2021-06-15 00:00:00+08:00,149.5909564798896,150.43875840189133,148.55474135396807,149.4967498779297,1016906,0.0,0.0,153.07640264375598,148.55474135396807,154.96040109272857,148.55474135396807,,,,,,,150.15615844726562,0.004410855552875711
