Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,RSI_14,STOCHk,STOCHd,STOCHk_10days_avg,STOCHk_20days_avg,STOCHk_30days_avg,MACD,MACDh,MACDs,stoch_1,stoch_2,stoch_3,rsi_1,condition_3,condition_4,condition_5,condition_6,profit_after_14_days
2012-12-12 00:00:00+08:00,9.809245752561765,9.894841591472868,9.723649913650661,9.843483924865723,714500,0.0,0.0,62.58298103838332,68.83718884823614,71.79727540040051,,,,,,,False,False,False,False,False,False,True,False,0.027826152097385405
2012-12-13 00:00:00+08:00,9.929081778618169,9.929081778618169,9.689413707553827,9.826366424560547,598000,0.0,0.0,61.528908246909666,63.72094662241322,71.0578550719787,61.53261589704888,,,,,,False,False,False,False,False,False,False,False,0.03310081073635902
2012-12-14 00:00:00+08:00,9.877721786499023,9.929079451490885,9.77500727281769,9.877721786499023,1206000,0.0,0.0,63.5143908748485,65.58136016448152,69.81037176638611,63.34169925303106,,,0.11118135241660987,0.016320389157314513,0.09486096325929536,False,False,False,False,False,True,False,False,0.022530472563489164
2012-12-17 00:00:00+08:00,9.843484790385375,9.929080636822764,9.809246615070917,9.860604286193848,1606000,0.0,0.0,62.35915403819033,66.04650889370828,67.99999021800484,65.89506760427722,,,0.10978663394724109,0.011940536550356581,0.0978460973968845,False,False,False,False,True,True,False,False,0.019097161858724558
2012-12-18 00:00:00+08:00,9.877724101589358,9.96331995786985,9.826366424560547,9.826366424560547,1670500,0.0,0.0,60.00811496328596,65.58143789655527,65.95348848507885,67.8378212237524,,,0.1047115506406957,0.005492362595048955,0.09921918804564675,False,False,False,False,True,True,False,False,0.013937235968971142
2012-12-19 00:00:00+08:00,9.911959871466214,9.911959871466214,9.75788769413385,9.894841194152832,751000,0.0,0.0,63.01165331893086,66.97678044147054,65.58140680372574,68.68934110206314,,,0.10500442652878839,0.004628190786513303,0.10037623574227508,False,False,False,False,True,True,False,True,0.005190305394200076
2012-12-20 00:00:00+08:00,9.87772345997347,9.997557487721721,9.638056220779498,9.79212760925293,673500,0.0,0.0,56.19402335469853,65.41859367486344,65.92093621421577,68.48939564309725,,,0.09584357976500968,-0.0036261247818123177,0.099469704546822,False,False,False,False,True,True,True,False,0.010489410464354398
2012-12-21 00:00:00+08:00,9.74077106670373,9.843485601106797,9.723651569485272,9.757889747619629,307000,0.0,0.0,54.09306441582187,60.93881525435637,64.99242723219075,67.40139949928847,,,0.08484281821278294,-0.011701509067231247,0.09654432728001419,False,False,False,False,True,False,False,False,0.028070149893933798
2012-12-24 00:00:00+08:00,9.740769429168779,9.980436635818469,9.723649934828307,9.946198463439941,610500,0.0,0.0,62.416037273269566,62.71353626339912,64.32583270612892,66.16291146206692,,,0.09027889611379436,-0.005012344932975865,0.09529124104677023,False,False,False,False,False,True,False,False,0.012048150991801863
2012-12-27 00:00:00+08:00,10.03179359436035,10.048912271189941,9.89484091451418,10.031793594360352,1691500,0.0,0.0,65.4796812464785,68.05004337357302,64.81955380153246,65.38652114330569,,,0.10033721378927574,0.0040367781940044145,0.09630043559527132,False,False,False,False,True,True,False,True,0.05119469191765936
2012-12-28 00:00:00+08:00,9.911960619838267,10.100270982317575,9.87772244632407,10.01467514038086,1087500,0.0,0.0,64.3499270912132,70.9998412587846,65.62416596499529,65.60278638436054,,,0.1057086434023109,0.007526566245631666,0.09818207715667923,False,False,False,False,True,True,True,True,0.054700937855631626
2012-12-31 00:00:00+08:00,9.980435931266856,10.100269934283435,9.980435931266856,10.031793594360352,563000,0.0,0.0,65.0002470057982,77.8945351355656,68.11935425713571,67.02014523567578,64.27638056636233,,0.11007794619832545,0.009516695233316969,0.10056125096500848,False,False,False,False,True,False,True,True,0.040955574610293866
2013-01-02 00:00:00+08:00,10.031795287325433,10.202986166023308,10.031795287325433,10.151628494262695,2699500,0.0,0.0,69.23156358135358,87.05720520270165,73.34303224680477,69.16772973949779,66.25471449626443,,0.12180621879483944,0.01699597426386476,0.10481024453097468,False,False,False,False,False,False,True,True,0.025295213673815816
2013-01-03 00:00:00+08:00,10.151628809431934,10.168748305984465,10.066033775576846,10.117390632629395,6309000,0.0,0.0,66.74865319320892,88.85291467088558,78.57090792830206,71.44837031721552,68.67171896074638,,0.12687570586928132,0.01765236907064531,0.10922333679863601,False,False,False,False,False,False,True,True,0.03214886204615147
2013-01-04 00:00:00+08:00,10.117390205727204,10.117390205727204,9.89484247405234,9.963318824768066,1719500,0.0,0.0,56.865277630549414,82.47338453749636,81.45557616108673,73.13756498130962,70.48769310253101,,0.11711102068944435,0.006310147112646672,0.11080087357679767,False,True,False,False,False,False,True,True,0.046391784740586674
2013-01-07 00:00:00+08:00,10.048912606494113,10.151627119806038,10.048912606494113,10.10027027130127,3024000,0.0,0.0,62.22017187044702,81.46859006389417,83.54932592210864,74.586745943552,71.63804352280758,,0.1190509295091502,0.006600044745882022,0.11245088476326817,False,True,False,False,False,False,True,False,0.030508608377973104
2013-01-08 00:00:00+08:00,10.100271526199519,10.100271526199519,9.946199328937888,9.963318824768066,1571000,0.0,0.0,54.88273586316749,75.08905993050494,82.98823088109651,75.55379256911615,72.0215941061067,,0.10828919362439926,-0.0033293529110951237,0.11161854653549438,False,True,False,False,False,False,False,False,0.03780046980507894
2013-01-09 00:00:00+08:00,10.014675666957666,10.048913842272125,9.843484790385375,9.860604286193848,1929500,0.0,0.0,50.10979829297991,64.33149079188897,78.44308799893398,75.8930601228694,71.64722981107893,,0.09042981692103247,-0.016950983691569527,0.107380800612602,False,True,False,False,False,True,False,False,0.0399305114930803
2013-01-10 00:00:00+08:00,9.860604286193848,9.963318812137222,9.8263652945769,9.860604286193848,2395000,0.0,0.0,50.10979829297991,55.151453819828326,71.70279582872251,75.13685187851232,70.64988167028962,,0.07540688854180289,-0.02557912965663929,0.10098601819844218,False,True,False,False,True,True,False,False,0.03993035797363652
2013-01-11 00:00:00+08:00,9.911960269473639,9.946198441777597,9.826364430562535,9.843483924865723,1086500,0.0,0.0,49.28131704915107,50.90898443362413,65.38991580794807,73.42274598451743,69.40463356391156,,0.06141172336902834,-0.031659435863531066,0.0930711592325594,False,False,False,False,True,True,False,False,0.040000005582198496
2013-01-14 00:00:00+08:00,9.843483590204645,9.894841255065721,9.723649583063729,9.775007247924805,2225500,0.0,0.0,46.005045260816004,39.393821319511304,56.974962059071494,70.2621439905901,67.93246518747532,,0.04428447473559771,-0.03902934759756935,0.08331382233316706,False,False,False,False,True,True,False,False,0.0332750056003259
2013-01-15 00:00:00+08:00,9.79212713167626,10.031795175483792,9.757888956318396,9.963318824768066,5362500,0.0,0.0,54.887167384751166,39.393821319511304,49.83591433687276,66.41207260898467,66.71610892233022,64.98827791390312,0.045383029944929376,-0.03034463391059014,0.07572766385551952,False,False,True,False,True,True,False,False,0.02061837556856832
2013-01-16 00:00:00+08:00,9.980435931266856,10.066031764321894,9.929079084475722,10.031793594360352,1862500,0.0,0.0,57.617339443056416,45.454371290627556,46.060490436620476,62.251789217777265,65.70975947863754,64.92040607010205,0.05118891060410391,-0.019631002601132486,0.0708199132052364,False,False,True,False,True,True,False,False,0.0034132054700853776
2013-01-17 00:00:00+08:00,10.048914208501202,10.545368176805178,10.048914208501202,10.33993911743164,13288300,0.0,0.0,67.2288486519706,53.047286265498556,45.63965692575452,58.67122637723857,65.05979834722703,65.33822143291043,0.07973573734157569,0.007132659309071435,0.07260307803250425,False,False,True,False,True,True,False,True,-0.044702102692532206
2013-01-18 00:00:00+08:00,10.408415066183547,10.562487262879172,10.357058211486665,10.39129638671875,7269900,0.0,0.0,68.51058502097149,62.07090492666059,47.87204102436182,56.63097841615498,64.8842716987323,65.86878820707234,0.10528969159649826,0.026149290851195203,0.07914040074530306,False,False,True,False,True,True,True,True,-0.049423382537174626
2013-01-21 00:00:00+08:00,10.442651465389245,10.442651465389245,10.220102956079229,10.254341125488281,2783000,0.0,0.0,61.59235070132066,70.55575998019569,54.10442875649869,55.539695407785146,65.06322067566857,66.27192748446676,0.11318550737787803,0.027236085306059976,0.08594942207181805,False,False,True,False,True,False,True,True,-0.03171945088638354
2013-01-22 00:00:00+08:00,10.39129742498702,10.408416106162267,10.151629358113004,10.16874885559082,3617100,0.0,0.0,57.67269142076772,69.65289781456232,60.1562440555089,54.99607919619088,65.27493588265351,66.3464224694681,0.11125395111930025,0.02024362323798576,0.0910103278813145,False,False,True,False,False,False,True,True,-2.5102378072006793e-07
2013-01-23 00:00:00+08:00,10.202986002020214,10.442653228344822,10.185866506274357,10.288581848144531,2972500,0.0,0.0,61.37845512927075,69.18296935071331,64.90196366752605,55.4812270520733,65.68714358747135,66.25856222474371,0.11803209931279746,0.021617417145186363,0.0964146821676111,False,False,True,False,False,False,True,True,-0.00499186435920923
2013-01-24 00:00:00+08:00,10.391296790426285,10.425534966988542,10.288582260739515,10.33993911743164,2217000,0.0,0.0,62.878461949557575,68.40516234867721,67.97353888416178,56.806597904958195,65.97172489173525,66.03545374851248,0.12609439531279776,0.02374377051614933,0.10235062479664843,False,False,True,False,False,False,True,True,-0.013245044274723984
2013-01-25 00:00:00+08:00,10.391296781405076,10.408415461520084,10.168748225792356,10.237224578857422,2633000,0.0,0.0,58.0245689957727,64.35378437018007,68.43011477286566,58.15107789861379,65.7869119415656,65.65344834214564,0.12278028345715697,0.016343726928406827,0.10643655652875014,False,False,True,False,False,False,True,False,-0.005016822836366899
2013-01-28 00:00:00+08:00,10.271460618343982,10.339936957162086,10.168746110116823,10.254341125488281,2749700,0.0,0.0,58.59812679115951,63.67352527086341,67.05366783099922,60.579048293749,65.42059614216956,65.48132622289988,0.12014997408831007,0.010970734047647951,0.10917924004066212,False,False,True,False,False,False,False,False,0.020033686353733333
2013-01-29 00:00:00+08:00,10.237224578857422,10.254343258972428,10.134510049259823,10.237224578857422,1769500,0.0,0.0,57.74834726116197,65.30615873295747,66.18432001467825,63.17028203509362,64.79117732203915,65.53416662658468,0.11535453739756996,0.0049402378855262635,0.11041429951204369,False,False,True,False,False,True,False,False,0.026755891601757346
2013-01-30 00:00:00+08:00,10.254341745177943,10.254341745177943,10.10027038167755,10.18586540222168,1857500,0.0,0.0,55.1633518996843,62.857140325833676,64.91915420970233,64.91055893861423,63.58117407819575,65.44335929862976,0.10618581892080314,-0.0033827844729924367,0.10956860339379558,False,False,True,False,True,True,False,False,0.05042041399817836
2013-01-31 00:00:00+08:00,10.237223336808633,10.237223336808633,9.911960291061416,9.946198463439941,1498500,0.0,0.0,45.032974939282724,53.46937285982457,61.93199631193179,64.95276759804683,61.811996987642694,65.02412143083365,0.0786735250670052,-0.02471606266143231,0.10338958772843751,False,False,True,False,True,True,False,False,0.07573150791605703
2013-02-01 00:00:00+08:00,9.997556151488013,10.100270668842729,9.980436657111017,10.04891300201416,549500,0.0,0.0,49.327870329172804,48.97955125608609,58.857149689113,63.64363223098938,60.137305323572186,64.47072520948467,0.06441549706135419,-0.03117927253366666,0.09559476959502085,False,False,True,False,True,True,False,False,0.0323681061730952
2013-02-04 00:00:00+08:00,10.083150441151483,10.168746274206521,10.014674101228398,10.031793594360352,480500,0.0,0.0,48.645632634912694,43.67345839728905,54.85713631439812,60.95540207269871,58.247548740241925,63.69394780801195,0.05114494690720406,-0.035559858150253434,0.08670480505745749,False,False,True,False,True,True,False,False,0.04266231517665902
2013-02-05 00:00:00+08:00,10.014676491778578,10.06603416713139,9.757889747619629,9.757889747619629,1546500,0.0,0.0,39.28397329447181,32.24491047265949,48.24488666233852,57.21460333850844,56.10534126734966,62.58815836793848,0.018315064318143115,-0.05471179259145151,0.07302685690959462,False,False,True,False,True,True,False,False,0.07017537479888865
2013-02-06 00:00:00+08:00,9.87772209716968,9.87772209716968,9.518220879826913,9.843483924865723,917500,0.0,0.0,42.977058820711925,27.45402617163515,41.164263831498815,53.041709020600614,54.261468036336964,61.47199873184777,-0.0007870468111264017,-0.05905112297657682,0.058264076165450415,False,False,True,False,True,True,False,False,0.06086964713029895
2013-02-07 00:00:00+08:00,9.809247016906738,9.877723370340789,9.415507576509686,9.809247016906738,1063500,0.0,0.0,41.8797592841741,29.01357531486467,36.27310432250684,49.10255031721936,52.954574111088775,60.34866670022996,-0.018475268452595728,-0.06139147569443691,0.042916207241841184,False,False,True,False,True,True,False,False,0.06282723430800094
2013-02-08 00:00:00+08:00,9.706530543527967,9.929079055786133,9.706530543527967,9.929079055786133,274000,0.0,0.0,46.982150022962216,30.213674825469884,32.5199290363836,45.688539362748344,51.91980863068106,59.087454415293195,-0.02256376642687208,-0.05238397893497061,0.02982021250809853,False,False,True,False,True,True,False,False,0.06724156471350565
2013-02-14 00:00:00+08:00,9.980435959520287,10.168746302993037,9.963317282642237,10.13450813293457,878000,0.0,0.0,54.37662536176412,35.40403152322845,30.866043661571478,42.86158998798485,51.72031914086692,57.900927424107984,-0.009122363911378883,-0.03115406113558193,0.022031697224203048,False,False,True,False,True,True,False,True,0.08783797155332272
2013-02-15 00:00:00+08:00,10.237222643109972,10.237222643109972,10.066031792817636,10.13450813293457,829500,0.0,0.0,54.37662536176412,47.12494480735747,33.84205052851108,41.04346859542485,52.10687531525923,56.875274413167716,0.0015126080185527968,-0.0164152713645202,0.017927879383072998,False,False,True,False,True,True,True,True,0.08783796437099729
2013-02-18 00:00:00+08:00,10.168747990283734,10.202986166023308,10.134509814544158,10.151628494262695,1003478,0.0,0.0,54.98347017520794,53.73125586957659,39.097496468099365,40.13088014979915,52.52071954420668,55.76440943539687,0.011193340114976635,-0.005387631414477088,0.016580971529453724,False,False,True,False,True,False,True,True,0.0893760406339664
2013-02-19 00:00:00+08:00,10.151628062525727,10.185866236809193,9.963318512117903,9.997556686401367,1053000,0.0,0.0,48.70493742326541,57.01483049138496,44.69774750340342,40.48542591295518,52.719096755501006,54.70313996274685,0.006359771299987216,-0.008176960183573206,0.014536731483560422,False,False,True,False,False,False,True,True,0.11986285417266136
2013-02-20 00:00:00+08:00,10.014676257714187,10.459773379360502,9.946199903045914,10.425535202026367,8159700,0.0,0.0,61.76556773811295,67.40389619190744,52.13579177669093,42.32786040653731,52.98574631876335,54.20082368456056,0.036641047448643604,0.017683452772066545,0.01895759467657706,False,False,True,False,False,False,True,True,0.07060747038264385
2013-02-21 00:00:00+08:00,10.288582896731903,10.511130649992177,10.237225220562566,10.476892471313477,6805000,0.0,0.0,62.983569045864904,74.24161204266254,59.90330788057774,45.38467577107467,53.17003892188669,53.959924417186166,0.06404500839201788,0.03606993097235266,0.027975077419665224,False,False,True,False,False,False,True,True,0.034313701167186274
2013-02-22 00:00:00+08:00,10.357059168765039,10.699440952731418,10.357059168765039,10.596726417541504,4923500,0.0,0.0,65.72708080842803,80.1043292214968,66.49918476340561,50.170617645958394,53.69261049223341,54.12710006021924,0.09434489363488119,0.05309585297217277,0.04124904066270842,False,False,True,False,False,False,True,True,0.0339255650443465
2013-02-25 00:00:00+08:00,10.596724553982265,10.699439071108618,10.322819174978658,10.374176025390625,2180300,0.0,0.0,57.24192706317426,82.20182004964471,72.19329759941922,55.64539703375935,54.343553027179986,54.72277770214442,0.09925565684577364,0.04640529294645218,0.05285036389932146,False,False,True,False,False,False,True,True,0.06765658634422562
2013-02-26 00:00:00+08:00,10.322820428340012,10.374177284987551,10.168748225792356,10.237224578857422,4941000,0.0,0.0,52.73063144075785,84.85256567296078,77.7608446357344,61.22929606956897,55.165923193394164,55.71281476391551,0.09104710058561061,0.030557389349031315,0.06048971123657929,False,False,True,False,False,False,True,True,0.056856012721312355
2013-02-27 00:00:00+08:00,10.237224578857422,10.459773134470142,10.202986402324889,10.237224578857422,668800,0.0,0.0,52.73063144075785,78.30829691905174,79.94172478116324,66.03875827892713,55.86364882083775,56.62612518009643,0.08357832174262647,0.018470888404837738,0.06510743333778873,False,False,True,False,False,False,True,False,0.0836120691068853
2013-02-28 00:00:00+08:00,10.357058287349144,10.44265331790507,10.237224265007853,10.271462440490723,1196000,0.0,0.0,53.78663173638781,72.26661826085396,79.54672602480153,69.7250169526897,56.29330347033728,57.72188507814119,0.07950548030941107,0.011518437577297869,0.0679870427321132,False,False,True,False,False,False,False,False,0.07500002956549585
2013-03-01 00:00:00+08:00,10.305700615973592,10.44265331790507,10.271462440490723,10.271462440490723,1522000,0.0,0.0,53.78663173638781,67.19993827457702,76.96584783541758,71.73251629941164,56.387992447418256,58.64875564331003,0.0754084623168989,0.005937135667828566,0.06947132664907034,False,False,True,False,False,True,False,False,0.07666651634625091
2013-03-04 00:00:00+08:00,10.339939028799806,10.425534877622997,10.202986323724712,10.35705852508545,1762500,0.0,0.0,56.59795669600685,66.93329670855516,73.91214316719966,73.0527203833095,56.59180026655432,59.36471982390763,0.07816736992785067,0.006956834623024266,0.0712105353048264,False,False,True,False,True,True,False,False,0.07603297575316749
2013-03-05 00:00:00+08:00,10.391296807941487,10.59672586766129,10.391296807941487,10.545368194580078,3277500,0.0,0.0,62.065378556421194,71.73329056227738,71.28828814506298,74.52456639039875,57.50499615167697,59.987586633800255,0.09445996496816456,0.01859954373067052,0.07586042123749404,False,False,True,False,True,True,False,True,0.07954544726996786
2013-03-06 00:00:00+08:00,10.682320209679661,11.024702770022195,10.528248833012865,10.836392402648926,10340200,0.0,0.0,68.64023640224279,76.59286699035384,70.94520215932339,75.4434634702434,58.885661938390356,60.47165203592336,0.1293639581366577,0.042802829519330926,0.08656112861732676,False,False,True,False,True,True,True,True,0.05687211809319842
2013-03-07 00:00:00+08:00,10.699439634391075,11.02470269723286,10.579605616617009,10.956226348876953,6359000,0.0,0.0,70.87844520549123,82.40848067335517,72.97357464182362,76.26015033331265,60.82241305219365,60.86674272569534,0.16479556150752295,0.06258754631215695,0.102208015195366,False,False,True,False,True,False,True,True,0.1296874606287149
2013-03-08 00:00:00+08:00,10.956226332684793,11.058940855066849,10.73367779270577,10.853511810302734,3666500,0.0,0.0,66.49748052379596,86.57515995834008,76.84861897857624,76.907233406997,63.53892552647768,61.430818130487935,0.18248360025646804,0.06422046804888162,0.11826313220758641,False,False,True,False,False,False,True,True,0.13564656980042675
2013-03-11 00:00:00+08:00,10.853510660581652,11.19589236558641,10.853510660581652,10.973343849182129,5047000,0.0,0.0,68.91170777517107,89.40849162040513,81.34365796094623,77.62790056407303,66.63664879891618,62.105002206144334,0.20382141605007753,0.0684466270739929,0.13537478897608463,False,False,True,False,False,False,True,True,0.12168496419133491
2013-03-12 00:00:00+08:00,11.12741769438833,11.161655870026655,10.494011036928054,10.682320594787598,5043610,0.0,0.0,57.983593364642594,84.9119686975328,83.97939358799732,77.63384086653022,69.4315684680496,62.65522908443952,0.19500079655148816,0.04770080606032284,0.14729999049116532,False,False,True,False,False,False,True,True,0.11698717396435815
2013-03-13 00:00:00+08:00,10.682321221176684,10.83639342873487,10.374177622362852,10.511130332946777,1254041,0.0,0.0,52.69037781434438,76.29350911555773,83.91952201303809,77.43236208618083,71.735560182554,63.053219909285446,0.17221162025558812,0.019929303811538235,0.15228231644404988,False,True,True,False,False,False,True,False,0.18241046135910935
2013-03-14 00:00:00+08:00,10.52824876350131,10.956226348876953,10.254342553775224,10.956226348876953,3404000,0.0,0.0,62.32133221645261,73.30897337747606,82.09962055386227,77.53659759784304,73.63080727526636,63.37440151283919,0.18790056180444914,0.028494596288319407,0.15940596551612973,False,True,True,False,False,False,False,False,0.13124989337103848
2013-03-15 00:00:00+08:00,10.990462351025034,11.076057361402661,10.699437519876037,10.870628356933594,2021000,0.0,0.0,59.80008071333729,70.60346712865675,78.9052819879256,77.87695048325102,74.80473339133133,63.550978459362504,0.191222820791074,0.025453484219955413,0.1657693365711186,False,True,True,False,False,True,False,False,0.1433072759395541
2013-03-18 00:00:00+08:00,10.767914686508133,10.819272349743871,10.51112800293417,10.7850341796875,2476000,0.0,0.0,57.303608474517006,66.52812311447174,74.32920828673892,77.83643312384267,75.4445767535761,63.673344552317104,0.18481852727331471,0.015239352561756903,0.1695791747115578,False,True,True,False,True,True,False,False,0.1634920003398032
2013-03-19 00:00:00+08:00,10.785036510699928,11.093180107807553,10.767917013820457,11.04182243347168,3336000,0.0,0.0,62.37798447906512,70.95893221078396,71.53860098938915,77.75899728869334,76.14178183954604,64.25632986401575,0.19817925741428333,0.022880066162180412,0.17529919125210291,False,True,True,False,True,True,False,False,0.12093015843032585
2013-03-20 00:00:00+08:00,11.041822427208407,11.041822427208407,10.870631540023497,10.939107894897461,1105000,0.0,0.0,59.34003385441857,76.91785140648267,71.66346944757413,77.79149573030621,76.61747960027479,65.18760653569564,0.1981948604884476,0.01831653538907574,0.17987832509937185,False,True,True,False,True,True,False,True,0.12363053676654918
2013-03-21 00:00:00+08:00,11.041820190183081,11.058939683584507,10.802152996679752,10.973343849182129,1267500,0.0,0.0,60.038628037065514,76.42010595145265,72.28569596236946,77.19265825811596,76.72640429571432,66.27916145416776,0.19867952750671591,0.015040961925875257,0.18363856558084066,False,True,True,False,True,True,True,True,0.09516388936897743
2013-03-22 00:00:00+08:00,10.956226142219368,11.144536504797408,10.956226142219368,11.076059341430664,1750500,0.0,0.0,62.14033845362222,79.29228640065512,74.02345981676913,76.46437090234745,76.68580215467222,67.84740731843428,0.20498892666043567,0.01708028886367602,0.18790863779675965,False,True,True,False,True,False,True,True,0.08191661901488019
