stock,buy_price,n_shares,sell_price,net_gain,buy_date,sell_date
2192.HK,10.11708927154541,1977,12.312118530273438,4339.57284450531,2022-02-23 13:16:31.099714,2022-03-01 13:16:31.099714
1691.HK,8.636748313903809,2315,7.967233180999756,-1549.927532672882,2022-02-22 13:16:31.099714,2022-03-02 13:16:31.099714
2772.HK,2.1908183097839355,8464,1.9851818084716797,-1740.5073471069336,2022-03-02 13:16:31.099714,2022-03-04 13:16:31.099714
1776.HK,10.453863143920898,1913,9.582707405090332,-1666.5209283828735,2022-02-24 13:16:31.099714,2022-03-07 13:16:31.099714
0388.HK,367.3938293457031,66,332.2178039550781,-2321.61767578125,2022-03-01 13:16:31.099714,2022-03-07 13:16:31.099714
2338.HK,12.036456108093262,1396,11.164249420166016,-1217.6005363464355,2022-03-04 13:16:31.099714,2022-03-08 13:16:31.099714
2772.HK,2.0247273445129395,9941,1.779545545578003,-2437.352263212204,2022-03-07 13:16:31.099714,2022-03-14 13:16:31.099714
0909.HK,7.596315860748291,2366,6.9608073234558105,-1503.6131992340088,2022-03-14 13:16:31.099714,2022-03-15 13:16:31.099714
3690.HK,106.0,155,140.0,5270.0,2022-03-15 13:16:31.099714,2022-03-16 13:16:31.099714
0388.HK,325.4662170410156,54,378.4905090332031,2863.311767578125,2022-03-09 13:16:31.099714,2022-03-17 13:16:31.099714
0754.HK,10.657028198242188,2040,12.202567100524902,3152.8993606567383,2022-03-16 13:16:31.099714,2022-03-17 13:16:31.099714
0973.HK,21.697154998779297,823,23.21546745300293,1249.5711498260498,2022-03-08 13:16:31.099714,2022-03-18 13:16:31.099714
2313.HK,99.76913452148438,227,103.88534545898438,934.3798828125,2022-03-17 13:16:31.099714,2022-03-28 13:16:31.099714
3998.HK,3.441779136657715,6071,3.374669313430786,-407.4237368106842,2022-03-18 13:16:31.099714,2022-03-28 13:16:31.099714
1316.HK,4.72007942199707,4426,4.927013874053955,915.891884803772,2022-03-21 13:16:31.099714,2022-03-31 13:16:31.099714
1579.HK,22.725767135620117,969,20.897825241088867,-1771.2756958007812,2022-03-30 13:16:31.099714,2022-04-07 13:16:31.099714
1717.HK,7.284909248352051,3025,7.088273048400879,-594.8245048522949,2022-03-29 13:16:31.099714,2022-04-08 13:16:31.099714
0586.HK,22.01826286315918,991,21.585590362548828,-428.7784481048584,2022-03-31 13:16:31.099714,2022-04-11 13:16:31.099714
