STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL
4716.T,8774.974609375,1000,9484.0634765625,709088.8671875,8.08,2023-03-22 16:03:25.228388,2023-03-29 16:03:25.228388,5,16.14695497272101,15.887708785463127,329.7617865222082
6586.T,3310.169921875,2700,3226.44189453125,-226065.673828125,-2.53,2023-03-15 16:03:25.228388,2023-03-30 16:03:25.228388,11,17.982085487093975,13.086237501323676,547.1252498117474
7564.T,5609.77490234375,1400,5500.0,-153684.86328125,-1.96,2023-03-23 16:03:25.228388,2023-04-06 16:03:25.228388,9,30.684675528611404,16.238486889807948,527.8704115670713
1878.T,12678.40625,700,13159.341796875,336654.8828125,3.79,2023-03-29 16:03:25.228388,2023-04-07 16:03:25.228388,5,45.36631716257498,35.08664477148802,593.1791146402418
1802.T,984.564453125,9500,986.5336303710938,18707.183837890625,0.2,2023-03-30 16:03:25.228388,2023-04-07 16:03:25.228388,4,35.61295560499375,25.3554161038134,623.2134346897276
4061.T,2629.108154296875,1400,2606.15380859375,-32136.083984375,-0.87,2023-03-27 16:03:25.228388,2023-04-10 16:03:25.228388,7,18.65984321904574,17.931395303117316,669.5393715630865
4819.T,4188.08740234375,2200,4515.0,719207.71484375,7.81,2023-03-17 16:03:25.228388,2023-04-11 16:03:25.228388,14,16.537104540136646,9.60250851388867,22.313505736828844
6753.T,957.0,6300,963.0,37800.0,0.63,2023-04-11 16:03:25.228388,2023-04-19 16:03:25.228388,6,72.94794188861985,67.97628788511314,126.63166427636114
8697.T,2029.2283935546875,8700,2110.832763671875,709958.0200195312,4.02,2023-04-07 16:03:25.228388,2023-04-20 16:03:25.228388,8,82.9569802319642,76.97993273309238,2.6042543111454677
3563.T,3454.962646484375,1600,3256.6865234375,-317241.796875,-5.74,2023-04-13 16:03:25.228388,2023-04-20 16:03:25.228388,5,28.783746610121817,17.91904676614597,522.4157962572388
7550.T,3998.047607421875,1100,4277.212890625,307081.8115234375,6.98,2023-04-10 16:03:25.228388,2023-04-26 16:03:25.228388,12,54.65941128510667,48.8419253456215,355.5116504157204
4980.T,2556.807373046875,2400,2473.594970703125,-199709.765625,-3.25,2023-04-12 16:03:25.228388,2023-04-26 16:03:25.228388,10,36.114187819990704,27.16988280223046,106.77633763047125
2502.T,5013.28466796875,2000,5174.68408203125,322798.828125,3.22,2023-04-20 16:03:25.228388,2023-04-27 16:03:25.228388,5,80.04509704076405,73.33147327825803,327.83623040645523
6890.T,2997.98779296875,3000,3032.390869140625,103209.228515625,1.15,2023-04-25 16:03:25.228388,2023-05-01 16:03:25.228388,3,23.084822444908394,17.866269068312736,395.53765349039577
1605.T,1425.2967529296875,100,1429.2177734375,392.10205078125,0.28,2023-05-08 16:03:25.228388,2023-05-10 16:03:25.228388,2,52.343599397703045,51.0024148474505,424.57897958340664
3769.T,10681.849609375,1000,10662.0498046875,-19799.8046875,-0.19,2023-04-24 16:03:25.228388,2023-05-11 16:03:25.228388,12,14.061969823641466,12.409435768823638,431.4644754434095
4536.T,1081.6949462890625,6600,1207.2664794921875,828772.119140625,11.61,2023-04-27 16:03:25.228388,2023-05-12 16:03:25.228388,10,32.967074634783,24.907891586171182,585.1913492003163
