STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL
AVB,131.3520050048828,1600,148.8397216796875,27980.3466796875,13.31,2020-11-02 14:49:29.229070,2020-11-09 14:49:29.229070,5,17.957984707839177,10.10778960085049,435.9424536570573
DRI,92.52809143066406,2200,109.87255096435547,38157.810974121094,18.75,2020-11-05 14:49:29.229070,2020-11-09 14:49:29.229070,2,39.345386571300466,21.258916994829953,645.451421489916
CPT,89.83814239501953,2200,92.59591674804688,6067.103576660156,3.07,2020-11-03 14:49:29.229070,2020-11-10 14:49:29.229070,5,44.062415689965945,27.007868171262725,604.649974228904
CRL,249.27000427246094,800,228.74000549316406,-16423.9990234375,-8.24,2020-11-04 14:49:29.229070,2020-11-10 14:49:29.229070,4,49.5484328272932,30.992363608004077,658.377754763097
STLD,32.12671661376953,4700,34.96895217895508,13358.50715637207,8.85,2020-11-10 14:49:29.229070,2020-11-16 14:49:29.229070,4,49.6326727780834,41.870304712674894,577.1082321069392
NRG,29.255638122558594,5300,27.75029182434082,-7978.335380554199,-5.15,2020-11-16 14:49:29.229070,2020-11-19 14:49:29.229070,3,51.88598110908971,46.62983136780698,43.09760872047579
EXR,106.27432250976562,1400,100.1083984375,-8632.293701171875,-5.8,2020-11-13 14:49:29.229070,2020-11-23 14:49:29.229070,6,56.492024244271576,43.41772447991119,569.973484384624
STE,185.11178588867188,2500,186.05630493164062,2361.297607421875,0.51,2020-11-09 14:49:29.229070,2020-11-24 14:49:29.229070,11,38.502648138231656,30.57476232462806,589.0539538105917
FSLR,86.91999816894531,1200,94.69999694824219,9335.99853515625,8.95,2020-11-23 14:49:29.229070,2020-11-27 14:49:29.229070,4,30.04961376197201,21.285725314598928,598.2859845480002
GNRC,213.83999633789062,1300,215.60000610351562,2288.0126953125,0.82,2020-11-24 14:49:29.229070,2020-11-30 14:49:29.229070,4,46.12971800555939,40.5607035272993,432.88004229839396
CAH,49.187744140625,9900,50.46227264404297,12617.83218383789,2.59,2020-12-01 14:49:29.229070,2020-12-03 14:49:29.229070,2,60.66582706226764,57.8027066336816,417.9786410816853
EVRG,50.319000244140625,8400,49.741546630859375,-4850.6103515625,-1.15,2020-11-27 14:49:29.229070,2020-12-11 14:49:29.229070,10,25.150667972860973,19.323011524103958,696.516528973145
MSCI,391.15850830078125,400,413.8107604980469,9060.90087890625,5.79,2020-11-19 14:49:29.229070,2020-12-15 14:49:29.229070,18,62.01499906270842,57.5289081283356,294.8253615240018
WRB,41.961578369140625,11900,41.90757369995117,-642.6555633544922,-0.13,2020-12-03 14:49:29.229070,2020-12-17 14:49:29.229070,10,52.27770255447513,49.83701185740373,403.3237796085493
VRSK,192.6705780029297,800,202.14007568359375,7575.59814453125,4.91,2020-12-15 14:49:29.229070,2020-12-30 14:49:29.229070,10,18.309077647700366,14.614352336766142,611.1681392502911
MRVL,46.44776153564453,5000,46.90178298950195,2270.1072692871094,0.98,2020-12-17 14:49:29.229070,2020-12-30 14:49:29.229070,8,56.011039607669474,40.497555912115736,535.7252992787364
GM,41.07133483886719,5700,41.150352478027344,450.4005432128906,0.19,2020-12-24 14:49:29.229070,2021-01-05 14:49:29.229070,6,20.82144592392921,15.720969597246697,584.6876521034457
TGT,166.76492309570312,1300,184.62411499023438,23216.949462890625,10.71,2020-12-28 14:49:29.229070,2021-01-11 14:49:29.229070,9,42.35491340426979,31.92465061346838,652.2533575822945
DOW,47.94807052612305,4900,53.45663070678711,26991.944885253906,11.49,2020-12-23 14:49:29.229070,2021-01-12 14:49:29.229070,12,45.747921181878525,38.73230541347513,596.5963591397981
CVS,65.09882354736328,3600,70.45750427246094,19291.250610351562,8.23,2021-01-05 14:49:29.229070,2021-01-12 14:49:29.229070,5,24.01073512513085,15.366665530916473,564.4587727454905
FIS,131.2440643310547,3000,123.1641845703125,-24239.639282226562,-6.16,2020-12-30 14:49:29.229070,2021-01-13 14:49:29.229070,9,31.040151515919366,24.820329278721175,602.3702054721672
HPE,11.132328987121582,67900,11.2423677444458,7471.631622314453,0.99,2021-01-12 14:49:29.229070,2021-01-21 14:49:29.229070,7,57.61905565884929,44.95350376608261,592.8582602316606
AXP,116.266845703125,100,116.9061279296875,63.92822265625,0.55,2020-12-31 14:49:29.229070,2021-01-25 14:49:29.229070,16,44.12071799912169,32.489410088209226,635.3162939639195
AAL,16.440000534057617,7600,15.430000305175781,-7676.001739501953,-6.14,2021-01-14 14:49:29.229070,2021-01-25 14:49:29.229070,7,29.603967843769823,16.99266084009559,596.7274229724308
FICO,503.04998779296875,200,469.07000732421875,-6795.99609375,-6.75,2021-01-20 14:49:29.229070,2021-01-27 14:49:29.229070,5,24.960430653698076,15.567799368628318,549.671418310037
AKAM,110.01000213623047,1200,112.77999877929688,3323.9959716796875,2.52,2021-01-19 14:49:29.229070,2021-01-28 14:49:29.229070,7,43.803979825687655,23.662993021000226,485.9372462037775
MKTX,524.4338989257812,500,567.0100708007812,21288.0859375,8.12,2021-01-28 14:49:29.229070,2021-02-02 14:49:29.229070,3,20.65448262344403,11.24735766662013,591.8137167612956
CBOE,95.12000274658203,3200,89.55999755859375,-17792.0166015625,-5.85,2021-02-04 14:49:29.229070,2021-02-05 14:49:29.229070,1,41.62731042824064,30.599119911894952,639.0618617870069
LIN,240.4964141845703,1000,240.21792602539062,-278.4881591796875,-0.12,2021-02-01 14:49:29.229070,2021-02-16 14:49:29.229070,9,21.742008329268746,19.348491261748457,443.51243208516064
CPRT,28.489999771118164,16100,29.497499465942383,16220.745086669922,3.54,2021-02-02 14:49:29.229070,2021-02-17 14:49:29.229070,9,19.547633405206206,11.131843483763136,624.1685292314155
EOG,50.65027618408203,2700,56.35387420654297,15399.714660644531,11.26,2021-02-08 14:49:29.229070,2021-02-22 14:49:29.229070,8,46.936099231706294,33.302726333267664,599.9458265031634
GS,274.6260070800781,600,309.377685546875,20851.007080078125,12.65,2021-02-05 14:49:29.229070,2021-02-24 14:49:29.229070,11,49.3024326637769,39.48036688638042,615.7618927613223
KMI,12.440470695495605,10900,12.364768981933594,-825.1486778259277,-0.61,2021-02-10 14:49:29.229070,2021-02-26 14:49:29.229070,10,35.49841499663323,27.289477056552688,598.0869737700382
ALL,95.84934997558594,3800,105.73223114013672,37554.94842529297,10.31,2021-02-19 14:49:29.229070,2021-03-08 14:49:29.229070,11,13.59817122738956,12.743451982850463,459.4912247033433
INCY,79.0199966430664,6300,78.3499984741211,-4220.988464355469,-0.85,2021-02-23 14:49:29.229070,2021-03-10 14:49:29.229070,11,8.16863559505967,7.172627129641457,533.7583663129029
LLY,199.88381958007812,400,183.12603759765625,-6703.11279296875,-8.38,2021-03-01 14:49:29.229070,2021-03-15 14:49:29.229070,10,49.10830670141267,37.425305560091935,697.5938516255502
LEN,84.7115707397461,4800,97.04529571533203,59201.8798828125,14.56,2021-03-08 14:49:29.229070,2021-03-17 14:49:29.229070,7,29.639501123301443,19.78658378988907,584.0266118379559
REGN,458.6000061035156,400,469.760009765625,4464.00146484375,2.43,2021-02-24 14:49:29.229070,2021-03-23 14:49:29.229070,19,6.314408420098291,4.154606976598798,595.6174482194442
WAT,272.45001220703125,1800,269.04998779296875,-6120.0439453125,-1.25,2021-03-10 14:49:29.229070,2021-03-24 14:49:29.229070,10,27.99211136741627,17.808629897294963,663.5788513952483
RJF,77.08961486816406,6300,77.70491790771484,3876.409149169922,0.8,2021-03-17 14:49:29.229070,2021-03-25 14:49:29.229070,6,58.00015209901068,55.41892325516945,540.664731114836
AWK,130.39828491210938,400,143.73435974121094,5334.429931640625,10.23,2021-03-05 14:49:29.229070,2021-03-31 14:49:29.229070,18,7.900412007689596,5.071060822637523,420.43128258858474
ABT,112.5913314819336,500,114.50757598876953,958.1222534179688,1.7,2021-03-15 14:49:29.229070,2021-04-07 14:49:29.229070,14,16.26052141210742,12.80921863279438,675.9906884169096
AME,120.82125854492188,2900,127.45211029052734,19229.47006225586,5.49,2021-03-24 14:49:29.229070,2021-04-07 14:49:29.229070,7,54.641726904464534,51.478615020715424,258.68390324443806
MHK,195.6699981689453,2000,197.74000549316406,4140.0146484375,1.06,2021-03-26 14:49:29.229070,2021-04-07 14:49:29.229070,5,75.78963282211014,67.5250205652248,325.51093469438007
BWA,39.06363296508789,1600,39.21550369262695,242.9931640625,0.39,2021-04-01 14:49:29.229070,2021-04-09 14:49:29.229070,3,43.56874449121826,30.658375211116134,494.45534999320637
AON,220.4205322265625,1900,230.05894470214844,18312.98370361328,4.37,2021-03-25 14:49:29.229070,2021-04-14 14:49:29.229070,11,16.74761849049064,11.615292361986153,531.921783683325
FI,124.29000091552734,500,124.55999755859375,134.99832153320312,0.22,2021-04-09 14:49:29.229070,2021-04-20 14:49:29.229070,7,68.79900418899322,60.206891385072275,426.1762596376765
