STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL,22700000,,
6762.T,2232.821045,1500,2193.432861,-59082.27539,-1.76,2006-11-14,2006-12-06,16,15.37684202,9.97433025,612.5818064,34397977.67,51.53294128,
8850.T,507.0460815,15300,519.7055664,193690.1184,2.5,2006-11-29,2006-12-12,9,11.29743239,7.331033417,699.6751865,34591667.79,52.38620171,
4506.T,1063.598267,7400,1069.750854,45529.15039,0.58,2006-11-22,2006-12-14,16,13.30721229,11.48820098,474.249033,34637196.94,52.58677066,
8031.T,822.6415405,9500,913.0775757,859142.334,10.99,2006-11-27,2006-12-14,13,16.65633948,12.10235795,698.522032,35496339.27,56.37153865,
4021.T,984.4631348,7700,1073.700439,687127.2461,9.06,2006-11-30,2006-12-20,14,17.31816802,10.20280116,635.4062468,36183466.52,59.39853092,
6954.T,1971.384961,1200,2115.26875,172660.5469,7.3,2006-12-06,2006-12-20,10,63.6666062,58.59837461,343.6153687,36356127.07,60.15915007,
4516.T,804.2109375,11100,812.2051392,88735.63843,0.99,2006-12-12,2006-12-20,6,66.53857039,50.26762604,357.2989848,36444862.71,60.55005597,
7564.T,724.548584,6700,749.5786133,167701.1963,3.45,2006-12-21,2006-12-28,3,81.56867836,62.77753539,475.255128,36612563.9,61.28882776,
2531.T,586.5336304,100,595.0119629,847.833252,1.45,2006-12-26,2006-12-28,2,92.33104657,91.65699353,12.18326001,36613411.73,61.29256271,
4543.T,988.7792358,16800,1005.938293,288272.168,1.74,2006-12-14,2007-01-09,15,24.70261565,19.59014835,639.8722585,36901683.9,62.56248415,
8698.T,625.4290161,26400,700.854187,1991224.512,12.06,2007-01-09,2007-01-18,7,24.77283201,19.73182856,570.0395278,38892908.41,71.3343983,
4751.T,130.6380157,41900,151.2109375,862005.4214,15.75,2007-01-12,2007-01-18,4,11.62657501,7.382009882,556.1042179,39754913.84,75.13177901,
7532.T,254.1812286,58600,280.4055786,1536746.909,10.32,2006-12-20,2007-01-25,23,69.37280333,66.87579884,321.1402319,41291660.74,81.90158918,
6141.T,1734.371582,10800,1647.812988,-934832.8125,-4.99,2007-01-18,2007-02-08,15,49.7300098,36.56573068,643.7220913,40356827.93,77.78338296,
5344.T,2420.80127,2500,2158.621094,-655450.4395,-10.83,2007-01-22,2007-02-08,13,33.19124866,28.47467885,679.3089462,39701377.49,74.89593609,
3064.T,22.48267937,100,19.15977287,-332.2906494,-14.78,2007-02-06,2007-02-15,7,29.36030854,23.31593549,58.19445183,39701045.2,74.89447225,
2871.T,993.1247559,16600,1144.415039,2511418.701,15.23,2007-01-29,2007-02-21,15,32.08341557,30.979975,348.7436378,42212463.9,85.95799076,
8020.T,774.4261475,1800,784.6609497,18422.64404,1.32,2007-02-15,2007-02-21,2,43.0526013,36.94015287,579.8418509,42230886.55,86.03914778,
6727.T,626.0612183,12800,573.4358521,-673604.6875,-8.41,2007-02-14,2007-02-27,7,22.49999322,21.81426569,591.6957518,41557281.86,83.07172625,
7267.T,409.8196716,14700,370.4300842,-579026.9348,-9.61,2007-02-13,2007-02-28,9,56.05439431,40.4979667,556.3332073,40978254.92,80.5209468,
7956.T,252.5256042,20500,236.5952606,-326572.0444,-6.31,2007-02-09,2007-03-05,14,37.75672152,34.22573013,484.2350912,40651682.88,79.08230344,
1719.T,117.3761826,196000,118.79039,277184.6619,1.2,2007-02-22,2007-03-12,12,40.44111631,33.36272352,633.9361574,40928867.54,80.30338124,
9787.T,1145.682251,1300,1361.427124,280468.335,18.83,2007-03-06,2007-03-12,4,46.62855389,37.63638059,522.6442008,41209335.88,81.53892457,
2875.T,1718.297607,7100,1774.519165,399173.0591,3.27,2007-03-15,2007-03-27,8,52.87358124,43.12266946,336.5137847,41608508.94,83.29739619,
9843.T,2602.307373,700,2589.052979,-9278.076172,-0.51,2007-03-08,2007-03-30,16,61.60792763,43.92386434,382.4852233,41599230.86,83.25652361,
9508.T,2503.732422,1000,2365.728027,-138004.3945,-5.51,2007-03-09,2007-04-02,16,35.38202512,25.84877462,600.4716773,41461226.47,82.64857474,
8424.T,2828.67627,8700,2908.838379,697410.3516,2.83,2007-03-12,2007-04-02,15,26.19734611,15.55170132,663.7033559,42158636.82,85.72086704,
9962.T,562.6574097,100,595.2301025,3257.269287,5.79,2007-03-19,2007-04-06,12,16.722369,12.44718606,1.658490011,42161894.09,85.73521624,
2782.T,388.2479553,32400,391.5663452,107515.8325,0.85,2007-03-29,2007-04-09,4,76.25108084,69.17683266,319.1486251,42269409.92,86.20885427,
4816.T,927.7979736,10700,1107.818604,1926220.74,19.4,2007-04-03,2007-04-11,3,38.37581572,37.29727242,406.8929388,44195630.66,94.69440819,
3360.T,680.6404419,14400,626.189209,-784097.7539,-8,2007-04-04,2007-04-17,6,22.6143536,15.10597756,407.3690111,43411532.9,91.24023306,
1605.T,1738.236206,1800,1771.56311,59988.42773,1.92,2007-04-18,2007-04-24,4,54.79717198,50.32633918,362.1290366,43471521.33,91.50449926,
7282.T,2018.53125,11100,2032.381226,153734.729,0.69,2007-04-09,2007-04-26,13,72.19735097,63.41250874,445.5130668,43625256.06,92.18174476,
7267.T,347.6702881,9000,351.0704041,30601.0437,0.98,2007-04-20,2007-04-27,5,38.0644381,28.59472036,168.5332286,43655857.11,92.31655112,
7013.T,3644.793457,3200,3622.15625,-72439.0625,-0.62,2007-04-16,2007-05-10,17,53.00942916,51.11521519,281.0888893,43583418.04,91.99743631,
3064.T,18.94765854,2100,16.89735413,-4305.639267,-10.82,2007-05-07,2007-05-10,3,37.41680311,24.4684137,333.0437009,43579112.4,91.97846874,
3401.T,2243.224609,1400,2338.156982,132905.3223,4.23,2007-05-02,2007-05-16,10,24.00575199,13.68588127,641.1871506,43712017.73,92.56395474,
9502.T,2496.972412,1300,2277.031494,-285923.1934,-8.81,2007-04-24,2007-05-18,17,9.77826803,7.78868194,509.1952358,43426094.53,91.3043812,
6845.T,1079.574097,3600,1086.47229,24833.49609,0.64,2007-05-14,2007-05-21,5,55.55554637,44.07285347,482.5115494,43450928.03,91.41377986,
9787.T,1264.713989,20200,1201.478271,-1277361.499,-5,2007-04-26,2007-05-22,17,24.54540587,14.00476719,583.1402369,42173566.53,85.78663669,
9766.T,2295.85498,4100,2112.796875,-750538.2324,-7.97,2007-05-22,2007-05-30,5,15.81896936,11.22650295,638.4174821,41423028.3,82.48030087,
8850.T,503.7093506,18600,513.7836914,187382.7393,2,2007-05-28,2007-06-05,6,58.11128431,50.94269699,518.0584769,41610411.04,83.30577549,
6701.T,4659.333984,1000,4793.813965,134479.9805,2.89,2007-05-21,2007-06-08,13,15.84381055,13.6567476,636.4162262,41744891.02,83.89819831,
8830.T,3962.713379,3100,3655.922119,-951052.9053,-7.74,2007-06-05,2007-06-11,4,43.9434457,37.08905294,493.0130096,40793838.11,79.70853794,
2811.T,1575.098999,5800,1592.164307,98978.78418,1.08,2007-05-29,2007-06-12,10,13.48565318,13.43955395,588.5302089,40892816.9,80.14456782,
4506.T,963.5203247,9800,939.5482178,-234926.6479,-2.49,2007-05-23,2007-06-13,14,10.81015109,10.53162708,644.6076796,40657890.25,79.10964867,
8591.T,2083.125732,2900,2012.835449,-203841.8213,-3.37,2007-05-31,2007-06-21,14,32.9269664,26.14642533,542.9478269,40454048.43,78.21166708,
2784.T,1548.947876,2600,1554.35144,14049.26758,0.35,2007-06-21,2007-06-28,5,66.43947294,61.25634645,492.5820044,40468097.69,78.27355812,
7741.T,2963.924072,2800,2971.188721,20341.01563,0.25,2007-06-11,2007-06-29,13,74.5670472,70.0419601,158.0308327,40488438.71,78.36316612,
4716.T,2937.259277,3000,2993.207275,167843.9941,1.9,2007-06-14,2007-07-06,14,21.77012792,17.62360772,436.8523864,40656282.7,79.10256698,
4812.T,433.8654785,20200,426.3557129,-151697.2656,-1.73,2007-06-15,2007-07-06,13,30.51924683,21.75375427,455.0311774,40504585.44,78.43429708,
2801.T,1507.448486,5700,1460.52771,-267448.4253,-3.11,2007-06-18,2007-07-09,13,30.48959563,23.90644409,741.2299591,40237137.01,77.25611019,
1414.T,524.9710083,15900,525.3792725,6491.400146,0.08,2007-06-29,2007-07-11,7,21.6503897,13.705068,368.447782,40243628.41,77.28470666,
6005.T,1042.169556,9200,1044.876465,24903.56445,0.26,2007-07-13,2007-07-19,4,60.10947831,53.45562361,499.3211032,40268531.98,77.394414,
3148.T,698.0758667,8500,712.2958374,120869.751,2.04,2007-06-28,2007-07-24,17,85.62498768,80.29168099,245.8838016,40389401.73,77.92687986,
2281.T,567.9671021,10200,517.7387695,-512328.9917,-8.84,2007-07-09,2007-07-27,14,32.22264577,22.22266723,431.7620416,39877072.74,75.66992395,
6702.T,6705.958008,1400,6195.553223,-714566.6992,-7.61,2007-07-20,2007-07-27,5,16.46016583,12.440195,701.5387917,39162506.04,72.52205303,
7729.T,2886.210938,1300,2643.912354,-314988.1592,-8.4,2007-07-31,2007-08-01,1,11.28281743,8.689690579,617.0119564,38847517.88,71.13443999,
6448.T,1228.284424,15500,947.8046875,-4347435.913,-22.84,2007-07-19,2007-08-02,10,46.87118668,34.80816172,637.7192953,34500081.97,51.98273993,
1719.T,108.5071106,56700,98.51305389,-566663.015,-9.21,2007-07-24,2007-08-10,13,30.46958937,26.75295002,512.1330193,33933418.95,49.48642709,
5110.T,811.475708,7300,745.1708374,-484025.5554,-8.17,2007-08-09,2007-08-10,1,25.22044278,20.73494111,665.0585364,33449393.39,47.35415592,
3549.T,255.2746277,11000,234.6695251,-226656.1279,-8.07,2007-08-02,2007-08-14,8,9.506845468,7.819106079,672.2617817,33222737.27,46.35567078,
4544.T,1362.912231,2300,1409.909302,108093.2617,3.45,2007-07-30,2007-08-16,13,6.972546543,3.575844052,615.4660277,33330830.53,46.83185255,
2802.T,1128.463989,3400,1013.744568,-390046.0327,-10.17,2007-08-13,2007-08-17,4,38.83507235,28.54387984,488.6102601,32940784.5,45.11358809,
7846.T,15631.35681,300,16642.98553,303488.6169,6.47,2007-08-08,2007-08-21,9,38.25482775,22.21593773,677.414943,33244273.11,46.45054235,
9101.T,1761.041504,4100,1813.838867,216469.1895,3,2007-08-20,2007-08-21,1,20.18491722,19.34395315,146.0170504,33460742.3,47.40415111,
5301.T,936.861145,7000,865.071167,-502529.8462,-7.66,2007-08-27,2007-09-07,9,33.79711976,24.60773378,538.7892127,32958212.46,45.19036324,
5401.T,5265.109375,2600,5217.674316,-123331.1523,-0.9,2007-08-21,2007-09-11,15,14.8811397,10.4061713,511.3829171,32834881.3,44.6470542,
9744.T,731.2532349,4400,741.2705688,44076.26953,1.37,2007-08-30,2007-09-11,8,38.24371295,37.72093065,309.6009114,32878957.57,44.84122279,
5802.T,1277.783691,7800,1214.174316,-496153.125,-4.98,2007-08-23,2007-09-13,15,31.80515296,17.98575764,581.7397779,32382804.45,42.6555262,
6367.T,4539.29248,1300,4688.939941,194541.6992,3.3,2007-09-11,2007-09-19,6,87.84617281,83.20930019,65.69665586,32577346.15,43.51253809,
3635.T,274.9896851,24100,311.7177429,885146.1945,13.36,2007-09-14,2007-09-26,7,83.15646445,79.04605693,258.1016579,33462492.34,47.41186054,
2875.T,1649.442627,4000,1688.510498,156271.4844,2.37,2007-09-19,2007-09-27,5,72.23519251,65.0589193,318.24817,33618763.83,48.10028117,
6323.T,507.1818848,100,597.6567383,9047.485352,17.84,2007-10-02,2007-10-09,5,22.66671372,16.73912344,361.866061,33627811.31,48.14013794,
3880.T,773.4897461,17300,780.2375488,116736.9873,0.87,2007-09-27,2007-10-11,9,41.68641849,36.76955782,613.698577,33744548.3,48.65439779,
9735.T,3975.629883,1700,4228.16748,429313.916,6.35,2007-09-25,2007-10-17,14,37.91675477,37.21522688,425.6198822,34173862.21,50.54564852,
