stock,buy_price,n_shares,sell_price,net_gain,gain_perc,buy_date,sell_date,total_days_on_market,cup_len,handle_len,cup_depth,handle_depth,rrr
2772.HK,3.895,51613,3.921,1341.9379999999896,0.67,2019-11-27 16:34:31.956500,2019-12-11 16:34:31.956500,10,110,20,0.28189987163029523,0.10577663671373554,2.6650485436893208
2269.HK,27.3,7500,32.7,40500.000000000015,19.78,2019-10-17 16:34:31.956500,2019-12-17 16:34:31.956500,43,122,87,0.26798534798534795,0.09706959706959702,2.760754716981133
3606.HK,20.849,10188,21.634,7997.580000000002,3.77,2019-12-20 16:34:31.956500,2020-01-22 16:34:31.956500,20,129,40,0.2267734663533024,0.08580747278046916,2.6428172163219665
0604.HK,2.307,87142,2.049,-22482.636000000002,-11.18,2019-12-09 16:34:31.956500,2020-01-29 16:34:31.956500,32,154,80,0.21976592977893375,0.07368877329865624,2.9823529411764724
2772.HK,3.895,54539,3.509,-21052.054000000007,-9.91,2020-01-06 16:34:31.956500,2020-01-30 16:34:31.956500,16,137,31,0.28189987163029523,0.11065468549422337,2.547563805104408
0008.HK,3.432,61896,3.447,928.4400000000077,0.44,2019-12-30 16:34:31.956500,2020-02-06 16:34:31.956500,25,175,49,0.09032634032634035,0.03438228438228435,2.6271186440678
2638.HK,6.605,30768,6.497,-3322.944000000017,-1.64,2020-05-14 16:34:31.956500,2020-06-03 16:34:31.956500,14,35,27,0.12869038607115815,0.04875094625283877,2.6397515527950293
0027.HK,55.688,3637,53.005,-9758.071,-4.82,2020-06-05 16:34:31.956500,2020-06-23 16:34:31.956500,12,84,24,0.37965091222525504,0.11864315471914953,3.1999394581504474
2688.HK,89.18,2249,82.186,-15729.506,-7.84,2020-07-30 16:34:31.956500,2020-09-08 16:34:31.956500,28,133,55,0.37866113478358365,0.12400762502803331,3.05353106067456
1109.HK,31.118,6447,32.357,7987.833000000005,3.98,2020-09-01 16:34:31.956500,2020-10-12 16:34:31.956500,27,126,53,0.3048075069091844,0.11976990809177969,2.5449423128521595
1928.HK,34.6,5753,33.45,-6615.949999999992,-3.32,2020-12-09 16:34:31.956500,2020-12-24 16:34:31.956500,11,77,21,0.2615606936416184,0.08670520231213862,3.0166666666666693
1929.HK,8.894,22381,8.645,-5572.869000000012,-2.8,2020-12-15 16:34:31.956500,2020-12-28 16:34:31.956500,8,65,16,0.16730380031481903,0.06431302001349215,2.601398601398606
0083.HK,9.29,21165,11.073,37737.19500000003,19.19,2021-01-22 16:34:31.956500,2021-02-22 16:34:31.956500,19,230,36,0.21883745963401513,0.07104413347685685,3.08030303030303
0728.HK,2.225,91761,1.945,-25693.08,-12.58,2021-05-10 16:34:31.956500,2021-06-17 16:34:31.956500,26,119,58,0.3766292134831461,0.12539325842696625,3.0035842293906825
2638.HK,6.98,28514,6.908,-2053.0080000000016,-1.03,2021-08-20 16:34:31.956500,2021-09-09 16:34:31.956500,14,223,141,0.035673352435530034,0.01002865329512898,3.5571428571428374
3360.HK,7.767,25625,7.75,-435.6250000000089,-0.22,2021-08-30 16:34:31.956500,2021-09-10 16:34:31.956500,9,117,17,0.17033603707995357,0.0654049182438522,2.6043307086614162
0003.HK,11.408,17446,11.373,-610.6100000000025,-0.31,2021-07-30 16:34:31.956500,2021-09-13 16:34:31.956500,31,407,61,0.22694600280504915,0.0878330995792427,2.5838323353293404
0659.HK,6.487,30586,6.48,-214.10199999999,-0.11,2021-11-15 16:34:31.956500,2021-11-26 16:34:31.956500,9,42,17,0.13241868352088793,0.04932942808694316,2.6843749999999975
0659.HK,6.48,30612,6.348,-4040.7840000000174,-2.04,2021-11-26 16:34:31.956500,2021-12-16 16:34:31.956500,14,42,28,0.13256172839506172,0.049382716049382755,2.684374999999998
0006.HK,43.795,4511,44.564,3468.9589999999926,1.76,2021-12-17 16:34:31.956500,2022-01-03 16:34:31.956500,10,121,20,0.13085968717890173,0.04235643338280618,3.0894878706199522
0002.HK,73.609,2695,71.571,-5492.409999999991,-2.77,2022-01-05 16:34:31.956500,2022-01-12 16:34:31.956500,5,121,39,0.0897716311864039,0.025961499273186722,3.4578754578754576
6886.HK,11.773,16738,12.878,18495.49000000001,9.39,2022-01-12 16:34:31.956500,2022-01-20 16:34:31.956500,6,91,28,0.14303915739403714,0.03542002887963984,4.038369304556355
0586.HK,34.922,5657,35.153,1306.7670000000094,0.66,2021-12-30 16:34:31.956500,2022-02-23 16:34:31.956500,36,161,71,0.267224099421568,0.05827272206631913,4.585749385749392
6837.HK,6.337,31825,6.114,-7096.974999999996,-3.52,2022-02-14 16:34:31.956500,2022-02-24 16:34:31.956500,8,63,60,0.11140918415654087,0.02682657408868549,4.152941176470587
0006.HK,44.972,4468,46.193,5455.427999999984,2.72,2022-02-23 16:34:31.956500,2022-03-31 16:34:31.956500,26,161,48,0.12743484835008453,0.04124788757449088,3.0894878706199402
0066.HK,39.232,5117,39.884,3336.284000000005,1.66,2022-04-25 16:34:31.956500,2022-05-13 16:34:31.956500,12,75,23,0.09025795269168037,0.03326366231647634,2.713409961685828
0083.HK,10.028,20023,10.348,6407.360000000006,3.19,2022-05-06 16:34:31.956500,2022-06-17 16:34:31.956500,28,151,41,0.13821300358994823,0.039389708815317066,3.508860759493677
0066.HK,40.397,4991,38.836,-7790.951,-3.86,2022-05-24 16:34:31.956500,2022-06-17 16:34:31.956500,17,75,51,0.08765502388791258,0.03230437903804737,2.713409961685828
2005.HK,3.541,56939,3.721,10249.02000000001,5.08,2022-06-10 16:34:31.956500,2022-06-27 16:34:31.956500,11,83,21,0.35159559446484046,0.12905958768709413,2.72428884026258
0631.HK,8.192,24808,8.241,1215.5919999999874,0.6,2022-08-19 16:34:31.956500,2022-09-20 16:34:31.956500,21,151,41,0.23132324218749994,0.06823730468749992,3.3899821109123467
0004.HK,28.183,7211,25.364,-20327.808999999994,-10.0,2022-08-30 16:34:31.956500,2022-09-26 16:34:31.956500,18,132,48,0.26083099740978616,0.08650604974630093,3.015176374077115
0941.HK,49.769,4083,48.223,-6312.3179999999975,-3.11,2022-09-16 16:34:31.956500,2022-09-29 16:34:31.956500,9,151,22,0.11115352930539098,0.028813116598686024,3.857740585774048
6690.HK,24.645,8039,25.571,7444.114000000016,3.76,2022-12-02 16:34:31.956500,2022-12-15 16:34:31.956500,9,39,17,0.266017447758166,0.10273889227023737,2.5892575039494474
0144.HK,11.08,18017,10.625,-8197.735,-4.11,2023-01-06 16:34:31.956500,2023-01-26 16:34:31.956500,11,110,22,0.2839350180505416,0.08564981949458482,3.3150684931506866
3328.HK,4.138,48244,4.497,17319.595999999998,8.68,2022-12-30 16:34:31.956500,2023-02-01 16:34:31.956500,19,123,19,0.16481391976800375,0.06452392460125662,2.554307116104868
1179.HK,34.95,5712,38.25,18849.599999999984,9.44,2023-01-09 16:34:31.956500,2023-02-01 16:34:31.956500,14,164,27,0.4692417739628039,0.11587982832618017,4.049382716049385
6690.HK,25.765,7748,27.324,12079.132000000009,6.05,2022-12-21 16:34:31.956500,2023-02-06 16:34:31.956500,27,39,35,0.25445371628177765,0.09827285076654375,2.589257503949448
2618.HK,16.56,12055,15.92,-7715.199999999985,-3.86,2023-01-11 16:34:31.956500,2023-02-07 16:34:31.956500,16,101,31,0.39492753623188415,0.12318840579710151,3.2058823529411757
0914.HK,28.359,6750,28.128,-1559.2500000000111,-0.81,2023-01-27 16:34:31.956500,2023-03-02 16:34:31.956500,24,85,48,0.36260093797383547,0.10896011848090552,3.3278317152103565
0778.HK,6.339,32463,6.219,-3895.5600000000036,-1.89,2023-03-07 16:34:31.956500,2023-03-31 16:34:31.956500,18,175,35,0.26518378293106165,0.05410948099069253,4.900874635568513
6823.HK,9.688,21241,9.614,-1571.8339999999966,-0.76,2023-03-13 16:34:31.956500,2023-03-31 16:34:31.956500,14,169,27,0.23431048720066056,0.07421552436003315,3.1571627260083392
2057.HK,222.2,921,213.2,-8289.0,-4.05,2023-05-12 16:34:31.956500,2023-05-30 16:34:31.956500,11,77,21,0.2274212421242125,0.08370837083708368,2.716827956989249
6823.HK,9.817,20851,9.227,-12302.089999999997,-6.01,2023-04-14 16:34:31.956500,2023-05-31 16:34:31.956500,31,169,62,0.23123153712946923,0.07324029744321088,3.157162726008339
0659.HK,7.41,26929,8.9,40124.21000000001,20.11,2023-06-14 16:34:31.956500,2023-06-27 16:34:31.956500,8,254,131,0.33711201079622133,0.11605937921727387,2.9046511627907
0008.HK,3.81,52374,4.06,13093.499999999976,6.56,2023-06-09 16:34:31.956500,2023-06-30 16:34:31.956500,14,351,27,0.31154855643044616,0.06561679790026247,4.747999999999999
3360.HK,6.792,30137,5.92,-26279.463999999996,-12.84,2023-05-08 16:34:31.956500,2023-07-07 16:34:31.956500,42,288,105,0.3136042402826855,0.1242638398115429,2.5236966824644567
