stock,buy_price,n_shares,sell_price,net_gain,gain_perc,buy_date,sell_date,total_days_on_market,cup_len,handle_len,cup_depth,handle_depth,rrr
EBAY,35.89,5164,34.57,-6816.480000000001,-3.68,2019-04-26 16:36:46.646272,2019-06-06 16:36:46.646272,27,267,53,0.38562273613820003,0.0966843131791585,3.9884726224783873
UNH,229.43,795,232.18,2186.25,1.2,2019-06-12 16:36:46.646272,2019-06-27 16:36:46.646272,11,63,21,0.20934489822603844,0.06690493832541514,3.12899022801303
ROST,94.87,1924,99.78,9446.839999999993,5.18,2019-06-11 16:36:46.646272,2019-08-01 16:36:46.646272,36,160,53,0.2843891641193211,0.11362917676820913,2.502782931354359
PCAR,41.08,4445,39.26,-8089.9000000000015,-4.43,2019-06-25 16:36:46.646272,2019-08-01 16:36:46.646272,26,221,52,0.252921129503408,0.09664070107108079,2.6171284634760714
MRVL,23.94,7670,25.06,8590.39999999998,4.68,2019-07-03 16:36:46.646272,2019-08-01 16:36:46.646272,21,48,20,0.18045112781954872,0.06808688387635752,2.6503067484662575
ASML,201.75,910,207.46,5196.100000000008,2.83,2019-07-05 16:36:46.646272,2019-08-19 16:36:46.646272,31,282,61,0.36361833952912026,0.11707558859975219,3.1058425063505504
EBAY,36.64,4984,38.06,7077.280000000009,3.88,2019-06-17 16:36:46.646272,2019-08-29 16:36:46.646272,52,267,103,0.3777292576419214,0.09470524017467245,3.9884726224783877
MNST,28.0,6694,29.48,9907.120000000003,5.29,2019-11-06 16:36:46.646272,2019-11-13 16:36:46.646272,5,34,19,0.10535714285714295,0.031785714285714306,3.3146067415730345
PAYX,77.14,2462,76.26,-2166.5599999999886,-1.14,2019-11-20 16:36:46.646272,2019-12-18 16:36:46.646272,20,72,39,0.08659579984443877,0.033834586466165405,2.55938697318008
GOOGL,62.22,3012,71.45,27800.760000000013,14.83,2019-10-18 16:36:46.646272,2020-01-10 16:36:46.646272,57,88,83,0.21697203471552545,0.08453873352619745,2.5665399239543687
AEP,83.42,2347,87.25,8989.009999999997,4.59,2020-01-14 16:36:46.646272,2020-01-21 16:36:46.646272,5,57,24,0.07707983696955174,0.029729081754974872,2.5927419354838697
PAYX,76.94,2461,80.66,9154.919999999996,4.83,2019-12-20 16:36:46.646272,2020-01-22 16:36:46.646272,20,72,68,0.08682089940213163,0.03392253704185079,2.5593869731800796
QCOM,84.91,2306,78.91,-13836.0,-7.07,2020-01-16 16:36:46.646272,2020-01-31 16:36:46.646272,9,38,28,0.154634318690378,0.05358615004122025,2.8857142857142777
PANW,81.57,2395,65.65,-38128.39999999997,-19.52,2020-02-12 16:36:46.646272,2020-02-25 16:36:46.646272,9,60,18,0.14735809733970837,0.057619222753463324,2.557446808510639
JNJ,134.62,1394,134.86,334.5600000000127,0.18,2020-05-21 16:36:46.646272,2020-06-09 16:36:46.646272,13,76,25,0.30233249145743574,0.08683702273064922,3.4816082121471346
KHC,26.83,7000,29.48,18550.000000000015,9.88,2020-05-29 16:36:46.646272,2020-06-19 16:36:46.646272,15,174,29,0.40439806187103994,0.09467014535967198,4.271653543307088
UNH,284.58,660,279.24,-3524.3999999999833,-1.88,2020-06-04 16:36:46.646272,2020-07-10 16:36:46.646272,24,57,47,0.3947571860285333,0.0954037528990092,4.137753222836091
JNJ,134.86,1393,134.17,-961.1700000000365,-0.51,2020-06-09 16:36:46.646272,2020-07-13 16:36:46.646272,22,76,43,0.3017944535073409,0.08846210885362603,3.4115674769488664
CSCO,41.89,4551,43.17,5825.280000000005,3.06,2020-07-13 16:36:46.646272,2020-08-05 16:36:46.646272,17,113,34,0.3826688947242778,0.1005013129625209,3.8076009501187635
CSCO,43.26,4441,38.97,-19051.889999999996,-9.92,2020-08-07 16:36:46.646272,2020-08-13 16:36:46.646272,4,113,62,0.3705501618122977,0.0973185390661119,3.807600950118764
WDAY,191.6,977,243.88,51077.56,27.29,2020-08-24 16:36:46.646272,2020-08-28 16:36:46.646272,4,140,42,0.49191022964509395,0.13298538622129433,3.6989795918367356
NKE,95.66,1993,123.35,55186.17,28.95,2020-07-24 16:36:46.646272,2020-10-01 16:36:46.646272,48,111,48,0.4418774827514112,0.1142588333681789,3.8673376029277238
MCHP,51.6,3631,52.98,5010.779999999983,2.67,2020-08-21 16:36:46.646272,2020-10-16 16:36:46.646272,38,142,75,0.5420542635658915,0.14554263565891468,3.7243675099866858
MDLZ,54.87,3977,49.96,-19527.069999999985,-8.95,2020-10-15 16:36:46.646272,2020-10-30 16:36:46.646272,10,196,41,0.31620193183889195,0.08930198651357753,3.540816326530613
ADI,111.28,1836,112.8,2790.7199999999925,1.37,2020-08-31 16:36:46.646272,2020-11-02 16:36:46.646272,42,106,83,0.40231847591660674,0.1440510424155284,2.79288833437305
PEP,131.36,1563,134.61,5079.75,2.47,2020-10-16 16:36:46.646272,2020-11-17 16:36:46.646272,21,197,41,0.31135809987819724,0.10360840438489645,3.005143277002204
XEL,67.06,3254,64.14,-9501.680000000006,-4.35,2020-10-08 16:36:46.646272,2020-11-19 16:36:46.646272,29,167,57,0.3416343572919773,0.09454220101401724,3.6135646687697176
CMCSA,44.9,4536,47.13,10115.280000000019,4.97,2020-11-12 16:36:46.646272,2020-12-21 16:36:46.646272,27,242,54,0.3282850779510022,0.13118040089086846,2.5025466893039074
DOW,45.53,4474,48.56,13556.220000000005,6.65,2020-11-13 16:36:46.646272,2020-12-23 16:36:46.646272,28,262,55,0.6088293432901384,0.13924884691412262,4.372239747634067
MDLZ,54.17,3832,54.19,76.63999999998475,0.04,2020-11-19 16:36:46.646272,2021-01-14 16:36:46.646272,38,196,76,0.3202879822780137,0.11943880376592207,2.6816074188562604
IBM,107.39,2007,99.11,-16617.960000000003,-7.71,2021-01-08 16:36:46.646272,2021-01-22 16:36:46.646272,10,62,28,0.22683676319955304,0.04646615141074583,4.8817635270541135
PEP,134.83,1540,131.05,-5821.200000000002,-2.8,2020-12-03 16:36:46.646272,2021-02-08 16:36:46.646272,45,197,90,0.3033449529036564,0.10094192687087442,3.005143277002204
KDP,28.8,7209,30.77,14201.729999999992,6.84,2020-12-04 16:36:46.646272,2021-03-08 16:36:46.646272,62,264,124,0.4138888888888888,0.15138888888888888,2.73394495412844
MDLZ,56.61,3694,60.53,14480.480000000007,6.92,2021-04-22 16:36:46.646272,2021-05-24 16:36:46.646272,21,84,22,0.11853029500088325,0.03426956368132835,3.4587628865979423
PG,130.26,1605,128.48,-2856.900000000002,-1.37,2021-05-17 16:36:46.646272,2021-06-03 16:36:46.646272,12,103,24,0.13457699984646093,0.05381544603101494,2.500713266761767
EA,144.01,1468,141.63,-3493.8399999999933,-1.65,2021-06-10 16:36:46.646272,2021-07-13 16:36:46.646272,21,266,41,0.25449621554058743,0.07652246371779725,3.3257713248638887
AMAT,139.62,1514,125.67,-21120.300000000003,-9.99,2021-06-30 16:36:46.646272,2021-07-16 16:36:46.646272,11,57,28,0.22152986678126338,0.08286778398510247,2.6732929991356933
MCD,225.39,938,219.35,-5665.519999999992,-2.68,2021-06-16 16:36:46.646272,2021-07-19 16:36:46.646272,22,199,43,0.11508940059452505,0.04476684857358358,2.5708622398414263
PEP,141.34,1496,148.31,10427.119999999999,4.93,2021-07-06 16:36:46.646272,2021-07-28 16:36:46.646272,16,168,16,0.13343710202348946,0.03127210980614113,4.266968325791868
MELI,1580.0,125,1786.11,25763.74999999999,13.04,2021-07-27 16:36:46.646272,2021-08-05 16:36:46.646272,7,64,23,0.24527215189873416,0.07192405063291131,3.4101548750440025
AVGO,454.53,457,455.17,292.48000000001974,0.14,2021-07-14 16:36:46.646272,2021-08-10 16:36:46.646272,19,60,38,0.14524893846390788,0.039403339713550194,3.686208821887223
KO,52.5,3773,53.96,5508.580000000004,2.78,2021-07-19 16:36:46.646272,2021-08-17 16:36:46.646272,21,154,42,0.12057142857142854,0.04495238095238094,2.6822033898305087
MRK,72.93,2923,68.92,-11721.230000000014,-5.5,2021-08-24 16:36:46.646272,2021-09-10 16:36:46.646272,13,171,52,0.167420814479638,0.05087069792952156,3.2911051212937936
CRM,243.39,895,254.11,9594.400000000025,4.4,2021-08-10 16:36:46.646272,2021-09-13 16:36:46.646272,24,140,33,0.20428119479025433,0.07884465261514441,2.5909327774882756
PG,129.55,1634,137.23,12549.119999999964,5.93,2021-07-08 16:36:46.646272,2021-09-23 16:36:46.646272,54,127,54,0.1353145503666538,0.05225781551524505,2.5893648449039897
CTSH,73.99,2917,76.51,7350.84000000003,3.41,2021-09-28 16:36:46.646272,2021-10-25 16:36:46.646272,17,114,33,0.21016353561292064,0.05662927422624695,3.711217183770872
AZN,57.82,3734,52.45,-20051.57999999999,-9.29,2021-10-13 16:36:46.646272,2021-11-30 16:36:46.646272,33,357,91,0.2744725008647526,0.0878588723625043,3.1240157480314963
CTSH,75.3,2891,78.71,9858.30999999999,4.53,2021-10-27 16:36:46.646272,2021-12-09 16:36:46.646272,31,114,62,0.20650730411686585,0.06826029216467465,3.0252918287937733
REGN,660.15,327,619.28,-13364.490000000002,-6.19,2021-12-13 16:36:46.646272,2021-12-17 16:36:46.646272,4,74,24,0.22334317958039848,0.05960766492463838,3.746886912325285
NXPI,219.57,958,217.46,-2021.3799999999858,-0.96,2021-12-03 16:36:46.646272,2021-12-21 16:36:46.646272,12,70,23,0.2015758072596438,0.07596666211231046,2.653477218225418
PG,140.35,1551,155.94,24180.090000000004,11.11,2021-11-12 16:36:46.646272,2021-12-28 16:36:46.646272,31,307,58,0.16401852511578205,0.06526540790879941,2.5131004366812246
MNST,43.38,5004,44.65,6355.07999999998,2.93,2022-05-19 16:36:46.646272,2022-06-09 16:36:46.646272,14,54,27,0.17519594283079762,0.06800368833563844,2.576271186440682
PEP,172.19,1268,175.49,4184.400000000014,1.92,2022-08-03 16:36:46.646272,2022-08-17 16:36:46.646272,10,57,20,0.11435042685405655,0.033161043033857994,3.4483362521891365
PEP,175.66,1247,169.91,-7170.25,-3.27,2022-08-18 16:36:46.646272,2022-08-29 16:36:46.646272,7,57,36,0.11209154047591938,0.03250597745645001,3.4483362521891365
ORLY,695.68,313,718.19,7045.630000000033,3.24,2022-09-13 16:36:46.646272,2022-10-03 16:36:46.646272,14,117,27,0.2670480680772769,0.08421975620975167,3.1708482676224587
ORLY,710.77,308,813.22,31554.600000000013,14.41,2022-10-07 16:36:46.646272,2022-10-27 16:36:46.646272,14,117,51,0.2613785050016179,0.09972283579779675,2.621049661399548
TMUS,148.83,1515,139.53,-14089.500000000016,-6.25,2022-11-04 16:36:46.646272,2022-12-22 16:36:46.646272,34,406,68,0.3271517839145332,0.12423570516696888,2.6333153055705805
MDLZ,66.85,3330,63.16,-12287.699999999992,-5.52,2023-01-11 16:36:46.646272,2023-01-19 16:36:46.646272,6,113,33,0.16409872849663437,0.051907255048616506,3.1613832853025836
AZN,68.36,3257,67.72,-2084.480000000002,-0.94,2023-01-05 16:36:46.646272,2023-01-20 16:36:46.646272,11,148,21,0.21854885898186072,0.053101228788765505,4.1157024793388315
CSX,31.78,6916,30.37,-9751.560000000001,-4.44,2023-01-20 16:36:46.646272,2023-02-21 16:36:46.646272,19,124,36,0.2740717432347389,0.08779106356198875,3.121863799283152
NKE,126.32,1724,121.82,-7758.0,-3.56,2023-05-03 16:36:46.646272,2023-05-11 16:36:46.646272,6,70,17,0.11953768207726405,0.03427802406586446,3.4872979214780604
EA,127.67,1691,129.89,3754.019999999974,1.74,2023-06-02 16:36:46.646272,2023-07-05 16:36:46.646272,22,83,41,0.170596067987781,0.056238740502858986,3.0334261838440084
EXC,40.6,5341,41.59,5287.590000000011,2.44,2023-07-07 16:36:46.646272,2023-07-27 16:36:46.646272,14,52,19,0.11059113300492615,0.042857142857142906,2.5804597701149405
LULU,383.69,565,378.2,-3101.850000000005,-1.43,2023-07-17 16:36:46.646272,2023-08-04 16:36:46.646272,14,42,27,0.16192759780030752,0.06153405092652926,2.631512071156288
EXC,41.59,5256,39.57,-10617.120000000017,-4.86,2023-07-27 16:36:46.646272,2023-08-04 16:36:46.646272,6,52,40,0.10795864390478484,0.04183698004327968,2.5804597701149405
FAST,52.84,4122,57.49,19167.299999999996,8.8,2023-04-25 16:36:46.646272,2023-08-18 16:36:46.646272,80,170,80,0.2382664647993943,0.09424678274034816,2.5281124497991976
