stock,buy_price,n_shares,sell_price,net_gain,buy_date,sell_date
9618.HK,259.8069763183594,192,291.0619812011719,6000.9609375,2022-01-30 16:24:02.198009,2022-02-09 16:24:02.198009
2269.HK,58.29999923706055,960,64.80000305175781,6240.003662109375,2022-02-10 16:24:02.198009,2022-02-17 16:24:02.198009
0388.HK,424.2616882324219,146,385.568115234375,-5649.261657714844,2022-02-18 16:24:02.198009,2022-02-24 16:24:02.198009
0700.HK,422.01519775390625,134,386.1837158203125,-4801.4185791015625,2022-02-25 16:24:02.198009,2022-03-07 16:24:02.198009
0700.HK,381.4062194824219,135,330.2467956542969,-6906.522216796875,2022-03-08 16:24:02.198009,2022-03-14 16:24:02.198009
0700.HK,296.60504150390625,151,365.28204345703125,10370.227294921875,2022-03-15 16:24:02.198009,2022-03-16 16:24:02.198009
0700.HK,388.17437744140625,142,364.2867126464844,-3392.0484008789062,2022-03-17 16:24:02.198009,2022-03-24 16:24:02.198009
2382.HK,121.6731948852539,426,125.53426361083984,1644.8152770996094,2022-03-25 16:24:02.198009,2022-04-04 16:24:02.198009
0388.HK,366.8172302246094,145,339.5137023925781,-3959.0115356445312,2022-04-05 16:24:02.198009,2022-04-11 16:24:02.198009
0700.HK,364.6848449707031,135,346.3709716796875,-2472.3728942871094,2022-04-12 16:24:02.198009,2022-04-21 16:24:02.198009
0700.HK,339.005615234375,138,375.6333312988281,5054.624816894531,2022-04-22 16:24:02.198009,2022-04-29 16:24:02.198009
0700.HK,375.6333312988281,138,347.56536865234375,-3873.3788452148438,2022-04-30 16:24:02.198009,2022-05-06 16:24:02.198009
0669.HK,92.76596069335938,520,99.77363586425781,3643.9910888671875,2022-05-07 16:24:02.198009,2022-05-17 16:24:02.198009
9618.HK,207.45489501953125,250,208.39999389648438,236.27471923828125,2022-05-18 16:24:02.198009,2022-05-28 16:24:02.198009
0700.HK,341.79998779296875,152,391.3999938964844,7539.200927734375,2022-05-29 16:24:02.198009,2022-06-08 16:24:02.198009
0960.HK,34.38592529296875,1735,31.418371200561523,-5148.706350326538,2022-06-09 16:24:02.198009,2022-06-10 16:24:02.198009
0316.HK,213.93125915527344,254,217.0211944580078,784.8435668945312,2022-06-11 16:24:02.198009,2022-06-21 16:24:02.198009
9999.HK,139.01736450195312,397,143.91094970703125,1942.7533264160156,2022-06-22 16:24:02.198009,2022-07-02 16:24:02.198009
9866.HK,172.0,332,158.39999389648438,-4515.2020263671875,2022-07-03 16:24:02.198009,2022-07-12 16:24:02.198009
0388.HK,356.92462158203125,147,347.823486328125,-1337.8668823242188,2022-07-13 16:24:02.198009,2022-07-23 16:24:02.198009
2015.HK,141.60000610351562,363,133.1999969482422,-3049.203323364258,2022-07-24 16:24:02.198009,2022-07-25 16:24:02.198009
2015.HK,137.10000610351562,352,130.10000610351562,-2464.0,2022-07-26 16:24:02.198009,2022-07-28 16:24:02.198009
2015.HK,126.0999984741211,363,132.0,2141.700553894043,2022-07-29 16:24:02.198009,2022-08-08 16:24:02.198009
0700.HK,298.0,161,315.0,2737.0,2022-08-09 16:24:02.198009,2022-08-19 16:24:02.198009
0388.HK,330.6103820800781,153,316.3999938964844,-2174.1893920898438,2022-08-20 16:24:02.198009,2022-08-30 16:24:02.198009
0388.HK,317.79998779296875,152,311.0,-1033.59814453125,2022-08-31 16:24:02.198009,2022-09-10 16:24:02.198009
0388.HK,311.0,152,291.3999938964844,-2979.200927734375,2022-09-11 16:24:02.198009,2022-09-19 16:24:02.198009
0700.HK,293.3999938964844,151,275.0,-2778.3990783691406,2022-09-20 16:24:02.198009,2022-09-23 16:24:02.198009
0388.HK,277.3999938964844,150,266.6000061035156,-1619.9981689453125,2022-09-24 16:24:02.198009,2022-10-04 16:24:02.198009
0388.HK,284.79998779296875,141,268.3999938964844,-2312.399139404297,2022-10-05 16:24:02.198009,2022-10-11 16:24:02.198009
0700.HK,253.60000610351562,149,232.39999389648438,-3158.8018188476562,2022-10-12 16:24:02.198009,2022-10-20 16:24:02.198009
0700.HK,232.8000030517578,149,206.1999969482422,-3963.400909423828,2022-10-21 16:24:02.198009,2022-10-24 16:24:02.198009
0388.HK,224.0,137,209.0,-2055.0,2022-10-25 16:24:02.198009,2022-10-31 16:24:02.198009
0700.HK,227.39999389648438,126,258.3999938964844,3906.0,2022-11-01 16:24:02.198009,2022-11-11 16:24:02.198009
9866.HK,84.69999694824219,384,94.44999694824219,3744.0,2022-11-12 16:24:02.198009,2022-11-15 16:24:02.198009
1211.HK,184.60000610351562,196,175.0,-1881.6011962890625,2022-11-18 16:24:02.198009,2022-11-23 16:24:02.198009
1211.HK,177.3000030517578,194,191.39999389648438,2735.398223876953,2022-11-24 16:24:02.198009,2022-12-04 16:24:02.198009
2688.HK,103.9000015258789,358,112.5999984741211,3114.598907470703,2022-12-05 16:24:02.198009,2022-12-15 16:24:02.198009
9866.HK,94.44999694824219,426,86.3499984741211,-3450.599349975586,2022-12-16 16:24:02.198009,2022-12-20 16:24:02.198009
9626.HK,172.3000030517578,213,191.39999389648438,4068.298049926758,2022-12-21 16:24:02.198009,2022-12-28 16:24:02.198009
1211.HK,191.0,214,202.39999389648438,2439.5986938476562,2022-12-29 16:24:02.198009,2023-01-08 16:24:02.198009
0316.HK,139.8000030517578,310,137.60000610351562,-681.9990539550781,2023-01-09 16:24:02.198009,2023-01-19 16:24:02.198009
