Date,Stock,Gain,Total
2022-01-30 15:44:19.402792,,,50000
2022-01-31 15:44:19.402792,9626.HK,5264.401306152344,55264.401306152344
2022-02-01 15:44:19.402792,,,55264.401306152344
2022-02-02 15:44:19.402792,,,55264.401306152344
2022-02-03 15:44:19.402792,,,55264.401306152344
2022-02-04 15:44:19.402792,,,55264.401306152344
2022-02-05 15:44:19.402792,,,55264.401306152344
2022-02-06 15:44:19.402792,,,55264.401306152344
2022-02-07 15:44:19.402792,,,55264.401306152344
2022-02-08 15:44:19.402792,,,55264.401306152344
2022-02-09 15:44:19.402792,,,55264.401306152344
2022-02-10 15:44:19.402792,,,55264.401306152344
2022-02-11 15:44:19.402792,2269.HK,6155.503612518311,61419.904918670654
2022-02-12 15:44:19.402792,,,61419.904918670654
2022-02-13 15:44:19.402792,,,61419.904918670654
2022-02-14 15:44:19.402792,,,61419.904918670654
2022-02-15 15:44:19.402792,,,61419.904918670654
2022-02-16 15:44:19.402792,,,61419.904918670654
2022-02-17 15:44:19.402792,,,61419.904918670654
2022-02-18 15:44:19.402792,,,61419.904918670654
2022-02-19 15:44:19.402792,,,61419.904918670654
2022-02-20 15:44:19.402792,,,61419.904918670654
2022-02-21 15:44:19.402792,,,61419.904918670654
2022-02-22 15:44:19.402792,3690.HK,-3502.001037597656,57917.903881073
2022-02-23 15:44:19.402792,,,57917.903881073
2022-02-24 15:44:19.402792,,,57917.903881073
2022-02-25 15:44:19.402792,3690.HK,-8160.0,49757.903881073
2022-02-26 15:44:19.402792,,,49757.903881073
2022-02-27 15:44:19.402792,,,49757.903881073
2022-02-28 15:44:19.402792,,,49757.903881073
2022-03-01 15:44:19.402792,,,49757.903881073
2022-03-02 15:44:19.402792,,,49757.903881073
2022-03-03 15:44:19.402792,,,49757.903881073
2022-03-04 15:44:19.402792,,,49757.903881073
2022-03-05 15:44:19.402792,,,49757.903881073
2022-03-06 15:44:19.402792,,,49757.903881073
2022-03-07 15:44:19.402792,,,49757.903881073
2022-03-08 15:44:19.402792,0388.HK,6894.628509521484,56652.53239059448
2022-03-09 15:44:19.402792,,,56652.53239059448
2022-03-10 15:44:19.402792,,,56652.53239059448
2022-03-11 15:44:19.402792,,,56652.53239059448
2022-03-12 15:44:19.402792,,,56652.53239059448
2022-03-13 15:44:19.402792,,,56652.53239059448
2022-03-14 15:44:19.402792,,,56652.53239059448
2022-03-15 15:44:19.402792,,,56652.53239059448
2022-03-16 15:44:19.402792,,,56652.53239059448
2022-03-17 15:44:19.402792,,,56652.53239059448
2022-03-18 15:44:19.402792,9961.HK,8405.601928710938,65058.13431930542
2022-03-19 15:44:19.402792,,,65058.13431930542
2022-03-20 15:44:19.402792,,,65058.13431930542
2022-03-21 15:44:19.402792,,,65058.13431930542
2022-03-22 15:44:19.402792,,,65058.13431930542
2022-03-23 15:44:19.402792,,,65058.13431930542
2022-03-24 15:44:19.402792,,,65058.13431930542
2022-03-25 15:44:19.402792,,,65058.13431930542
2022-03-26 15:44:19.402792,,,65058.13431930542
2022-03-27 15:44:19.402792,,,65058.13431930542
2022-03-28 15:44:19.402792,,,65058.13431930542
2022-03-29 15:44:19.402792,,,65058.13431930542
2022-03-30 15:44:19.402792,0316.HK,-3716.706787109375,61341.427532196045
2022-03-31 15:44:19.402792,,,61341.427532196045
2022-04-01 15:44:19.402792,,,61341.427532196045
2022-04-02 15:44:19.402792,,,61341.427532196045
2022-04-03 15:44:19.402792,,,61341.427532196045
2022-04-04 15:44:19.402792,,,61341.427532196045
2022-04-05 15:44:19.402792,,,61341.427532196045
2022-04-06 15:44:19.402792,,,61341.427532196045
2022-04-07 15:44:19.402792,,,61341.427532196045
2022-04-08 15:44:19.402792,,,61341.427532196045
2022-04-09 15:44:19.402792,0316.HK,7397.72135925293,68739.14889144897
2022-04-10 15:44:19.402792,,,68739.14889144897
2022-04-11 15:44:19.402792,,,68739.14889144897
2022-04-12 15:44:19.402792,,,68739.14889144897
2022-04-13 15:44:19.402792,,,68739.14889144897
2022-04-14 15:44:19.402792,,,68739.14889144897
2022-04-15 15:44:19.402792,,,68739.14889144897
2022-04-16 15:44:19.402792,,,68739.14889144897
2022-04-17 15:44:19.402792,,,68739.14889144897
2022-04-18 15:44:19.402792,,,68739.14889144897
2022-04-19 15:44:19.402792,,,68739.14889144897
2022-04-20 15:44:19.402792,,,68739.14889144897
2022-04-21 15:44:19.402792,,,68739.14889144897
2022-04-22 15:44:19.402792,,,68739.14889144897
2022-04-23 15:44:19.402792,,,68739.14889144897
2022-04-24 15:44:19.402792,,,68739.14889144897
2022-04-25 15:44:19.402792,,,68739.14889144897
2022-04-26 15:44:19.402792,,,68739.14889144897
2022-04-27 15:44:19.402792,,,68739.14889144897
2022-04-28 15:44:19.402792,,,68739.14889144897
2022-04-29 15:44:19.402792,,,68739.14889144897
2022-04-30 15:44:19.402792,,,68739.14889144897
2022-05-01 15:44:19.402792,,,68739.14889144897
2022-05-02 15:44:19.402792,,,68739.14889144897
2022-05-03 15:44:19.402792,,,68739.14889144897
2022-05-04 15:44:19.402792,,,68739.14889144897
2022-05-05 15:44:19.402792,,,68739.14889144897
2022-05-06 15:44:19.402792,,,68739.14889144897
2022-05-07 15:44:19.402792,,,68739.14889144897
2022-05-08 15:44:19.402792,,,68739.14889144897
2022-05-09 15:44:19.402792,,,68739.14889144897
2022-05-10 15:44:19.402792,,,68739.14889144897
2022-05-11 15:44:19.402792,9626.HK,8928.398651123047,77667.54754257202
2022-05-12 15:44:19.402792,,,77667.54754257202
2022-05-13 15:44:19.402792,,,77667.54754257202
2022-05-14 15:44:19.402792,,,77667.54754257202
2022-05-15 15:44:19.402792,,,77667.54754257202
2022-05-16 15:44:19.402792,,,77667.54754257202
2022-05-17 15:44:19.402792,,,77667.54754257202
