stock,buy_price,n_shares,sell_price,net_gain,buy_date,sell_date
9626.HK,180.1999969482422,177,203.60000610351562,4141.801620483398,2022-04-28,2022-04-29
0700.HK,375.6333312988281,88,347.56536865234375,-2469.980712890625,2022-04-29,2022-05-06
9618.HK,203.35269165039062,157,187.5298614501953,-2484.184341430664,2022-05-11,2022-05-12
0011.HK,138.9058074951172,238,137.72630310058594,-280.7220458984375,2022-05-03,2022-05-13
9618.HK,187.5298614501953,157,209.7990264892578,3496.2589111328125,2022-05-12,2022-05-17
9626.HK,155.3000030517578,205,175.5,4140.999374389648,2022-05-10,2022-05-20
6160.HK,80.0,410,84.30000305175781,1763.0012512207031,2022-05-13,2022-05-23
9618.HK,209.7990264892578,157,198.60000610351562,-1758.2462005615234,2022-05-17,2022-05-25
0700.HK,352.20001220703125,102,334.0,-1856.4012451171875,2022-05-20,2022-05-25
9961.HK,155.39999389648438,215,173.0,3784.0013122558594,2022-05-26,2022-05-30
9626.HK,158.5,211,179.8000030517578,4494.300643920898,2022-05-27,2022-05-31
0700.HK,334.0,99,367.6000061035156,3326.400604248047,2022-05-25,2022-06-06
2057.HK,198.60000610351562,189,213.8000030517578,2872.7994232177734,2022-05-31,2022-06-10
0316.HK,213.93125915527344,178,211.75015258789062,-388.2369689941406,2022-06-10,2022-06-20
0316.HK,211.75015258789062,178,196.66407775878906,-2685.321319580078,2022-06-20,2022-06-23
9626.HK,210.1999969482422,181,227.0,3040.800552368164,2022-06-15,2022-06-27
2057.HK,189.6999969482422,201,212.1999969482422,4522.5,2022-06-16,2022-06-27
0316.HK,202.29864501953125,207,189.03018188476562,-2746.5718688964844,2022-06-27,2022-06-30
9999.HK,142.21316528320312,247,145.109375,715.3638000488281,2022-06-23,2022-07-04
0700.HK,354.3999938964844,114,342.3999938964844,-1368.0,2022-06-30,2022-07-11
0316.HK,193.3924102783203,197,206.1156005859375,2506.468490600586,2022-07-04,2022-07-14
2382.HK,111.4000015258789,344,111.0999984741211,-103.2010498046875,2022-07-06,2022-07-18
9618.HK,235.0,166,247.39999389648438,2058.3989868164062,2022-07-11,2022-07-21
9626.HK,187.39999389648438,205,206.60000610351562,3936.0025024414062,2022-07-18,2022-07-22
1211.HK,283.0,143,283.79998779296875,114.39825439453125,2022-07-14,2022-07-25
9868.HK,102.5999984741211,400,96.69999694824219,-2360.0006103515625,2022-07-21,2022-07-25
2015.HK,141.60000610351562,299,133.1999969482422,-2511.602737426758,2022-07-22,2022-07-25
2015.HK,137.10000610351562,289,130.10000610351562,-2023.0,2022-07-26,2022-07-28
0700.HK,320.79998779296875,120,299.6000061035156,-2543.997802734375,2022-07-28,2022-08-01
9868.HK,96.69999694824219,410,91.25,-2234.498748779297,2022-07-25,2022-08-03
2015.HK,126.0999984741211,309,132.0,1823.100471496582,2022-07-29,2022-08-08
0700.HK,299.6000061035156,120,303.6000061035156,480.0,2022-08-01,2022-08-11
9626.HK,182.10000610351562,205,196.60000610351562,2972.5,2022-08-03,2022-08-15
0316.HK,214.113037109375,188,200.48104858398438,-2562.8138427734375,2022-08-16,2022-08-18
9618.HK,218.39999389648438,187,218.8000030517578,74.80171203613281,2022-08-10,2022-08-22
0700.HK,303.6000061035156,120,310.6000061035156,840.0,2022-08-11,2022-08-22
2688.HK,106.28400421142578,371,117.1009521484375,4013.0876846313477,2022-08-23,2022-08-26
0316.HK,200.48104858398438,188,197.39112854003906,-580.9049682617188,2022-08-18,2022-08-29
1211.HK,265.0,163,242.1999969482422,-3716.4004974365234,2022-08-26,2022-08-31
0388.HK,326.4554748535156,119,311.3999938964844,-1791.6022338867188,2022-08-22,2022-09-01
1211.HK,232.60000610351562,164,215.0,-2886.4010009765625,2022-09-01,2022-09-05
2057.HK,199.6999969482422,187,206.39999389648438,1252.899429321289,2022-08-29,2022-09-08
0316.HK,150.0,256,142.1999969482422,-1996.80078125,2022-09-02,2022-09-08
1211.HK,215.0,164,217.1999969482422,360.79949951171875,2022-09-05,2022-09-15
0316.HK,142.1999969482422,263,141.39999389648438,-210.4008026123047,2022-09-08,2022-09-19
0700.HK,307.0,122,289.0,-2196.0,2022-09-09,2022-09-19
9626.HK,145.10000610351562,246,131.0,-3468.6015014648438,2022-09-15,2022-09-19
0700.HK,293.3999938964844,119,275.0,-2189.5992736816406,2022-09-20,2022-09-23
9626.HK,131.0,266,121.80000305175781,-2447.199188232422,2022-09-19,2022-09-28
0388.HK,289.20001220703125,121,273.3999938964844,-1911.8022155761719,2022-09-21,2022-09-28
9866.HK,130.60000610351562,251,121.4000015258789,-2309.2011489868164,2022-09-28,2022-09-30
9618.HK,205.0,159,193.39999389648438,-1844.4009704589844,2022-09-23,2022-10-03
9866.HK,121.4000015258789,251,134.0,3162.5996170043945,2022-09-30,2022-10-05
9866.HK,134.0,251,125.0999984741211,-2233.9003829956055,2022-10-05,2022-10-06
0700.HK,270.6000061035156,121,263.79998779296875,-822.8022155761719,2022-09-29,2022-10-10
9866.HK,109.0999984741211,290,103.5,-1623.9995574951172,2022-10-10,2022-10-11
1211.HK,192.0,160,191.5,-80.0,2022-10-03,2022-10-13
9618.HK,185.3000030517578,167,174.8000030517578,-1753.5,2022-10-12,2022-10-14
9866.HK,103.5,298,94.75,-2607.5,2022-10-11,2022-10-17
9626.HK,92.94999694824219,315,85.69999694824219,-2283.75,2022-10-14,2022-10-20
9961.HK,187.39999389648438,163,168.1999969482422,-3129.5995025634766,2022-10-13,2022-10-24
0388.HK,252.1999969482422,112,228.1999969482422,-2688.0,2022-10-17,2022-10-24
9618.HK,162.0,166,141.8000030517578,-3353.199493408203,2022-10-20,2022-10-24
2057.HK,140.5,182,131.89999389648438,-1565.2011108398438,2022-10-26,2022-10-31
0700.HK,206.1999969482422,123,227.39999389648438,2607.599624633789,2022-10-24,2022-11-01
0388.HK,209.0,115,236.1999969482422,3127.9996490478516,2022-10-31,2022-11-02
9618.HK,148.89999389648438,172,171.60000610351562,3904.402099609375,2022-10-25,2022-11-04
0388.HK,236.1999969482422,115,261.6000061035156,2921.0010528564453,2022-11-02,2022-11-08
2057.HK,141.8000030517578,197,159.10000610351562,3408.100601196289,2022-11-01,2022-11-11
9866.HK,84.69999694824219,358,94.44999694824219,3490.5,2022-11-11,2022-11-15
3690.HK,138.39999389648438,227,155.39999389648438,3859.0,2022-11-23,2022-11-29
9961.HK,205.0,154,227.8000030517578,3511.200469970703,2022-11-25,2022-11-29
6160.HK,108.9000015258789,289,124.30000305175781,4450.600440979004,2022-11-24,2022-12-05
9961.HK,227.8000030517578,154,262.79998779296875,5389.997650146484,2022-11-29,2022-12-05
9866.HK,86.4000015258789,431,78.8499984741211,-3254.051315307617,2022-12-21,2022-12-28
9618.HK,224.8000030517578,161,247.39999389648438,3638.5985260009766,2023-01-03,2023-01-05
9866.HK,78.1500015258789,462,81.05000305175781,1339.8007049560547,2022-12-29,2023-01-09
1211.HK,192.60000610351562,187,201.39999389648438,1645.5977172851562,2022-12-30,2023-01-09
3690.HK,164.8000030517578,232,174.89999389648438,2343.1978759765625,2023-01-17,2023-01-27
9618.HK,231.8000030517578,165,237.39999389648438,923.9984893798828,2023-01-19,2023-01-30
9626.HK,217.1999969482422,177,199.8000030517578,-3079.7989196777344,2023-01-26,2023-01-30
