Date,Stock,Gain,Total
2022-01-31 18:34:35.696988,,,100000
2022-02-01 18:34:35.696988,,,100000
2022-02-02 18:34:35.696988,,,100000
2022-02-03 18:34:35.696988,,,100000
2022-02-04 18:34:35.696988,9626.HK,2131.9992065429688,102131.99920654297
2022-02-05 18:34:35.696988,,,102131.99920654297
2022-02-06 18:34:35.696988,,,102131.99920654297
2022-02-07 18:34:35.696988,,,102131.99920654297
2022-02-08 18:34:35.696988,,,102131.99920654297
2022-02-09 18:34:35.696988,9626.HK,1525.0015258789062,103657.00073242188
2022-02-10 18:34:35.696988,2269.HK,1983.2013549804688,105640.20208740234
2022-02-11 18:34:35.696988,,,105640.20208740234
2022-02-12 18:34:35.696988,,,105640.20208740234
2022-02-13 18:34:35.696988,,,105640.20208740234
2022-02-14 18:34:35.696988,,,105640.20208740234
2022-02-15 18:34:35.696988,2269.HK,1798.6508712768557,107438.8529586792
2022-02-16 18:34:35.696988,3690.HK,-5023.9990234375,102414.8539352417
2022-02-17 18:34:35.696988,2382.HK,-2043.9906005859373,100370.86333465576
2022-02-18 18:34:35.696988,0388.HK,-1295.6502685546875,99075.21306610107
2022-02-19 18:34:35.696988,,,99075.21306610107
2022-02-20 18:34:35.696988,,,99075.21306610107
2022-02-21 18:34:35.696988,3690.HK,-1692.7994384765625,97382.41362762451
2022-02-22 18:34:35.696988,3690.HK,171.89883422851562,97554.31246185303
2022-02-23 18:34:35.696988,,,97554.31246185303
2022-02-24 18:34:35.696988,,,97554.31246185303
2022-02-25 18:34:35.696988,9626.HK,1538.9991760253906,99093.31163787842
2022-02-26 18:34:35.696988,,,99093.31163787842
2022-02-27 18:34:35.696988,,,99093.31163787842
2022-02-28 18:34:35.696988,0388.HK,-1874.492919921875,97218.81871795654
2022-03-01 18:34:35.696988,,,97218.81871795654
2022-03-02 18:34:35.696988,,,97218.81871795654
2022-03-03 18:34:35.696988,,,97218.81871795654
2022-03-04 18:34:35.696988,0388.HK,-1435.764129638672,95783.05458831787
2022-03-05 18:34:35.696988,,,95783.05458831787
2022-03-06 18:34:35.696988,,,95783.05458831787
2022-03-07 18:34:35.696988,0388.HK,-230.2939453125,95552.76064300537
2022-03-08 18:34:35.696988,9626.HK,2585.3988647460938,98138.15950775146
2022-03-09 18:34:35.696988,,,98138.15950775146
2022-03-10 18:34:35.696988,9626.HK,-3401.0,94737.15950775146
2022-03-11 18:34:35.696988,9626.HK,-7295.399711608887,87441.75979614258
2022-03-12 18:34:35.696988,,,87441.75979614258
2022-03-13 18:34:35.696988,,,87441.75979614258
2022-03-14 18:34:35.696988,,,87441.75979614258
2022-03-15 18:34:35.696988,9618.HK,10369.61962890625,97811.37942504883
2022-03-16 18:34:35.696988,0700.HK,2037.417724609375,99848.7971496582
2022-03-17 18:34:35.696988,9626.HK,-2909.6980590820312,96939.09909057617
2022-03-18 18:34:35.696988,,,96939.09909057617
2022-03-19 18:34:35.696988,,,96939.09909057617
2022-03-20 18:34:35.696988,,,96939.09909057617
2022-03-21 18:34:35.696988,2382.HK,1642.4408111572266,98581.5399017334
2022-03-22 18:34:35.696988,2382.HK,-3446.0558471679688,95135.48405456543
2022-03-23 18:34:35.696988,,,95135.48405456543
2022-03-24 18:34:35.696988,,,95135.48405456543
2022-03-25 18:34:35.696988,2382.HK,1261.2832641601562,96396.76731872559
2022-03-26 18:34:35.696988,,,96396.76731872559
2022-03-27 18:34:35.696988,,,96396.76731872559
2022-03-28 18:34:35.696988,0700.HK,2043.589324951172,98440.35664367676
2022-03-29 18:34:35.696988,0316.HK,2664.2449951171875,101104.60163879395
2022-03-30 18:34:35.696988,,,101104.60163879395
2022-03-31 18:34:35.696988,,,101104.60163879395
2022-04-01 18:34:35.696988,2382.HK,-1540.565460205078,99564.03617858887
2022-04-02 18:34:35.696988,,,99564.03617858887
2022-04-03 18:34:35.696988,,,99564.03617858887
2022-04-04 18:34:35.696988,,,99564.03617858887
2022-04-05 18:34:35.696988,,,99564.03617858887
2022-04-06 18:34:35.696988,2382.HK,-3433.9769439697266,96130.05923461914
2022-04-07 18:34:35.696988,0316.HK,-259.8909149169922,95870.16831970215
2022-04-08 18:34:35.696988,,,95870.16831970215
2022-04-09 18:34:35.696988,,,95870.16831970215
2022-04-10 18:34:35.696988,,,95870.16831970215
2022-04-11 18:34:35.696988,,,95870.16831970215
2022-04-12 18:34:35.696988,9626.HK,-4122.30046081543,91747.86785888672
2022-04-13 18:34:35.696988,0388.HK,-911.3048706054688,90836.56298828125
2022-04-14 18:34:35.696988,,,90836.56298828125
2022-04-15 18:34:35.696988,,,90836.56298828125
2022-04-16 18:34:35.696988,,,90836.56298828125
2022-04-17 18:34:35.696988,,,90836.56298828125
2022-04-18 18:34:35.696988,,,90836.56298828125
2022-04-19 18:34:35.696988,0388.HK,-691.690185546875,90144.87280273438
2022-04-20 18:34:35.696988,9626.HK,-1411.0,88733.87280273438
2022-04-21 18:34:35.696988,9626.HK,-2362.998962402344,86370.87384033203
2022-04-22 18:34:35.696988,,,86370.87384033203
2022-04-23 18:34:35.696988,,,86370.87384033203
2022-04-24 18:34:35.696988,,,86370.87384033203
2022-04-25 18:34:35.696988,9626.HK,1781.9989013671875,88152.87274169922
2022-04-26 18:34:35.696988,,,88152.87274169922
2022-04-27 18:34:35.696988,9626.HK,1816.5,89969.37274169922
2022-04-28 18:34:35.696988,9626.HK,3884.401519775391,93853.77426147461
2022-04-29 18:34:35.696988,0700.HK,-743.5019836425781,93110.27227783203
2022-04-30 18:34:35.696988,,,93110.27227783203
2022-05-01 18:34:35.696988,,,93110.27227783203
2022-05-02 18:34:35.696988,,,93110.27227783203
2022-05-03 18:34:35.696988,0011.HK,-309.8796844482422,92800.39259338379
2022-05-04 18:34:35.696988,,,92800.39259338379
2022-05-05 18:34:35.696988,9626.HK,-2700.399475097656,90099.99311828613
2022-05-06 18:34:35.696988,9626.HK,-1448.0,88651.99311828613
2022-05-07 18:34:35.696988,,,88651.99311828613
2022-05-08 18:34:35.696988,,,88651.99311828613
2022-05-09 18:34:35.696988,,,88651.99311828613
2022-05-10 18:34:35.696988,9626.HK,-1444.0011596679688,87207.99195861816
2022-05-11 18:34:35.696988,,,87207.99195861816
2022-05-12 18:34:35.696988,9618.HK,1211.1290740966797,88419.12103271484
2022-05-13 18:34:35.696988,,,88419.12103271484
2022-05-14 18:34:35.696988,,,88419.12103271484
2022-05-15 18:34:35.696988,,,88419.12103271484
2022-05-16 18:34:35.696988,9618.HK,2168.3143615722656,90587.43539428711
2022-05-17 18:34:35.696988,9618.HK,-1429.8603515625,89157.57504272461
2022-05-18 18:34:35.696988,,,89157.57504272461
2022-05-19 18:34:35.696988,,,89157.57504272461
2022-05-20 18:34:35.696988,0700.HK,-1192.801025390625,87964.77401733398
2022-05-21 18:34:35.696988,,,87964.77401733398
2022-05-22 18:34:35.696988,,,87964.77401733398
2022-05-23 18:34:35.696988,0669.HK,-1623.7447204589844,86341.029296875
2022-05-24 18:34:35.696988,2020.HK,2718.817253112793,89059.8465499878
2022-05-25 18:34:35.696988,0700.HK,1376.0,90435.8465499878
2022-05-26 18:34:35.696988,,,90435.8465499878
2022-05-27 18:34:35.696988,9626.HK,2784.600555419922,93220.44710540771
2022-05-28 18:34:35.696988,,,93220.44710540771
2022-05-29 18:34:35.696988,,,93220.44710540771
2022-05-30 18:34:35.696988,9626.HK,1459.5994567871094,94680.04656219482
2022-05-31 18:34:35.696988,,,94680.04656219482
2022-06-01 18:34:35.696988,,,94680.04656219482
2022-06-02 18:34:35.696988,,,94680.04656219482
2022-06-03 18:34:35.696988,,,94680.04656219482
2022-06-04 18:34:35.696988,,,94680.04656219482
2022-06-05 18:34:35.696988,,,94680.04656219482
2022-06-06 18:34:35.696988,,,94680.04656219482
2022-06-07 18:34:35.696988,,,94680.04656219482
2022-06-08 18:34:35.696988,,,94680.04656219482
2022-06-09 18:34:35.696988,,,94680.04656219482
2022-06-10 18:34:35.696988,0316.HK,1255.780517578125,95935.82707977295
2022-06-11 18:34:35.696988,,,95935.82707977295
2022-06-12 18:34:35.696988,,,95935.82707977295
2022-06-13 18:34:35.696988,,,95935.82707977295
2022-06-14 18:34:35.696988,,,95935.82707977295
2022-06-15 18:34:35.696988,9626.HK,152.0,96087.82707977295
2022-06-16 18:34:35.696988,0669.HK,-1809.8312530517576,94277.99582672119
2022-06-17 18:34:35.696988,,,94277.99582672119
2022-06-18 18:34:35.696988,,,94277.99582672119
2022-06-19 18:34:35.696988,,,94277.99582672119
2022-06-20 18:34:35.696988,0316.HK,-2232.7390747070312,92045.25675201416
2022-06-21 18:34:35.696988,9999.HK,2263.026428222656,94308.28318023682
2022-06-22 18:34:35.696988,,,94308.28318023682
2022-06-23 18:34:35.696988,,,94308.28318023682
2022-06-24 18:34:35.696988,0316.HK,-333.7093048095703,93974.57387542725
2022-06-25 18:34:35.696988,,,93974.57387542725
2022-06-26 18:34:35.696988,,,93974.57387542725
2022-06-27 18:34:35.696988,,,93974.57387542725
2022-06-28 18:34:35.696988,,,93974.57387542725
2022-06-29 18:34:35.696988,0700.HK,-1530.0,92444.57387542725
2022-06-30 18:34:35.696988,0316.HK,150.86050415039062,92595.43437957764
2022-07-01 18:34:35.696988,,,92595.43437957764
2022-07-02 18:34:35.696988,,,92595.43437957764
2022-07-03 18:34:35.696988,,,92595.43437957764
2022-07-04 18:34:35.696988,,,92595.43437957764
2022-07-05 18:34:35.696988,0700.HK,-563.199462890625,92032.23491668701
2022-07-06 18:34:35.696988,,,92032.23491668701
2022-07-07 18:34:35.696988,,,92032.23491668701
2022-07-08 18:34:35.696988,,,92032.23491668701
2022-07-09 18:34:35.696988,,,92032.23491668701
2022-07-10 18:34:35.696988,,,92032.23491668701
2022-07-11 18:34:35.696988,0700.HK,-1548.5994567871094,90483.6354598999
2022-07-12 18:34:35.696988,9618.HK,1755.599594116211,92239.23505401611
2022-07-13 18:34:35.696988,1211.HK,1701.9985961914062,93941.23365020752
2022-07-14 18:34:35.696988,1211.HK,798.0,94739.23365020752
2022-07-15 18:34:35.696988,,,94739.23365020752
2022-07-16 18:34:35.696988,,,94739.23365020752
2022-07-17 18:34:35.696988,,,94739.23365020752
2022-07-18 18:34:35.696988,9626.HK,2328.802001953125,97068.03565216064
2022-07-19 18:34:35.696988,0700.HK,-652.8017578125,96415.23389434814
2022-07-20 18:34:35.696988,0388.HK,-378.0965576171875,96037.13733673096
2022-07-21 18:34:35.696988,1211.HK,524.4006958007812,96561.53803253174
2022-07-22 18:34:35.696988,,,96561.53803253174
2022-07-23 18:34:35.696988,,,96561.53803253174
2022-07-24 18:34:35.696988,,,96561.53803253174
2022-07-25 18:34:35.696988,0388.HK,587.6202392578125,97149.15827178955
2022-07-26 18:34:35.696988,0700.HK,-2214.8005981445312,94934.35767364502
2022-07-27 18:34:35.696988,,,94934.35767364502
2022-07-28 18:34:35.696988,,,94934.35767364502
2022-07-29 18:34:35.696988,0700.HK,-428.3981323242188,94505.9595413208
2022-07-30 18:34:35.696988,,,94505.9595413208
2022-07-31 18:34:35.696988,,,94505.9595413208
2022-08-01 18:34:35.696988,,,94505.9595413208
2022-08-02 18:34:35.696988,,,94505.9595413208
2022-08-03 18:34:35.696988,0700.HK,-332.80126953125,94173.15827178955
2022-08-04 18:34:35.696988,,,94173.15827178955
2022-08-05 18:34:35.696988,0881.HK,-1135.5,93037.65827178955
2022-08-06 18:34:35.696988,,,93037.65827178955
2022-08-07 18:34:35.696988,,,93037.65827178955
2022-08-08 18:34:35.696988,9999.HK,311.79371643066406,93349.45198822021
2022-08-09 18:34:35.696988,0700.HK,251.99935913085935,93601.45134735107
2022-08-10 18:34:35.696988,,,93601.45134735107
2022-08-11 18:34:35.696988,9618.HK,0.0,93601.45134735107
2022-08-12 18:34:35.696988,,,93601.45134735107
2022-08-13 18:34:35.696988,,,93601.45134735107
2022-08-14 18:34:35.696988,,,93601.45134735107
2022-08-15 18:34:35.696988,,,93601.45134735107
2022-08-16 18:34:35.696988,0316.HK,-1976.6383361816409,91624.81301116943
2022-08-17 18:34:35.696988,,,91624.81301116943
2022-08-18 18:34:35.696988,0316.HK,1989.178466796875,93613.99147796631
2022-08-19 18:34:35.696988,0316.HK,-1592.2167053222656,92021.77477264404
2022-08-20 18:34:35.696988,,,92021.77477264404
2022-08-21 18:34:35.696988,,,92021.77477264404
2022-08-22 18:34:35.696988,0388.HK,-827.0201110839844,91194.75466156006
2022-08-23 18:34:35.696988,2688.HK,1794.3236846923828,92989.07834625244
2022-08-24 18:34:35.696988,0316.HK,0.0,92989.07834625244
2022-08-25 18:34:35.696988,1211.HK,98.39849853515624,93087.4768447876
2022-08-26 18:34:35.696988,,,93087.4768447876
2022-08-27 18:34:35.696988,,,93087.4768447876
2022-08-28 18:34:35.696988,,,93087.4768447876
