STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL,1000000,
7459.T,1765.452271,196,1784.843018,3800.586426,1.1,5/19/2017,5/25/2017,4,93.35530574,84.34181347,227.9475883,1742623.277,
3401.T,1741.509521,207,1748.185303,1381.886719,0.38,5/29/2017,6/1/2017,2,23.59227078,21.46766701,540.0124479,1744005.164,
4503.T,1233.077271,255,1145.664063,-22290.36804,-7.09,5/16/2017,6/6/2017,14,17.01445161,11.59499747,285.2407696,1721714.796,
3291.T,1469.011597,245,1500.301392,7665.999756,2.13,5/25/2017,6/8/2017,9,60.66782238,48.05420862,552.7655326,1729380.796,
6727.T,327.8172302,872,309.8053284,-15706.37842,-5.49,5/24/2017,6/14/2017,14,11.16010327,6.981464546,387.079088,1713674.417,
2371.T,1391.563721,248,1396.020752,1105.34375,0.32,5/22/2017,6/15/2017,17,25.3743902,20.61337237,467.7395655,1714779.761,
4183.T,2274.219482,159,2290.40625,2573.696045,0.71,6/1/2017,6/20/2017,13,16.26669794,10.81363854,625.6788048,1717353.457,
2181.T,84.85734558,3672,84.8953476,139.543396,0.04,6/19/2017,6/28/2017,7,37.49891831,20.72140251,695.1478371,1717493,
7747.T,1210.748535,300,1239.619385,8661.254883,2.38,6/20/2017,6/30/2017,8,19.43063583,15.61424036,639.1385368,1726154.255,
8001.T,1269.482666,231,1375.841431,24568.87463,8.38,6/7/2017,7/5/2017,20,23.41377357,18.90749125,669.2884261,1750723.13,
8174.T,1065.400391,348,1066.836426,499.7402344,0.13,7/3/2017,7/5/2017,2,34.39666513,31.91731336,717.1477699,1751222.87,
8308.T,469.8869934,664,472.4162292,1679.412598,0.54,6/29/2017,7/6/2017,5,67.67128755,61.15282352,210.4108988,1752902.283,
8002.T,532.5775757,689,557.8485718,17411.71631,4.75,6/13/2017,7/7/2017,18,36.74686642,20.68373737,628.0512913,1770313.999,
7309.T,16040.30078,19,16903.77734,16406.05469,5.38,6/16/2017,7/13/2017,19,22.88447131,13.06511449,624.244585,1786720.054,
7518.T,1007.566895,342,1012.916992,1829.733398,0.53,7/5/2017,7/24/2017,13,49.32284842,32.54113399,564.9776108,1788549.787,
4921.T,957.795166,362,1082.462158,45129.45117,13.02,7/10/2017,7/28/2017,14,17.75135921,14.97114434,638.3466968,1833679.238,
9766.T,5662.255371,59,5175.080566,-28743.31348,-8.6,7/14/2017,7/28/2017,10,36.57158306,26.48662727,633.3748677,1804935.925,
2871.T,2962.935059,117,2813.200439,-17518.95044,-5.05,7/11/2017,7/31/2017,14,28.40582741,18.25862386,640.7364874,1787416.974,
2802.T,2211.321045,151,2006.920532,-30864.47742,-9.24,7/13/2017,7/31/2017,12,24.38631855,14.84018342,576.116493,1756552.497,
8304.T,3137.141602,106,3144.404297,769.8457031,0.23,8/3/2017,8/15/2017,8,35.08330809,25.53337168,598.1192211,1757322.343,
6134.T,1616.382813,206,1625.805298,1941.031982,0.58,8/15/2017,8/23/2017,6,60.07036124,45.03506208,602.6685174,1759263.375,
9069.T,620.1373291,535,639.8766479,10560.53558,3.18,8/1/2017,8/25/2017,18,62.14664464,48.27329101,519.7564552,1769823.91,
4568.T,729.6912231,455,778.0414429,21999.34998,6.63,8/2/2017,9/5/2017,24,4.388768133,3.845864631,679.8462648,1791823.26,
9787.T,3457.600586,96,3466.965332,899.015625,0.27,8/4/2017,9/11/2017,26,61.61805464,46.45265619,489.7644255,1792722.276,
3402.T,899.1105957,381,900.4205322,499.0858154,0.15,8/25/2017,9/11/2017,11,59.21371253,43.93617105,578.8994745,1793221.362,
3549.T,6325.287598,56,6914.600098,33001.5,9.32,9/6/2017,9/13/2017,5,35.71130566,24.25629153,556.3335631,1826222.862,
3288.T,1485.34668,225,1643.408203,35563.84277,10.64,8/23/2017,9/25/2017,23,25.31801387,15.72723225,633.0574671,1861786.704,
7741.T,5750.019531,58,5800.97998,2955.706055,0.89,9/11/2017,9/26/2017,11,32.94832238,23.36490762,637.5982934,1864742.411,
1878.T,14838.98633,23,16103.71289,29088.71094,8.52,9/12/2017,9/29/2017,13,45.49106412,33.6229464,674.2404927,1893831.121,
9715.T,2210.175293,167,2250.202148,6684.484863,1.81,9/25/2017,10/5/2017,6,81.82574508,73.97511757,277.7651745,1900515.606,
4686.T,2334.331055,158,2342.18042,1240.199707,0.34,9/29/2017,10/11/2017,6,38.17585658,26.82496258,579.9805578,1901755.806,
8282.T,1021.9776,329,1071.407593,16262.46759,4.84,9/26/2017,10/12/2017,10,44.27328583,35.18075,631.1712828,1918018.274,
9697.T,635.18573,610,659.3887329,14763.83179,3.81,9/13/2017,10/13/2017,20,16.85638551,9.353239118,602.9168101,1932782.105,
8570.T,1984.571777,175,2068.44751,14678.25317,4.23,7/26/2017,10/17/2017,57,31.37878901,20.94620065,533.5453715,1947460.359,
3349.T,12198.30957,29,11561.41211,-18470.02637,-5.22,10/12/2017,10/23/2017,7,22.62019824,17.01718188,565.5608106,1928990.332,
4042.T,1940.397461,193,2043.19458,19839.84399,5.3,10/11/2017,10/30/2017,13,23.2352022,22.30043899,485.5461261,1948830.176,
9843.T,15457.82324,24,15769.27832,7474.921875,2.01,10/10/2017,10/31/2017,15,12.5102539,9.83532763,579.6684775,1956305.098,
8053.T,1215.526367,299,1261.417114,13721.33337,3.78,10/17/2017,11/2/2017,12,42.35764968,36.95220979,619.2845198,1970026.431,
6005.T,2411.204346,166,2754.056396,56913.44043,14.22,10/13/2017,11/7/2017,17,42.33722954,24.06138085,618.1588486,2026939.872,
4183.T,2800.716064,119,2804.816406,487.9406738,0.15,10/23/2017,11/7/2017,11,40.00008182,30.29490578,532.8961867,2027427.813,
3003.T,986.0357056,383,1001.805664,6039.894104,1.6,11/2/2017,11/9/2017,5,73.69456249,52.81202702,552.8493219,2033467.707,0.421097387
8425.T,2468.964355,156,2328.502441,-21912.05859,-5.69,10/31/2017,11/13/2017,9,16.03454977,12.04158774,590.601681,2011555.648,
3288.T,1898.936401,204,1960.122192,12481.90137,3.22,11/1/2017,11/13/2017,8,74.47948196,64.7931054,471.2764504,2024037.549,
3880.T,1350.202393,292,1362.494263,3589.226074,0.91,11/7/2017,11/13/2017,4,77.56627363,60.4303069,468.1240383,2027626.775,
2768.T,1207.700684,321,1211.498413,1219.071167,0.31,11/21/2017,11/24/2017,3,28.20511333,26.04986935,684.2816751,2028845.847,
5857.T,788.2324829,493,794.7593384,3217.739746,0.83,11/22/2017,11/24/2017,2,10.17065107,8.57608842,566.974909,2032063.586,
1951.T,2101.152344,184,2195.397705,17341.14648,4.49,11/16/2017,11/28/2017,8,68.98640501,58.75540477,394.9566871,2049404.733,
6098.T,2548.222412,156,2600.688232,8184.667969,2.06,11/30/2017,12/8/2017,6,31.13644989,22.20099675,655.5043245,2057589.401,
1719.T,708.5715332,549,711.7208252,1728.961304,0.44,11/24/2017,12/18/2017,16,43.45057558,40.87482374,616.3869834,2059318.362,
6367.T,12385.54492,31,12493.74023,3354.054688,0.87,11/29/2017,12/19/2017,14,51.35107737,43.2145675,639.6163857,2062672.417,
5713.T,3526.641846,114,4034.808105,57930.95361,14.41,12/8/2017,12/22/2017,10,9.476450143,6.772805506,684.5849114,2120603.37,
9519.T,298.75,1300,278.5,-26325,-6.78,11/17/2017,12/25/2017,25,23.89771837,16.81253411,587.6998677,2094278.37,
2181.T,104.0850906,3863,114.919075,41851.68164,10.41,12/1/2017,12/27/2017,16,19.72803073,16.95361217,645.8519881,2136130.052,
6758.T,4937.546387,78,5085.914063,11572.67871,3,12/20/2017,1/4/2018,8,22.57631074,14.50098584,467.4246642,2147702.731,
6183.T,1178.891479,309,1326.149048,45502.58862,12.49,12/25/2017,1/11/2018,11,50.09222269,47.12267698,465.4769038,2193205.319,
6506.T,4611.450684,100,5171.547363,56009.66797,12.15,12/22/2017,1/12/2018,12,40.56739685,35.33061374,665.515302,2249214.987,
8194.T,2795.617676,147,2650.154785,-21383.04492,-5.2,1/4/2018,1/12/2018,6,39.41175189,32.934741,521.2394721,2227831.942,
6753.T,3587.407959,109,3734.39502,16021.5896,4.1,12/18/2017,1/15/2018,17,71.8725263,66.78779743,226.6482686,2243853.532,
4922.T,17119.99219,25,17223.80469,2595.3125,0.61,12/27/2017,1/15/2018,12,71.39622658,60.74736023,556.5831848,2246448.845,
6098.T,2693.105957,160,2702.251221,1463.242188,0.34,1/22/2018,1/26/2018,4,43.59239202,43.18899144,524.5218802,2247912.087,
4849.T,4827.59668,89,5082.606445,22695.86914,5.28,1/15/2018,1/29/2018,10,77.60822326,73.0198755,301.6111853,2270607.956,
9090.T,871.7072144,494,1009.961914,68297.82166,15.86,1/19/2018,2/1/2018,9,57.29950773,49.24148536,584.1422255,2338905.778,
2809.T,2659.918213,162,2750.224365,14629.59668,3.4,1/16/2018,2/5/2018,14,32.95028012,28.56968029,635.3764486,2353535.374,
4061.T,3575.238525,123,3379.061279,-24129.80127,-5.49,1/29/2018,2/5/2018,5,26.36367395,21.75396156,576.1908662,2329405.573,
9143.T,1172.041748,402,1087.812378,-33860.20679,-7.19,2/1/2018,2/5/2018,2,75.67652577,66.75556595,419.9257785,2295545.366,
1417.T,1421.406982,303,1347.53418,-22383.45923,-5.2,1/23/2018,2/6/2018,10,47.27270676,46.59105172,542.0870998,2273161.907,
7272.T,2710.029785,160,2772.779297,10039.92188,2.32,2/7/2018,2/8/2018,1,20.48970415,18.55008467,662.9015384,2283201.829,
8804.T,1397.912476,313,1418.50647,6445.920166,1.47,2/16/2018,2/26/2018,5,22.95362752,18.16176164,631.679306,2289647.749,
9715.T,2499.934326,175,2519.077637,3350.079346,0.77,2/15/2018,2/27/2018,6,22.52101451,17.47177485,537.5977365,2292997.828,
5110.T,1676.598145,261,1576.5625,-26109.30322,-5.97,2/19/2018,3/2/2018,9,30.06727956,23.89204597,642.2586475,2266888.525,
6134.T,1919.341553,232,1795.652588,-28695.83984,-6.44,2/27/2018,3/2/2018,3,37.54091749,33.41450922,11.21979729,2238192.685,
6268.T,3929.230957,111,3666.991211,-29108.61182,-6.67,2/21/2018,3/5/2018,8,19.820924,14.86793132,727.1042706,2209084.073,
6594.T,8014.728516,55,8057.780762,2367.873535,0.54,2/26/2018,3/6/2018,6,30.46238147,24.74798281,24.08116353,2211451.947,
2371.T,1672.950439,250,1683.772705,2705.566406,0.65,3/6/2018,3/13/2018,5,45.47520173,41.94047348,166.4948819,2214157.513,
9064.T,2473.907471,169,2478.485352,773.6618652,0.19,3/8/2018,3/16/2018,6,29.0799411,20.11410761,688.9405211,2214931.175,
4568.T,1153.724731,364,1158.067871,1580.902832,0.38,3/9/2018,3/22/2018,9,31.33512942,20.60277566,678.2571278,2216512.078,
4527.T,1407.844971,299,1408.32251,142.7841797,0.03,3/13/2018,3/22/2018,7,52.54598206,42.96888994,412.0256434,2216654.862,
8002.T,614.7731934,711,579.805542,-24862.00012,-5.69,2/8/2018,3/23/2018,29,31.88674412,30.31186452,668.0137583,2191792.862,
4686.T,2492.308105,168,2328.443848,-27529.19531,-6.57,3/22/2018,3/23/2018,1,72.67088655,65.93448842,118.1426343,2164263.667,
4506.T,1550.38916,271,1577.024902,7218.286133,1.72,3/12/2018,3/27/2018,11,62.77290899,52.94267114,298.4079074,2171481.953,
6532.T,293.1607361,1402,316.7266846,33039.45978,8.04,3/26/2018,3/29/2018,3,37.1621877,31.07251895,446.9400457,2204521.413,
3765.T,3254.069092,129,3515.890869,33775.00928,8.05,3/29/2018,4/9/2018,4,28.0767395,24.59870397,657.6578664,2238296.422,
2503.T,2506.309082,168,2571.352539,10927.30078,2.6,4/4/2018,4/12/2018,5,54.97345001,43.11710745,601.778906,2249223.723,
3167.T,876.4465332,473,921.9103394,21504.38031,5.19,3/27/2018,4/17/2018,12,10.20361348,7.432801439,677.0912879,2270728.103,
3941.T,820.3210449,519,821.2012329,456.8175659,0.11,4/5/2018,4/18/2018,9,40.00770893,31.89027499,564.9293004,2271184.921,
4612.T,746.1373291,567,821.6110229,42793.58441,10.12,3/30/2018,4/20/2018,13,33.06121671,23.75371843,604.7758794,2313978.505,
7741.T,5210.964355,87,5456.737305,21382.24658,4.72,4/9/2018,4/23/2018,10,36.123563,29.12013804,401.0748957,2335360.752,
4183.T,2793.072754,154,2813.854736,3200.425293,0.74,4/13/2018,4/23/2018,6,65.86554,58.3045648,264.4854727,2338561.177,
9508.T,1138.375,397,1163.652832,10035.29932,2.22,4/24/2018,5/2/2018,5,69.15728664,61.45771919,441.2286563,2348596.476,
2317.T,236.3933411,1913,239.2517853,5468.203781,1.21,4/25/2018,5/2/2018,4,28.81117137,24.18281452,427.7562594,2354064.68,
7419.T,1208.425293,374,1224.385498,5969.116699,1.32,4/26/2018,5/9/2018,8,64.33718117,51.37705967,352.5528754,2360033.797,
9697.T,1015.60675,424,1131.059326,48951.89209,11.37,4/18/2018,5/10/2018,15,10.06133198,7.938304077,630.9390718,2408985.689,
4849.T,4775.950195,94,5272.152832,46643.04785,10.39,4/20/2018,5/14/2018,15,15.15477839,12.08782949,679.5981655,2455628.737,
9519.T,543,916,631.5,81066,16.3,5/14/2018,5/17/2018,3,5.194269446,3.036270223,537.9713545,2536694.737,
2702.T,5029.183594,93,5048.378906,1785.164063,0.38,5/11/2018,5/24/2018,8,56.19045793,45.85484241,607.8758033,2538479.901,
3360.T,1739.907471,264,1852.828491,29811.14941,6.49,5/8/2018,5/25/2018,12,42.43820645,38.15930138,555.3111106,2568291.05,
4062.T,1654.742188,349,1673.588867,6577.491211,1.14,5/17/2018,6/4/2018,11,30.12660085,22.9592118,649.2640656,2574868.541,
2175.T,1882.60437,244,2015.147705,32340.57373,7.04,5/7/2018,6/5/2018,20,6.504085772,4.38856666,578.5172481,2607209.115,
3231.T,2044.283936,250,2060.716309,4108.093262,0.8,6/5/2018,6/20/2018,10,7.920410474,7.009500091,637.7296362,2611317.208,
9509.T,648.1606445,793,657.6925659,7558.81366,1.47,6/6/2018,6/20/2018,9,21.89882671,16.67373402,689.687683,2618876.022,
6952.T,1493.463989,313,1516.000488,7053.924194,1.51,5/10/2018,6/21/2018,28,40.99534726,31.56151855,574.6670832,2625929.946,
9502.T,1407.538696,340,1407.956055,141.9018555,0.03,5/31/2018,6/26/2018,17,13.63598447,9.020430168,548.9402961,2626071.848,
8698.T,554.3053589,934,566.7018433,11578.31641,2.24,6/20/2018,6/29/2018,7,23.8120967,16.13537413,0.082543231,2637650.165,
7741.T,5993.22998,81,6023.83252,2478.805664,0.51,6/26/2018,6/29/2018,3,33.91836107,25.24227927,489.6959628,2640128.97,
1820.T,2485.219238,213,2358.461426,-26999.41406,-5.1,6/4/2018,7/2/2018,18,61.15344279,45.31245194,659.1174852,2613129.556,
6670.T,719.3057251,699,678.5421753,-28493.72131,-5.67,6/29/2018,7/5/2018,3,20.30093734,13.51539907,719.1054768,2584635.835,
9697.T,1287.342529,390,1175.175171,-43745.26978,-8.71,7/4/2018,7/10/2018,4,63.47412609,53.59620328,245.1372315,2540890.565,
4527.T,1692.795044,291,1601.681641,-26514.00037,-5.38,6/27/2018,7/23/2018,17,23.85676635,16.33410359,673.5713908,2514376.565,
2371.T,2265.910645,210,2307.75415,8787.13623,1.85,7/12/2018,7/23/2018,7,60.98349671,43.08444748,615.4216502,2523163.701,
7177.T,695.039978,685,720.4876709,17431.66962,3.66,7/10/2018,7/30/2018,14,24.84579474,10.92294267,640.7384117,2540595.371,
2784.T,2291.96875,215,2387.541504,20548.14209,4.17,7/6/2018,7/31/2018,17,14.19561877,10.66351519,711.8495353,2561143.513,
4974.T,2207.145508,223,2351.04834,32090.33154,6.52,7/9/2018,8/1/2018,17,15.90454343,9.815036033,625.6382133,2593233.844,
5021.T,3219.301758,147,3259.745605,5945.245605,1.26,7/24/2018,8/3/2018,8,52.75008713,42.62712281,201.3863785,2599179.09,
1605.T,943.5507813,506,992.4667358,24751.47302,5.18,7/25/2018,8/6/2018,8,65.17420806,54.25647822,181.690279,2623930.563,
3038.T,677.3060913,753,639.1998901,-28693.96948,-5.63,8/1/2018,8/16/2018,11,48.72731997,38.90972608,501.3122585,2595236.593,
6849.T,3012.922119,166,3031.549561,3092.155273,0.62,8/7/2018,9/4/2018,20,54.69302141,40.07105389,434.0204385,2598328.749,
9715.T,2288.401611,218,2322.62207,7460.060059,1.5,8/14/2018,9/6/2018,17,18.60466938,14.55813586,508.0532642,2605788.809,
4568.T,1323.61731,373,1331.762329,3038.092285,0.62,8/22/2018,9/6/2018,11,7.54909122,6.543995154,664.3609922,2608826.901,
8572.T,397.881958,1244,409.7182312,14724.32385,2.97,8/23/2018,9/6/2018,10,35.90914746,25.63645455,562.0722055,2623551.225,
9508.T,1100.894165,449,1136.631592,16046.10461,3.25,8/17/2018,9/18/2018,22,19.85873931,13.39545497,570.6711909,2639597.329,
6005.T,2938.015869,171,3309.977051,63605.36206,12.66,9/11/2018,9/20/2018,7,67.07319795,63.98160759,166.794008,2703202.691,
2914.T,1987.795898,253,2046.72937,14910.16833,2.96,9/10/2018,9/25/2018,10,3.678347898,2.752596198,568.2105754,2718112.86,
4503.T,1636.578003,308,1694.965332,17983.29736,3.57,9/13/2018,9/25/2018,7,42.09682601,25.15519725,547.9744993,2736096.157,
2651.T,5810.444336,86,5913.894531,8896.716797,1.78,9/14/2018,9/25/2018,6,68.7649232,53.35122957,485.9406187,2744992.874,
5411.T,1978.54248,260,2125.50415,38210.03418,7.43,9/18/2018,9/28/2018,7,32.6947131,20.11602892,629.6220328,2783202.908,
6383.T,1796.209961,315,1860.879232,20370.82031,3.6,9/20/2018,10/4/2018,8,35.66135829,22.46020517,571.24691,2803573.728,
9684.T,4334.738281,119,4031.446289,-36091.74707,-7,9/25/2018,10/4/2018,6,16.83208696,11.72793221,319.7510021,2767481.981,
6544.T,825.2765503,647,893.2403564,43972.58258,8.24,9/28/2018,10/4/2018,3,67.12607103,61.99962422,349.8711333,2811454.564,
6920.T,1843.118652,289,1669.421387,-50198.50977,-9.42,10/1/2018,10/5/2018,4,19.66317365,13.24068925,669.4076879,2761256.054,
3774.T,552.9332886,933,519.4364014,-31252.59576,-6.06,9/26/2018,10/9/2018,8,45.56018778,35.96166762,592.3544849,2730003.458,
2702.T,4798.839355,108,4827.632813,3109.693359,0.6,10/10/2018,10/18/2018,5,61.36769902,56.8278518,279.7537373,2733113.152,
2670.T,1480.999756,353,1483.285278,806.7894287,0.15,10/12/2018,10/18/2018,3,53.78218507,46.72306499,602.2418147,2733919.941,
6479.T,1760.531006,297,1661.108643,-29528.44189,-5.65,10/17/2018,10/23/2018,4,20.40539368,15.12939692,594.2018799,2704391.499,
7947.T,2807.19873,186,2657.730957,-27801.00586,-5.32,10/22/2018,10/26/2018,4,14.17603315,9.807447689,650.3787583,2676590.493,
8194.T,2560.563965,200,2566.997559,1286.71875,0.25,10/24/2018,10/26/2018,2,30.5290974,25.52273441,639.6244288,2677877.212,
8439.T,5260.148438,96,4790.646973,-45072.14063,-8.93,10/31/2018,11/5/2018,3,12.46374827,7.327577345,745.0616278,2632805.072,
1721.T,2735.058594,186,2580.486816,-28750.35059,-5.65,11/1/2018,11/5/2018,2,27.27938917,18.54016321,684.6646548,2604054.721,0.280598021
8088.T,3704.45752,137,3718.489502,1922.381592,0.38,10/30/2018,11/8/2018,7,29.32040184,16.05797475,612.2135495,2605977.103,
2801.T,5730.286621,82,5826.756348,7910.517578,1.68,11/6/2018,11/16/2018,8,13.50850147,12.37507362,105.3105973,2613887.62,
6724.T,1567.889648,312,1575.476318,2367.041016,0.48,11/8/2018,11/19/2018,7,37.08332443,31.38356811,220.2784532,2616254.661,
8252.T,2229.88916,234,2092.692383,-32104.0459,-6.15,10/16/2018,11/21/2018,25,27.86888514,22.12655477,480.9430133,2584150.615,
4686.T,2297.571289,223,2315.275635,3948.069092,0.77,11/2/2018,11/21/2018,13,28.66684815,16.40483515,731.2404243,2588098.684,
7532.T,1804.100708,275,1662.178223,-39028.68347,-7.87,11/22/2018,11/29/2018,5,62.38265089,51.363528,229.8268625,2549070.001,
6976.T,1895.969482,263,2057.547119,42494.91846,8.52,11/26/2018,11/29/2018,3,11.87878711,9.895309412,410.8482045,2591564.919,
5108.T,3627.593018,133,3860.927734,31033.51733,6.43,11/19/2018,11/30/2018,9,62.76602923,55.09232997,261.486051,2622598.437,
5947.T,2651.354167,184,2480.402832,-31455.04557,-6.45,11/15/2018,12/6/2018,15,55.69665412,42.82921195,76.64099497,2591143.391,
1878.T,12283.05273,40,12710.82129,17110.74219,3.48,11/27/2018,12/18/2018,15,42.65036546,36.62133617,455.0591183,2608254.133,
3291.T,1665.10376,301,1714.620239,14904.46033,2.97,11/29/2018,12/19/2018,14,31.51208589,24.25601727,504.2671418,2623158.594,
8088.T,3596.878662,127,3414.461914,-23166.927,-5.07,12/7/2018,12/20/2018,9,17.13983082,11.92817928,367.2752454,2599991.667,
5857.T,947.6965942,536,873.3052368,-39873.76758,-7.85,12/3/2018,12/21/2018,14,47.31347936,35.6782235,477.85249,2560117.899,
2768.T,1582.509521,321,1413.236084,-54336.77344,-10.7,11/30/2018,12/25/2018,16,44.37382467,40.5721177,509.4573201,2505781.126,
3186.T,1145.584229,418,1268.639404,51437.06348,10.74,1/11/2019,1/17/2019,4,54.17718607,41.06673904,33.23442459,2557218.189,
3405.T,1297.161011,366,1439.155762,51970.07886,10.95,12/27/2018,1/21/2019,16,13.00588694,6.225264192,665.5003718,2609188.268,
7564.T,3727.695068,127,3496.189941,-29401.15112,-6.21,1/7/2019,1/21/2019,10,36.18495667,25.21539735,499.6468933,2579787.117,
7269.T,5166.646973,92,5399.370605,21410.57422,4.5,1/8/2019,1/25/2019,13,50.35347336,44.06031688,184.0696459,2601197.691,
3962.T,1078.555664,491,1015.037842,-31187.25073,-5.89,1/17/2019,1/28/2019,7,57.72696594,50.61682864,158.5429488,2570010.44,
9602.T,3953.945313,122,3680.763184,-33328.21973,-6.91,1/21/2019,1/28/2019,5,72.65629863,68.46878294,257.6494311,2536682.221,
3402.T,670.1854858,709,719.9910278,35312.12927,7.43,12/26/2018,1/29/2019,23,3.693724466,2.872175835,613.3178281,2571994.35,
6723.T,615,794,625,7940,1.63,1/24/2019,1/31/2019,5,86.21800403,81.53241447,58.41650531,2579934.35,
3382.T,4289.691895,115,4295.117676,623.9648438,0.13,1/25/2019,2/1/2019,5,36.7496086,34.48096088,314.2436766,2580558.315,
6273.T,33954.10938,14,34973.78125,14275.40625,3,1/29/2019,2/4/2019,4,78.85056712,75.94085665,133.0816305,2594833.721,
7564.T,3732.419189,132,3486.741211,-32429.49316,-6.58,1/31/2019,2/7/2019,2,57.40209281,52.50956704,312.7955784,2562404.228,
1973.T,771.140686,638,728.711792,-27069.6344,-5.5,2/4/2019,2/13/2019,4,49.36680771,29.85561308,345.2312874,2535334.593,
1719.T,595.7281494,829,598.9525757,2673.049377,0.54,2/6/2019,2/14/2019,5,53.8492169,45.05646437,422.7569975,2538007.643,
9508.T,1165.105957,404,1171.275146,2492.352539,0.53,2/13/2019,2/19/2019,4,35.65222293,34.03419615,525.5921942,2540499.995,
2282.T,3854.084961,125,3609.310303,-30596.83228,-6.35,2/14/2019,2/25/2019,7,26.00006021,23.43849899,563.6367977,2509903.163,
2269.T,3983.613525,123,4072.241699,10901.26538,2.22,2/5/2019,2/26/2019,13,19.09918729,16.14419013,415.3886163,2520804.428,
9433.T,2244.406982,217,2266.599854,4815.853027,0.99,2/18/2019,2/27/2019,7,43.18408229,37.21338357,579.5271313,2525620.281,
7735.T,1972.961548,241,1826.892334,-35202.68054,-7.4,2/12/2019,2/28/2019,12,31.50376971,25.41181967,426.5518417,2490417.601,
6326.T,1451.546631,310,1376.2677,-23336.46851,-5.19,2/25/2019,3/1/2019,4,27.92860581,24.43609364,457.9481192,2467081.132,
6301.T,2305.333496,205,2367.639648,12772.76123,2.7,2/19/2019,3/4/2019,9,44.66251678,37.43015444,591.0649893,2479853.894,
3288.T,1772.289307,280,1679.01062,-26118.03223,-5.26,2/27/2019,3/8/2019,7,25.72974374,22.1189299,611.0943201,2453735.861,
5105.T,1185.983521,383,1077.701782,-41471.90576,-9.13,3/1/2019,3/8/2019,5,17.33332628,11.0261882,529.6169521,2412263.956,
9697.T,1095.590942,424,1157.872681,26407.45703,5.68,3/4/2019,3/25/2019,15,27.90709352,17.01840849,593.9152416,2438671.413,
6201.T,5349.146973,84,4965.791504,-32201.85938,-7.17,3/12/2019,3/25/2019,9,83.45082579,78.3842021,172.4681287,2406469.553,
7956.T,3930.821045,115,4001.887695,8172.664795,1.81,3/15/2019,3/27/2019,8,31.92307205,26.25128631,627.9359822,2414642.218,
2503.T,2211.022949,204,2233.438965,4572.867188,1.01,3/11/2019,3/28/2019,13,20.33797546,11.34310506,665.1770417,2419215.085,
6113.T,911.9535522,498,999.0881348,43393.02209,9.55,3/26/2019,4/2/2019,5,22.73077324,18.38568793,540.0795996,2462608.107,
4063.T,1746.635938,262,1949.389063,53121.31875,11.61,3/18/2019,4/3/2019,12,30.2675234,26.03002161,635.1698604,2515729.426,
7733.T,1165.739014,392,1204.532227,15206.93945,3.33,3/29/2019,4/15/2019,10,43.1642701,38.22099503,603.7969744,2530936.366,
7177.T,537.9519653,936,539.5845947,1528.141113,0.3,4/3/2019,4/17/2019,9,20.61588061,16.76135882,661.8245779,2532464.507,
2897.T,7323.294922,62,7332.842773,591.9667969,0.13,3/27/2019,4/19/2019,15,39.07337471,25.81606075,607.4388269,2533056.473,
5021.T,1990.819336,253,1876.27002,-28980.97705,-5.75,4/5/2019,4/19/2019,9,40.05987398,30.49661787,476.2264936,2504075.496,
4536.T,1523.506348,301,1528.966919,1643.631958,0.36,4/1/2019,4/24/2019,14,41.64819642,29.64932408,666.3622054,2505719.128,
7564.T,5071.484863,100,5176.941406,10545.6543,2.08,4/17/2019,4/24/2019,3,51.61676855,51.49072624,522.8381058,2516264.783,
2587.T,4453.931641,109,4220.716797,-25420.41797,-5.24,4/25/2019,5/8/2019,8,15.70584221,12.76308604,578.9723261,2490844.365,
4716.T,6319.305664,74,6353.098633,2500.679688,0.53,4/15/2019,5/13/2019,16,17.90848701,12.02718749,581.1091915,2493345.044,
2384.T,1715.118042,276,1629.03479,-23758.97754,-5.02,5/15/2019,5/21/2019,4,33.22015599,23.56268116,611.6186433,2469586.067,
8830.T,3830.473145,121,3866.342285,4340.166016,0.94,4/19/2019,5/29/2019,25,3.077277976,2.922280435,560.1499202,2473926.233,
4151.T,1874.216553,249,1888.959595,3671.017456,0.79,4/22/2019,5/31/2019,27,3.258457257,2.847692349,387.8901565,2477597.25,
1878.T,11164.58105,42,11584.23926,17625.64453,3.76,5/17/2019,6/13/2019,18,21.13151972,11.99077621,621.6519407,2495222.895,
9107.T,322.877655,1453,304.2702637,-27036.53964,-5.76,6/5/2019,6/13/2019,5,6.666642735,4.131522667,604.560126,2468186.355,
1803.T,849.9625244,551,851.8285522,1028.181335,0.22,6/4/2019,6/19/2019,10,25.75163737,17.62632033,315.9082751,2469214.537,
6479.T,1497.318848,311,1648.658813,47066.72937,10.11,5/27/2019,6/20/2019,17,7.952998021,6.559888893,547.6941917,2516281.266,
2491.T,2371.240234,195,2242.455566,-25113.01025,-5.43,6/14/2019,6/27/2019,9,18.67415952,11.38526523,479.2111771,2491168.256,
2331.T,735.657959,635,697.7518311,-24070.39124,-5.15,6/19/2019,6/28/2019,7,44.00006186,38.56666428,533.232796,2467097.864,
6988.T,4325.807129,107,4727.188477,42947.8042,9.28,5/24/2019,7/1/2019,24,4.808709967,3.608612932,627.647284,2510045.669,
6465.T,3709.283691,132,3484.894531,-29619.36914,-6.05,6/24/2019,7/9/2019,10,55.91838746,46.73472555,496.8755184,2480426.299,
