STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL,2270000,
2264.T,5632.214355,200,5755.693359,24695.80078,2.19,2021-03-25,2021-03-30,3,93.56160373,90.31064135,12.87194217,3103228.058,36.70608184
6857.T,1974.827393,100,2248.672607,27384.52148,13.87,2021-03-16,2021-04-01,12,35.68629543,24.35395609,521.8688456,3130612.579,37.91244843
8572.T,498.92453,100,470.9249573,-2799.957275,-5.61,2021-03-19,2021-04-01,9,91.06349301,84.14625131,209.4815036,3127812.622,37.78910229
4819.T,4154.975098,200,4578.200684,84645.11719,10.19,2021-03-15,2021-04-05,13,50.14708549,32.72386856,639.6631434,3212457.739,41.51796208
8088.T,6607.273438,100,6651.479004,4420.556641,0.67,2021-03-26,2021-04-09,7,80.46337828,74.75936419,99.59586132,3216878.296,41.71270026
4183.T,3307.51709,200,3316.820557,1860.693359,0.28,2021-04-09,2021-04-15,4,41.08922294,37.97252221,581.1504885,3218738.989,41.79466913
7951.T,6018.206543,100,6114.961914,9675.537109,1.61,2021-04-02,2021-04-19,9,45.99857555,40.15892893,550.7661444,3228414.526,42.22090425
5393.T,2589.999512,300,2556.947021,-9915.74707,-1.28,2021-04-05,2021-04-21,11,66.29052258,65.48246158,383.4111391,3218498.779,41.78408719
1414.T,4732.046875,200,4536.073242,-39194.72656,-4.14,2021-04-07,2021-04-21,10,72.10862328,63.3690829,310.3266089,3179304.053,40.05744726
7459.T,2081.456055,100,1974.786987,-10666.90674,-5.12,2021-04-13,2021-04-22,7,39.4278017,28.03636006,591.0001576,3168637.146,39.58753947
8273.T,4288.511719,100,4045.323975,-24318.77441,-5.67,2021-04-15,2021-04-28,9,50.56590514,41.30656006,655.3621019,3144318.372,38.51622782
6967.T,3311.127686,100,3029.122803,-28200.48828,-8.52,2021-05-07,2021-05-12,3,46.28302429,35.34209626,665.6189143,3116117.883,37.27391556
1861.T,2756.9021,100,2752.337891,-456.4208984,-0.17,2021-04-22,2021-05-13,15,34.60908985,25.28068996,704.408646,3115661.462,37.25380892
6302.T,2892.720459,100,2952.128418,5940.795898,2.05,2021-05-06,2021-05-17,7,42.76924115,40.28075905,462.9565511,3121602.258,37.51551799
7974.T,5257.152344,100,5640.75,38359.76563,7.3,2021-05-10,2021-06-01,15,27.51553018,19.22964094,550.2853543,3159962.024,39.2053755
6586.T,4709.893555,200,5192.085449,96438.37891,10.24,2021-05-20,2021-06-02,9,23.84616303,19.94530332,644.9284534,3256400.403,43.45376224
6532.T,3317.899902,100,3588.246826,27034.69238,8.15,2021-06-01,2021-06-03,2,71.40731609,67.50674889,371.5241171,3283435.095,44.64471785
8194.T,3313.587646,100,3213.4646,-10012.30469,-3.02,2021-05-21,2021-06-04,10,27.96301727,24.66218869,555.9002756,3273422.791,44.20364716
4063.T,3491.861328,100,3682.732031,19087.07031,5.47,2021-05-14,2021-06-08,16,14.83744877,9.612097611,567.6190091,3292509.861,45.04448726
3563.T,4638.006836,200,4667.330566,5864.746094,0.63,2021-05-18,2021-06-08,14,23.69214463,17.09342929,645.9829224,3298374.607,45.30284612
8795.T,1398.126587,900,1319.487549,-70775.13428,-5.62,2021-06-02,2021-06-11,7,84.76147898,74.62982511,247.6958962,3227599.473,42.1849988
8766.T,1607.971313,200,1534.247314,-14744.7998,-4.58,2021-06-04,2021-06-18,9,25.08806694,17.46623792,416.1304364,3212854.673,41.53544814
2871.T,2738.198242,400,2784.802002,18641.50391,1.7,2021-06-08,2021-06-18,7,57.94425004,44.97248343,342.1402647,3231496.177,42.35665977
5423.T,1071.655762,700,1008.011536,-44550.95825,-5.94,2021-06-11,2021-06-18,4,31.81104376,25.08110628,388.8456335,3186945.219,40.39406249
1605.T,719.4685059,500,717.6809692,-893.7683105,-0.25,2021-06-03,2021-06-21,11,47.97959103,36.81041238,447.9127922,3186051.45,40.35468944
4974.T,2857.935303,200,2866.592773,1731.494141,0.3,2021-06-14,2021-06-24,8,53.09513957,43.27595283,489.9555751,3187782.944,40.43096671
8316.T,3468.739746,200,3436.794434,-6389.0625,-0.92,2021-06-22,2021-07-06,9,22.32873827,18.31000159,327.0565215,3181393.882,40.14951021
3291.T,2665.419189,300,2503.933838,-48445.60547,-6.06,2021-06-24,2021-07-06,7,42.01909456,34.85978477,481.3102332,3132948.276,38.01534257
7269.T,4532.498535,200,4365.862305,-33327.24609,-3.68,2021-06-25,2021-07-09,9,54.8158956,39.3284806,578.3468504,3099621.03,36.54718195
8591.T,1757.849854,300,1724.553833,-9988.806152,-1.89,2021-06-28,2021-07-12,9,47.02877796,39.05855975,557.6557847,3089632.224,36.10714644
8804.T,1509.715698,100,1475.319458,-3439.624023,-2.28,2021-07-02,2021-07-20,12,19.07292751,13.08434253,371.0142626,3086192.6,35.95562115
3289.T,607.9299316,500,571.732666,-18098.63281,-5.95,2021-07-12,2021-07-20,6,11.72397701,11.45006452,615.7968487,3068093.967,35.15832455
3186.T,2211.370117,200,2236.017578,4929.492188,1.11,2021-07-26,2021-07-27,1,92.61322779,92.48717469,6.122729476,3073023.459,35.3754828
8601.T,536.9940796,600,526.7167358,-6166.40625,-1.91,2021-07-13,2021-07-29,12,19.67714423,11.73215471,689.5444984,3066857.053,35.10383494
9107.T,1064.028687,600,1149.203247,51104.73633,8,2021-08-02,2021-08-11,7,43.12591421,27.42988441,650.7758338,3117961.79,37.35514491
4543.T,4149.651855,200,4254.125977,20894.82422,2.52,2021-07-27,2021-08-13,13,16.14439635,10.83052964,648.4311798,3138856.614,38.27562175
8088.T,6118.973633,100,6022.154297,-9681.933594,-1.58,2021-07-29,2021-08-16,12,27.6666593,22.24615673,537.1217738,3129174.68,37.84910485
4848.T,2233.883789,300,2049.478516,-55321.58203,-8.25,2021-08-11,2021-08-16,3,42.07325513,25.24560079,590.4862736,3073853.098,35.41203076
9434.T,1290.737305,200,1281.595337,-1828.393555,-0.71,2021-08-06,2021-08-23,11,58.13440791,39.38681352,512.7141973,3072024.705,35.33148478
4151.T,3311.115723,200,3654.311768,68639.20898,10.36,2021-08-05,2021-09-02,20,9.917455725,8.184821399,596.5234428,3140663.914,38.35523848
1973.T,1905.646973,100,2027.623535,12197.65625,6.4,2021-08-23,2021-09-06,10,77.2106617,67.53915604,320.508048,3152861.57,38.89258017
6134.T,2575.263184,200,2880.833984,61114.16016,11.87,2021-08-30,2021-09-10,9,40.87568921,27.50161533,504.0252572,3213975.73,41.58483392
1878.T,11082.72754,100,12438.49707,135576.9531,12.23,2021-08-18,2021-09-14,19,7.613129901,6.229414241,501.681589,3349552.683,47.55738692
2914.T,1887.372314,500,1904.42688,8527.282715,0.9,2021-09-02,2021-09-15,9,33.90799003,19.28794489,536.2813441,3358079.966,47.93303814
6724.T,2084.039795,100,2172.005615,8796.582031,4.22,2021-09-06,2021-09-15,7,71.50389987,53.1291553,489.9614132,3366876.548,48.32055277
9503.T,1029.358887,1300,1047.553467,23652.9541,1.77,2021-09-14,2021-09-21,5,76.2964207,50.63206463,297.825071,3390529.502,49.36253313
9064.T,2738.787598,100,2755.946533,1715.893555,0.63,2021-08-24,2021-09-22,20,8.341621252,5.459772363,617.374061,3392245.396,49.43812315
4689.T,726.8255005,1600,732.8323364,9610.9375,0.83,2021-09-17,2021-09-27,5,85.29945585,78.60968024,309.8087815,3401856.333,49.86151247
9022.T,2896.422852,200,3243.827148,69480.85938,11.99,2021-09-10,2021-09-29,12,58.55602399,50.39780842,255.3978759,3471337.192,52.92234328
4568.T,3013.318359,500,2861.516357,-75901.00098,-5.04,2021-09-24,2021-10-05,6,84.66867785,80.30675798,279.1758062,3395436.191,49.57868685
1719.T,728.4063721,1000,724.7643433,-3642.028809,-0.5,2021-10-06,2021-10-20,9,23.18364769,19.78043566,376.0360061,3391794.163,49.41824505
4921.T,3667.115723,200,3350.565186,-63310.10742,-8.63,2021-10-08,2021-10-21,8,28.56653963,19.49302107,596.0701769,3328484.055,46.62925353
4527.T,1668.19812,400,1646.086304,-8844.726563,-1.33,2021-10-11,2021-10-25,9,18.64362762,14.24887463,707.19455,3319639.329,46.239618
6971.T,6361.402344,100,6480.433594,11903.125,1.87,2021-10-14,2021-10-26,8,13.95973262,10.92257763,653.2645362,3331542.454,46.76398474
4188.T,918.8408203,600,873.5289307,-27187.13379,-4.93,2021-10-15,2021-10-29,10,27.08582161,19.77747703,646.9808617,3304355.32,45.56631365
9509.T,485.7606506,1500,441.0072937,-67130.0354,-9.21,2021-10-26,2021-10-29,3,20.16421574,18.40547608,215.5964633,3237225.284,42.60904337
2201.T,3908.494873,200,3708.547363,-39989.50195,-5.12,2021-11-01,2021-11-09,6,30.80808749,14.91566875,549.6093514,3197235.782,40.8473913
7270.T,2137.384766,200,2020.783203,-23320.3125,-5.46,2021-11-04,2021-11-11,5,70.05813442,68.19081426,380.4945919,3173915.47,39.82006476
5021.T,2126.515137,100,2012.205933,-11430.92041,-5.38,2021-11-11,2021-11-18,5,14.7977566,10.38999783,639.9362984,3162484.55,39.31649998
9697.T,3143.736328,100,2982.393555,-16134.27734,-5.13,2021-11-12,2021-11-22,6,42.83876855,40.42833714,476.345875,3146350.272,38.60573886
5802.T,1459.30481,300,1493.143921,10151.7334,2.32,2021-11-15,2021-11-26,9,56.23432679,47.10537697,526.1626526,3156502.006,39.05295179
3088.T,1488.534668,200,1412.362305,-15234.47266,-5.12,2021-11-22,2021-11-30,6,15.29134184,9.757823141,591.8745785,3141267.533,38.38182965
4716.T,10375.34863,100,10027.89551,-34745.3125,-3.35,2021-11-19,2021-12-06,11,50.13342384,35.75560704,519.1000081,3106522.22,36.85119914
6055.T,1556.380127,400,1689.840332,53384.08203,8.58,2021-12-01,2021-12-07,4,30.61008611,23.39100238,665.2593848,3159906.302,39.20292081
3626.T,3350.411133,100,3355.266602,485.546875,0.14,2021-12-13,2021-12-15,2,55.28358596,52.77922018,525.7076599,3160391.849,39.22431054
3254.T,1717.484741,200,1889.807617,34464.5752,10.03,2021-11-25,2021-12-16,15,30.08745193,20.756593,530.5852327,3194856.425,40.74257377
5233.T,2165.439697,300,2125.947998,-11847.50977,-1.82,2021-12-03,2021-12-20,11,16.37549173,10.00338,443.4807829,3183008.915,40.22065704
6841.T,2099.656006,400,1974.375977,-50112.01172,-5.97,2021-12-07,2021-12-20,9,19.51973478,12.2630401,592.6706664,3132896.903,38.01307943
8113.T,4826.470703,100,4881.630371,5515.966797,1.14,2021-12-15,2021-12-21,4,66.39600601,59.99587187,397.175013,3138412.87,38.25607356
6902.T,1864.256226,400,1960.499268,38497.2168,5.16,2021-12-08,2021-12-23,11,50.98042785,44.53368287,565.5524293,3176910.087,39.9519862
9513.T,1424.840332,300,1405.51123,-5798.730469,-1.36,2021-12-16,2021-12-30,9,91.65934306,88.2451854,22.31799668,3171111.356,39.69653552
3774.T,2289.834229,100,2094.747314,-19508.69141,-8.52,2021-12-28,2022-01-06,7,23.69491463,19.93195425,616.7438946,3151602.665,38.8371218
2782.T,3109.551025,300,3095.352051,-4259.692383,-0.46,2021-12-21,2022-01-07,12,8.818015124,6.130230592,80.19527291,3147342.972,38.64947015
2331.T,762.2095337,200,718.2039795,-8801.11084,-5.77,2021-12-29,2022-01-11,9,10.50334362,9.679233141,438.321278,3138541.862,38.26175602
4612.T,1254.2677,300,1082.962646,-51391.51611,-13.66,2022-01-04,2022-01-11,5,36.49687165,28.30314,387.532638,3087150.345,35.99781258
7164.T,4700.331543,300,4846.773926,43932.71484,3.12,2021-12-23,2022-01-19,18,18.0854641,15.87522516,165.9263608,3131083.06,37.93317446
3861.T,545.7324219,300,558.0493774,3695.08667,2.26,2022-01-12,2022-01-19,5,64.68647455,49.65903323,92.69201282,3134778.147,38.09595361
9513.T,1376.057129,200,1381.579712,1104.516602,0.4,2022-01-17,2022-01-21,4,37.69919387,27.70771894,541.4481492,3135882.664,38.14461073
7974.T,4682.864258,400,4973.512695,116259.375,6.21,2022-01-20,2022-02-04,8,38.82613949,24.50793111,526.2426431,3252142.039,43.2661691
1893.T,602.2191162,100,567.8861084,-3433.300781,-5.7,2022-02-08,2022-02-14,4,43.49928918,31.59894503,3.323346488,3248708.738,43.11492237
8698.T,546.7718506,100,510.4478455,-3632.400513,-6.64,2022-02-09,2022-02-14,3,14.6516783,10.47761783,0,3245076.337,42.95490473
8410.T,227.7503052,1700,228.6723633,1567.498779,0.4,2022-01-28,2022-02-15,9,53.63152644,48.41718732,508.8354828,3246643.836,43.02395754
6724.T,1717.736694,1100,1755.676636,41733.93555,2.21,2022-02-04,2022-02-16,8,12.80473716,8.274398082,645.7536373,3288377.772,44.8624569
2801.T,8558.523438,100,8844.46582,28594.23828,3.34,2022-01-24,2022-02-18,16,12.90044735,8.235557181,559.7638323,3316972.01,46.12211497
7956.T,2117.592529,600,1944.592651,-103799.9268,-8.17,2022-02-16,2022-02-24,6,39.64530354,30.01064892,309.2353618,3213172.083,41.54943097
5714.T,5153.103516,200,5687.206543,106820.6055,10.36,2022-02-28,2022-03-02,2,44.50628785,33.77444692,497.5838064,3319992.689,46.25518452
5020.T,430.7121887,1500,402.1445618,-42851.44043,-6.63,2022-03-03,2022-03-09,4,42.8762012,29.83073609,480.5165305,3277141.248,44.36745587
7550.T,2730.475342,200,2731.462158,197.3632813,0.04,2022-03-01,2022-03-10,7,49.30557169,41.97225387,440.6929456,3277338.611,44.37615028
8331.T,661.2124634,900,718.2954712,51374.70703,8.63,2022-03-10,2022-03-17,5,11.67665022,8.799073255,520.7046176,3328713.318,46.63935324
2384.T,3155.632813,300,3263.266846,32290.20996,3.41,2022-02-25,2022-03-22,17,30.77307892,17.8424982,589.7449843,3361003.528,48.06182945
8802.T,1616.225098,300,1764.678467,44536.01074,9.19,2022-03-16,2022-03-23,5,28.46322517,18.43012655,596.1501369,3405539.539,50.02376825
7202.T,1398.430176,400,1455.262695,22733.00781,4.06,2022-03-15,2022-04-01,13,50.53220975,32.87448361,598.8358154,3428272.547,51.02522233
5334.T,1709.205078,400,1791.408325,32881.29883,4.81,2022-03-14,2022-04-04,15,17.63978124,10.16370788,643.2755103,3461153.846,52.4737377
9744.T,2044.583252,300,2118.361084,22133.34961,3.61,2022-03-17,2022-04-04,12,21.44429384,14.41487947,599.6447713,3483287.195,53.44877513
4921.T,2805.124512,300,2752.791992,-15699.75586,-1.87,2022-03-22,2022-04-05,9,24.88881753,18.1085962,613.5761738,3467587.44,52.75715593
4568.T,2519.571045,200,2800.570313,56199.85352,11.15,2022-03-23,2022-04-07,10,19.3063697,12.02017354,533.5630269,3523787.293,55.2329204
4307.T,4113.873047,500,3971.67749,-71097.77832,-3.46,2022-04-04,2022-04-18,7,59.83398973,52.9360527,463.8621058,3452689.515,52.10085968
9434.T,1360.936646,300,1366.004395,1520.324707,0.37,2022-04-08,2022-04-19,5,63.15244675,59.67974687,425.339611,3454209.839,52.16783434
9503.T,1118.084961,400,1127.584229,3799.707031,0.85,2022-04-13,2022-04-27,8,50.17573969,43.67816298,388.2997187,3458009.547,52.33522231
8058.T,4279.173828,200,4018.768799,-52081.00586,-6.09,2022-04-19,2022-04-27,6,51.21692371,39.82181136,629.8403256,3405928.541,50.04090487
4183.T,2817.299316,200,2669.866211,-29486.62109,-5.23,2022-04-21,2022-04-27,4,22.64334584,18.08919594,645.979008,3376441.92,48.74193478
2433.T,1484.165527,600,1452.444336,-19032.71484,-2.14,2022-04-20,2022-05-10,12,41.60487669,33.53871234,666.9671005,3357409.205,47.90348919
8283.T,4311.323242,100,4389.180176,7785.693359,1.81,2022-04-14,2022-05-11,15,21.1578315,13.89807695,505.0984852,3365194.898,48.24647128
4704.T,7085.436523,100,6695.054199,-39038.23242,-5.51,2022-04-28,2022-05-13,9,51.54001328,33.13637474,708.932036,3326156.666,46.52672536
7733.T,2735.512695,300,2594.020752,-42447.58301,-5.17,2022-05-13,2022-05-19,4,48.17548469,33.3589114,209.0086074,3283709.083,44.65678778
3003.T,1011.56366,500,991.7476196,-9908.02002,-1.96,2022-05-06,2022-05-20,9,34.04925117,28.66893599,656.1956233,3273801.063,44.22031113
2181.T,190.6971893,3500,193.9202423,11280.68542,1.69,2022-05-17,2022-05-30,9,28.777735,14.0258472,682.9195819,3285081.748,44.71725762
2201.T,3809.743652,100,3853.589844,4384.619141,1.15,2022-05-20,2022-05-30,6,40.00001465,38.44701066,424.5469028,3289466.367,44.91041265
8002.T,1278.64502,600,1294.528687,9530.200195,1.24,2022-05-18,2022-06-01,10,35.50661211,25.778389,562.4464123,3298996.567,45.33024526
4516.T,7816.785645,100,7398.203125,-41858.25195,-5.35,2022-05-23,2022-06-02,8,32.925834,20.43131976,567.3059925,3257138.315,43.4862694
2670.T,1659.908081,800,1793.185425,106621.875,8.03,2022-05-30,2022-06-06,4,62.74506328,57.77896062,507.2684734,3363760.19,48.1832683
4205.T,1330.638306,600,1320.062256,-6345.629883,-0.79,2022-06-01,2022-06-15,9,61.67738586,51.20941703,416.7488972,3357414.561,47.90372513
4507.T,6636.401367,200,6284.111328,-70458.00781,-5.31,2022-06-06,2022-06-15,7,26.74975992,23.14408939,323.4060857,3286956.553,44.79984814
5423.T,1573.600098,200,1461.746216,-22370.77637,-7.11,2022-06-07,2022-06-15,6,86.77858608,82.36811486,68.74912074,3264585.776,43.81435138
8309.T,3627.713623,100,3840.888428,21317.48047,5.88,2022-05-27,2022-06-20,15,20.05453002,14.72574998,417.3352777,3285903.257,44.75344744
6055.T,1823.132813,300,2006.536621,55021.14258,10.06,2022-06-03,2022-06-27,16,26.16069461,18.39283562,513.4138181,3340924.399,47.17728632
9503.T,1208.329468,300,1269.126099,18238.98926,5.03,2022-06-16,2022-07-01,10,31.64833439,22.85898725,551.9665274,3359163.389,47.98076602
8113.T,4263.385254,200,4477.650879,42853.125,5.03,2022-06-21,2022-07-01,7,29.59613621,18.59629474,304.9489993,3402016.514,49.86856888
9759.T,2298.234375,300,2433.424805,40557.12891,5.88,2022-06-27,2022-07-13,11,51.07143093,37.33666067,618.8221505,3442573.643,51.65522655
9684.T,5706.418457,200,6137.091797,86134.66797,7.55,2022-06-23,2022-07-20,18,25.11631761,17.06853104,622.0209905,3528708.311,55.44970531
4732.T,2243.968262,100,2475.640625,23167.23633,10.32,2022-06-24,2022-07-20,17,23.40348141,18.6508272,696.433056,3551875.547,56.47028841
8410.T,247.9584656,100,246.0728455,-188.5620117,-0.76,2022-07-05,2022-07-20,11,91.76469302,88.37841768,24.13309472,3551686.985,56.46198171
8802.T,1877.577148,400,1888.709961,4453.125,0.59,2022-07-13,2022-07-22,7,40.72607243,35.3232353,329.4722295,3556140.11,56.65815462
6670.T,913.3110352,600,920.0691528,4054.870605,0.74,2022-07-20,2022-07-28,6,73.90419248,60.7037476,218.0993053,3560194.98,56.83678328
6724.T,1852.309692,700,1915.949707,44548.01025,3.44,2022-07-04,2022-07-29,19,5.768676201,4.261948667,615.8898048,3604742.991,58.79925069
8876.T,2083.077637,300,2150.019775,20082.6416,3.21,2022-07-22,2022-08-05,10,37.52663162,30.11118554,466.2460415,3624825.632,59.68394856
1812.T,1434.453735,300,1357.32251,-23139.36768,-5.38,2022-07-26,2022-08-05,8,43.25926108,33.54612512,579.8837548,3601686.265,58.66459316
6055.T,1842.960327,300,1903.43396,18142.08984,3.28,2022-07-21,2022-08-08,12,21.64672753,12.19060744,538.6652228,3619828.354,59.46380416
2413.T,4642.519043,300,4658.428223,4772.753906,0.34,2022-08-01,2022-08-09,6,61.59520383,44.54370845,490.5495843,3624601.108,59.67405764
8804.T,1873.356689,300,1969.278687,28776.59912,5.12,2022-07-28,2022-08-12,11,71.22011085,66.92691906,351.8264684,3653377.708,60.94174923
4911.T,5591.126465,100,5365.900879,-22522.55859,-4.03,2022-08-05,2022-08-22,11,51.17624483,35.73752948,557.3006029,3630855.149,59.94956603
4612.T,1060.470337,600,1042.66394,-10683.83789,-1.68,2022-08-08,2022-08-23,11,30.73971105,23.73237074,603.8342486,3620171.311,59.47891238
4523.T,5921.51709,100,5590.338379,-33117.87109,-5.59,2022-08-12,2022-08-23,7,36.61538168,27.73759267,620.4934261,3587053.44,58.01997533
4151.T,3061.655762,600,3076.375488,8831.835938,0.48,2022-08-10,2022-08-25,11,41.21065441,27.8890668,613.8310783,3595885.276,58.40904299
9432.T,56.97478104,400,56.77784348,-78.77502441,-0.35,2022-08-19,2022-09-05,11,18.92209957,11.48508973,3.017059889,3595806.501,58.40557272
8570.T,1352.941895,700,1367.273926,10032.42188,1.06,2022-08-30,2022-09-07,6,62.39621779,52.81530381,578.0298059,3605838.923,58.84752964
8354.T,2343.864014,400,2337.250732,-2645.3125,-0.28,2022-08-25,2022-09-08,10,84.78259029,81.13541398,33.25395297,3603193.61,58.73099605
4768.T,4502.23291,200,4274.209961,-45604.58984,-5.06,2022-09-08,2022-09-16,5,38.38172699,23.67191831,630.3433785,3557589.02,56.72198328
2801.T,8697.946289,100,8232.337891,-46560.83984,-5.35,2022-09-13,2022-09-16,3,37.24141983,25.81267865,645.9701821,3511028.181,54.67084496
6857.T,1812.083984,400,1720.777466,-36522.60742,-5.04,2022-09-09,2022-09-21,7,14.84161569,9.879902518,631.7228325,3474505.573,53.06191952
