STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL
6501.T,6277.4189453125,100,6419.93017578125,14251.123046875,2.27,2022-09-29 08:59:08.679575,2022-10-14 08:59:08.679575,10,12.170279127096652,7.860787688806833,404.1509309691918
7202.T,1597.7613525390625,200,1625.424072265625,5532.5439453125,1.73,2022-10-05 08:59:08.679575,2022-10-14 08:59:08.679575,7,34.42805568656016,27.55971796969261,571.3827126324478
5401.T,2019.8338623046875,700,1986.0906982421875,-23620.21484375,-1.67,2022-10-06 08:59:08.679575,2022-10-21 08:59:08.679575,11,42.0364818083141,24.9792694124506,551.0529627257007
9843.T,12408.708984375,100,13642.6416015625,123393.26171875,9.94,2022-10-24 08:59:08.679575,2022-10-28 08:59:08.679575,4,48.97726778955284,42.87290493487192,266.4092874258132
3382.T,5497.8408203125,200,5530.47802734375,6527.44140625,0.59,2022-10-18 08:59:08.679575,2022-11-01 08:59:08.679575,10,36.642365057464914,26.119206055695003,584.3312765392213
2229.T,2925.57080078125,400,2928.51611328125,1178.125,0.1,2022-11-01 08:59:08.679575,2022-11-02 08:59:08.679575,1,39.441021302596525,38.49188542440559,615.4456325920071
2784.T,1678.849609375,800,1567.972900390625,-88701.3671875,-6.6,2022-10-31 08:59:08.679575,2022-11-04 08:59:08.679575,4,43.03995019024823,30.229845064784406,416.7681202493438
5020.T,470.4303894042969,100,468.51141357421875,-191.8975830078125,-0.41,2022-10-26 08:59:08.679575,2022-11-10 08:59:08.679575,11,66.7333256157199,61.08420886407671,67.70096692961359
7164.T,4724.64501953125,200,4831.4716796875,21365.33203125,2.26,2022-11-02 08:59:08.679575,2022-11-14 08:59:08.679575,8,50.95240628668151,43.749248307240904,533.5186112307886
4612.T,946.707275390625,500,1079.2659912109375,66279.35791015625,14.0,2022-10-19 08:59:08.679575,2022-11-15 08:59:08.679575,19,14.790840560944144,9.015732536371079,305.20769584559844
4403.T,5340.60205078125,200,5350.41943359375,1963.4765625,0.18,2022-11-07 08:59:08.679575,2022-11-15 08:59:08.679575,6,56.74690138522807,33.20512492921903,392.3154458671893
3765.T,2101.858642578125,100,2098.90087890625,-295.7763671875,-0.14,2022-10-25 08:59:08.679575,2022-11-16 08:59:08.679575,16,13.587805189603818,11.430940088861492,211.5284961699797
8595.T,2104.1181640625,1200,2336.5712890625,278943.75,11.05,2022-11-15 08:59:08.679575,2022-11-28 08:59:08.679575,9,42.98297593189376,38.79795175739897,515.5930659584917
8892.T,773.7645874023438,400,798.540283203125,9910.2783203125,3.2,2022-11-11 08:59:08.679575,2022-11-30 08:59:08.679575,13,34.73688006160943,27.902554375251327,421.0331633199793
7186.T,435.2796630859375,300,453.6174011230469,5501.3214111328125,4.21,2022-11-17 08:59:08.679575,2022-12-01 08:59:08.679575,10,14.80000771427954,11.851177488179715,512.9230840353023
9613.T,2049.71337890625,100,2065.5185546875,1580.517578125,0.77,2022-11-16 08:59:08.679575,2022-12-02 08:59:08.679575,12,51.467555190379564,39.346194372299735,543.9601409790573
8410.T,244.6484375,300,244.6484375,0.0,0.0,2022-11-18 08:59:08.679575,2022-12-05 08:59:08.679575,11,11.333320847676006,8.14748588554174,503.8922195357283
9984.T,5871.72509765625,200,5682.1865234375,-37907.71484375,-3.23,2022-12-06 08:59:08.679575,2022-12-20 08:59:08.679575,10,9.622204643772335,8.842027406725524,603.5046278626087
6504.T,5476.92724609375,100,5143.80517578125,-33312.20703125,-6.08,2022-12-13 08:59:08.679575,2022-12-20 08:59:08.679575,5,16.791070008654643,11.6036623894826,588.3425830779677
7272.T,3196.6728515625,200,3013.730712890625,-36588.427734375,-5.72,2022-12-14 08:59:08.679575,2022-12-20 08:59:08.679575,4,35.78772251418921,32.12825351310231,665.164599708243
5108.T,4863.40478515625,200,4604.74365234375,-51732.2265625,-5.32,2022-12-09 08:59:08.679575,2022-12-21 08:59:08.679575,8,10.501067044788702,8.407047044579983,661.4462362051918
3038.T,3832.078369140625,100,3673.02978515625,-15904.8583984375,-4.15,2022-12-22 08:59:08.679575,2023-01-06 08:59:08.679575,8,66.07638776495078,50.232584285017886,465.16831527575266
4189.T,2607.8291015625,100,2586.15966796875,-2166.943359375,-0.83,2022-12-26 08:59:08.679575,2023-01-16 08:59:08.679575,13,18.873664368102958,14.213491619318386,640.959342078575
8303.T,2166.596923828125,100,2281.989501953125,11539.2578125,5.33,2023-01-05 08:59:08.679575,2023-01-19 08:59:08.679575,10,13.912117798556613,9.91859827356771,109.73586451314739
