STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL,1000000
9984.T,5871.725098,42,5575.012695,-12461.9209,-5.05,2022-12-06,2022-12-29,15,9.622212231,8.842020388,603.5044407,1200854.195
4189.T,2607.829102,88,2657.779541,4395.638672,1.92,2022-12-26,2023-01-19,16,18.87366437,14.21349162,640.9593421,1205249.834
8303.T,2166.596924,111,2281.989502,12808.57617,5.33,2023-01-05,2023-01-19,10,13.9121178,9.918598274,109.7358645,1218058.41
6702.T,17434.85156,13,18420.98633,12819.75195,5.66,2022-12-27,2023-01-30,20,25.48906618,18.21507206,646.6795127,1230878.162
9432.T,95.42425537,2501,96.64096069,3042.980011,1.28,2022-11-21,2023-01-31,45,15.94131397,8.123362772,631.5404594,1233921.142
2229.T,2863.721436,85,2910.844727,4005.479736,1.65,2023-01-20,2023-02-06,8,15.69701119,9.41270192,540.5476609,1237926.622
7186.T,550.1317139,439,556.8877563,2965.902649,1.23,2023-01-31,2023-02-08,6,52.85716712,52.00591753,336.6070133,1240892.525
4921.T,2606.825195,93,2642.318848,3300.909668,1.36,2023-01-23,2023-02-09,11,58.80320447,47.69718048,489.5880404,1244193.434
3038.T,3832.078369,59,3633.267578,-11729.83667,-5.19,2022-12-22,2023-02-15,33,66.07638776,50.23258429,465.1683153,1232463.598
6857.T,2360.993164,104,2463.116699,10620.84766,4.33,2023-02-06,2023-02-15,7,75.41644961,70.39174073,294.8123023,1243084.445
5076.T,963.5498047,245,972.8774414,2285.270996,0.97,2023-02-16,2023-02-24,6,46.41077217,35.34962235,544.4183336,1245369.716
9503.T,1199.062744,201,1253.345337,10910.80115,4.53,2023-01-30,2023-02-27,20,45.86211062,37.36814391,538.4298739,1256280.517
6028.T,3344.360596,76,3378.838623,2620.330078,1.03,2023-02-27,2023-03-01,2,10.35330081,8.745031401,627.5919779,1258900.847
7564.T,5303.607422,46,5441.876465,6360.375977,2.61,2023-02-09,2023-03-02,15,28.2448275,18.13375878,542.2534653,1265261.223
4502.T,4074.384277,60,4077.265137,172.8515625,0.07,2023-02-08,2023-03-03,17,65.9615385,49.82286671,465.8203611,1265434.075
7177.T,560.022522,423,571.8125,4987.160706,2.11,2023-02-20,2023-03-07,11,38.09360389,27.80548762,612.7562459,1270421.236
5019.T,2962.039795,84,2792.505127,-14240.91211,-5.72,2023-03-03,2023-03-14,7,14.27436421,8.488608888,654.4817331,1256180.324
7741.T,13163.53223,19,13566.64941,7659.226563,3.06,2023-03-01,2023-03-15,10,13.348571,9.795503919,633.3594019,1263839.55
6532.T,5436.970215,43,5101.207031,-14437.81689,-6.18,2023-02-24,2023-04-05,27,47.78656572,46.3347086,537.3752662,1249401.733
3659.T,3074.503906,82,3124.414795,4092.692871,1.62,2023-03-06,2023-04-06,22,31.15125022,18.40274864,609.6044215,1253494.426
3148.T,3390.325195,71,3211.625732,-12687.66187,-5.27,2023-03-07,2023-04-06,21,29.64354019,18.05421298,653.8102599,1240806.764
6586.T,3310.169922,74,3096.785645,-15790.43652,-6.45,2023-03-15,2023-04-06,15,17.98208549,13.0862375,547.1252498,1225016.328
4819.T,4188.087402,59,4515,19287.84326,7.81,2023-03-17,2023-04-11,14,16.53710454,9.602508514,22.31350574,1244304.171
6753.T,957,256,963,1536,0.63,2023-04-11,2023-04-19,6,72.94794189,67.97628789,126.6316643,1245840.171
8697.T,2029.228394,115,2110.832764,9384.502563,4.02,2023-04-07,2023-04-20,8,82.95698023,76.97993273,2.604254311,1255224.674
3563.T,3454.962646,71,3256.686523,-14077.60474,-5.74,2023-04-13,2023-04-20,5,28.78374661,17.91904677,522.4157963,1241147.069
7550.T,3998.047607,58,4277.212891,16191.58643,6.98,2023-04-10,2023-04-26,12,54.65941129,48.84192527,355.5125475,1257338.655
2502.T,5013.284668,47,5174.684082,7585.772461,3.22,2023-04-20,2023-04-27,5,80.04509704,73.33147328,327.8362304,1264924.428
4980.T,2556.807373,96,2603.366943,4469.71875,1.82,2023-04-12,2023-05-01,12,36.11418782,27.1698828,106.7763376,1269394.146
6890.T,2997.987793,83,3032.390869,2855.455322,1.15,2023-04-25,2023-05-01,3,23.08482244,17.86626907,395.5376535,1272249.602
4536.T,1081.694946,227,1207.266479,28504.73804,11.61,2023-04-27,2023-05-12,10,32.96707463,24.90789159,585.1913492,1300754.34
6479.T,2500,98,2511,1078,0.44,2023-04-28,2023-05-15,10,44.09812819,34.85704217,557.5438182,1301832.34
4686.T,3832.368408,66,4285.873535,29931.33838,11.83,2023-05-08,2023-05-15,5,65.14367249,50.38310245,448.1797796,1331763.678
3769.T,10681.84961,22,11176.83789,10889.74219,4.63,2023-04-24,2023-05-24,21,14.06196982,12.40943577,431.4644754,1342653.42
5332.T,4614.986816,54,4279.351563,-18124.30371,-7.27,2023-05-01,2023-05-24,17,68.54628157,66.05548632,319.4953877,1324529.117
9101.T,3066.19043,86,2886.376709,-15463.97998,-5.86,2023-05-15,2023-05-26,8,21.38393541,20.98179045,593.5964888,1309065.137
5857.T,1980.437988,133,1862.217407,-15723.33728,-5.97,2023-05-16,2023-05-26,7,38.29271893,32.99661716,530.7686109,1293341.799
7729.T,6050.174316,40,6168.805176,4745.234375,1.96,2023-05-29,2023-06-02,4,82.43074118,77.38484378,184.3283482,1298087.034
4689.T,354.2999878,773,357.2000122,2241.718872,0.82,2023-05-12,2023-06-13,21,20.02108485,16.30408689,564.8410838,1300328.753
3064.T,1937.562012,126,1825.549805,-14113.53809,-5.78,2023-06-02,2023-06-26,15,41.28632705,24.23408251,725.2603435,1286215.215
2702.T,5670,43,5800,5590,2.29,2023-06-01,2023-06-27,17,20.60606061,17.23636364,594.3886238,1291805.215
3288.T,5562.237305,44,5140.054199,-18576.05664,-7.59,2023-06-05,2023-06-29,17,37.38981167,27.07906742,667.0192875,1273229.158
9432.T,162.9456329,1507,168.1733093,7878.108322,3.21,2023-06-06,2023-06-30,17,22.3958387,12.39394931,700.9664277,1281107.266
6504.T,6370.93457,43,6000.197266,-15941.7041,-5.82,2023-06-13,2023-07-06,16,73.63739801,69.22157985,428.6934861,1265165.562
6762.T,5688.919434,42,5352.530762,-14128.32422,-5.91,2023-07-03,2023-07-07,4,54.89490284,38.66038663,506.8648263,1251037.238
9508.T,932.5999756,257,865.0999756,-17347.5,-7.24,2023-06-28,2023-07-14,12,70.43961339,62.28142813,382.2079131,1233689.738
4587.T,1817.5,130,1829,1495,0.63,2023-07-19,2023-08-01,9,3.854844105,3.168076774,680.8844296,1235184.738
5713.T,4714.699219,50,4857.839844,7157.03125,3.04,2023-07-18,2023-08-02,11,42.21120638,26.20509526,681.6294057,1242341.769
3289.T,795.5939331,299,808.4053955,3830.627258,1.61,2023-07-21,2023-08-03,9,16.59832589,10.5677571,691.9936342,1246172.396
4716.T,10340,23,9820,-11960,-5.03,2023-07-13,2023-08-04,16,10.75305055,6.349667976,482.2415116,1234212.396
8804.T,1885,126,1927,5292,2.23,2023-07-24,2023-08-10,13,40.76159962,25.02510492,566.6879061,1239504.396
4980.T,3283.92749,72,3297.796143,998.5429688,0.42,2023-08-07,2023-08-15,6,66.99601854,63.31586085,409.9184465,1240502.939
7550.T,7269.268066,32,6779.731445,-15665.17188,-6.73,2023-08-15,2023-08-16,1,45.31483438,40.04559207,570.7669856,1224837.768
7649.T,6401.70166,37,6563.707031,5994.19873,2.53,2023-08-01,2023-08-17,12,40.33135089,23.86251277,614.7128134,1230831.966
1959.T,4146.548828,57,4220.682617,4225.625977,1.79,2023-08-08,2023-08-18,8,76.26208297,71.59215733,171.5606205,1235057.592
9418.T,3279.71875,72,3449.1875,12201.75,5.17,2023-08-04,2023-08-28,16,21.94690265,19.19095623,181.8255262,1247259.342
7747.T,2866.5,82,2937,5781,2.46,2023-08-23,2023-09-05,9,52.25974026,44.5417827,571.4599208,1253040.342
6670.T,1119,210,1171,10920,4.65,2023-08-21,2023-09-06,12,59.37520882,56.61434365,533.0177813,1263960.342
4819.T,3785,62,3490,-18290,-7.79,2023-08-22,2023-09-07,12,17.79009385,15.41768039,583.7457248,1245670.342
6857.T,4604.189941,53,4299.15332,-16166.94092,-6.63,2023-09-06,2023-09-07,1,24.89361906,21.14894,79.06130699,1229503.401
4042.T,1830.96106,135,1907.884033,10384.60144,4.2,2023-08-28,2023-09-08,9,56.03955592,39.14440972,612.2631368,1239888.003
4528.T,2845.937988,82,2857.769287,970.1665039,0.42,2023-09-12,2023-09-20,6,74.62484525,64.05572458,477.1934157,1240858.169
9143.T,2106.661133,116,1969.473877,-15913.72168,-6.51,2023-08-10,2023-09-21,30,35.82959428,20.57713113,439.5789749,1224944.448
4523.T,8898.074219,26,8410.725586,-12671.06445,-5.48,2023-09-15,2023-09-21,4,17.4763595,11.0614762,593.7381832,1212273.383
2531.T,1277.5,183,1213,-11803.5,-5.05,2023-09-14,2023-09-22,6,33.19490326,23.47742575,514.080408,1200469.883
7453.T,1919,126,1931.5,1575,0.65,2023-09-05,2023-09-25,14,55.28960087,43.63258444,589.107186,1202044.883
9418.T,3330,69,3160,-11730,-5.11,2023-09-25,2023-10-03,5,15.77747253,14.10179124,404.6080845,1190314.883
6544.T,2202,104,2087,-11960,-5.22,2023-09-27,2023-10-13,11,28.13253012,25.28378935,680.4996703,1178354.883
6367.T,23305,9,22015,-11610,-5.54,2023-10-05,2023-10-20,11,11.13567572,9.143941768,283.7387058,1166744.883
8331.T,1135,208,1065,-14560,-6.17,2023-10-12,2023-10-24,7,49.88150542,35.29836179,642.1643004,1152184.883
4684.T,22895,10,20965,-19300,-8.43,2023-10-06,2023-10-25,12,13.53506614,8.745703643,651.6217457,1132884.883
1973.T,2038,115,2057,2185,0.93,2023-10-10,2023-10-30,13,46.20699684,33.942348,675.6647304,1135069.883
