STOCK,BUY PRICE,SHARES,SELL PRICE,NET GAIN,GAIN%,BUY DATE,SELL DATE,TOTAL DAYS ON MARKET,K,D,POTENTIAL,1000000
9744.T,1828.365479,105,1848.520874,2116.316528,1.1,2020-01-23,2020-01-29,2,75.89750822,71.01404479,-4.883463432,1083051.417
4568.T,2365.871338,73,2342.531982,-1703.772949,-0.99,2020-01-16,2020-01-30,8,43.6674024,34.50991457,-9.157487826,1084755.19
4912.T,1983.678467,81,1920.117065,-5148.473511,-3.2,2020-01-27,2020-02-03,4,29.85221934,22.96217415,-6.890045192,1089903.664
7701.T,3075.440674,58,2979.632568,-5556.870117,-3.12,2020-01-28,2020-02-03,4,11.53354387,9.523323339,-2.010220532,1095460.534
8113.T,3652.685547,51,3643.945068,-445.7644043,-0.24,2020-01-29,2020-02-07,7,36.49279515,27.11476109,-9.378034063,1095906.298
8304.T,2484.700684,66,2492.821533,535.9760742,0.33,2020-02-03,2020-02-13,8,50.20703885,38.17285384,-12.03418501,1095370.322
7956.T,3537.890381,51,3565.000488,1382.615479,0.77,2020-01-31,2020-02-14,10,26.0844506,18.43147773,-7.652972877,1093987.707
6645.T,6375.834961,26,6462.253418,2246.879883,1.36,2020-02-04,2020-02-14,8,58.43938429,44.05843435,-14.38094994,1091740.827
7947.T,3096.63916,58,3200.648438,6032.538086,3.36,2020-01-30,2020-02-17,12,36.90147548,31.91458766,-4.986887823,1085708.289
7013.T,2645.125244,70,2515.172852,-9096.66748,-4.91,2020-02-07,2020-02-18,7,45.97976169,35.85187201,-10.12788968,1094804.956
6857.T,1222.075684,143,1122.483765,-14241.64441,-8.15,2020-02-14,2020-02-18,2,22.90603313,21.16244283,-1.743590302,1109046.601
7164.T,4353.346191,38,4123.749512,-8724.673828,-5.27,2020-02-13,2020-02-19,4,45.42312883,41.4475688,-3.975560035,1117771.274
5101.T,1743.049683,103,1651.447998,-9434.973511,-5.26,2020-02-17,2020-02-26,7,24.07355427,15.57694117,-8.496613095,1127206.248
1605.T,901.9237061,186,833.1856079,-12785.28625,-7.62,2020-02-20,2020-02-26,4,45.80304125,40.02128783,-5.781753421,1139991.534
7259.T,3361.178955,51,3186.799072,-8893.374023,-5.19,2020-02-18,2020-02-27,7,43.39623443,41.86211144,-1.534122986,1148884.908
5110.T,1071.122681,156,1006.179993,-10131.05933,-6.06,2020-02-19,2020-02-27,6,39.76419467,33.68743264,-6.076762027,1159015.968
7177.T,487.5639648,344,466.3655701,-7292.247803,-4.35,2020-02-21,2020-02-27,4,33.26305706,27.78343256,-5.479624503,1166308.215
1878.T,10103.6748,16,9318.304688,-12565.92188,-7.77,2020-02-26,2020-02-28,2,14.64822017,12.00650183,-2.64171834,1178874.137
4612.T,974.2811279,164,956.7265015,-2878.95874,-1.8,2020-02-27,2020-03-04,4,13.83845024,10.4198895,-3.418560744,1181753.096
1808.T,1132.372314,139,1024.837524,-14947.33582,-9.5,2020-02-28,2020-03-09,6,17.16192292,10.40953098,-6.752391939,1196700.432
3349.T,11955.16895,13,11266.96094,-8946.704102,-5.76,2020-03-02,2020-03-09,5,29.39669823,25.72506343,-3.671634798,1205647.136
9449.T,1822.251587,87,1574.796997,-21528.54932,-13.58,2020-03-03,2020-03-09,4,13.017036,8.89621982,-4.120816184,1227175.685
3289.T,650.2005005,244,565.8165894,-20589.67432,-12.98,2020-03-04,2020-03-09,3,21.77072401,16.35195512,-5.418768886,1247765.36
2702.T,4691.070313,33,4569.540039,-4010.499023,-2.59,2020-03-05,2020-03-12,5,30.39422394,23.31217548,-7.082048455,1251775.859
4523.T,7377.933105,19,6793.287598,-11108.26465,-7.92,2020-03-09,2020-03-12,3,18.58696277,15.56770362,-3.019259149,1262884.123
4307.T,2048.745605,69,1825.350464,-15414.26477,-10.9,2020-03-11,2020-03-13,2,12.43269318,9.15789984,-3.274793345,1278298.388
8630.T,2719.29834,51,2484.6875,-11965.15283,-8.63,2020-03-12,2020-03-16,2,7.960979062,7.194985877,-0.765993185,1290263.541
8283.T,4563.591309,29,5273.275391,20580.83838,15.55,2020-03-17,2020-03-19,2,26.30688669,19.80536537,-6.501521321,1269682.702
8194.T,2049.303223,66,2394.776367,22801.22754,16.86,2020-03-13,2020-03-23,6,20.60934093,16.71746444,-3.891876492,1246881.475
8174.T,1041.277588,136,981.5200195,-8127.029297,-5.74,2020-03-10,2020-03-25,11,29.76233099,24.93720388,-4.82512711,1255008.504
3941.T,693.1859741,196,786.6376343,18316.52539,13.48,2020-03-18,2020-03-30,8,27.42494649,19.72958276,-7.695363732,1236691.979
9503.T,872.6748047,183,1063.564453,34932.80566,21.87,2020-03-23,2020-03-30,5,15.61266796,13.03280536,-2.579862591,1201759.173
4452.T,7534.980469,20,7570.652344,713.4375,0.47,2020-03-19,2020-04-01,9,35.09917927,24.47344174,-10.62573753,1201045.736
6501.T,2959.651367,45,2751.381836,-9372.128906,-7.04,2020-03-25,2020-04-03,7,14.87768485,9.273385879,-5.604298975,1210417.865
8174.T,1010.922241,151,979.2365723,-4784.536011,-3.13,2020-04-01,2020-04-03,2,46.06145705,44.83485112,-1.226605927,1215202.401
9418.T,1207.067383,111,1386.760498,19945.93579,14.89,2020-03-16,2020-04-06,15,10.50006965,7.997967784,-2.502101864,1195256.465
4684.T,14130.7207,12,13504.1875,-7518.398438,-4.43,2020-03-30,2020-04-06,5,57.60930156,49.54427422,-8.065027346,1202774.863
8283.T,5099.227539,35,4985.701172,-3973.422852,-2.23,2020-03-31,2020-04-06,4,60.10740543,52.46663503,-7.640770401,1206748.286
6302.T,1849.87439,82,1818.459717,-2576.003174,-1.7,2020-04-07,2020-04-16,5,55.58128586,49.34492274,-6.236363119,1209324.289
9984.T,3915.662109,38,4616.698242,26639.37305,17.9,2020-04-06,2020-04-17,7,52.09849858,47.05523894,-5.043259645,1182684.916
3254.T,1015.204834,151,1001.233948,-2109.603821,-1.38,2020-04-08,2020-04-17,5,38.24479738,23.59623737,-14.64856001,1184794.52
5334.T,1298.067017,118,1298.92041,100.7004395,0.07,2020-04-09,2020-04-17,4,52.89559122,42.7171606,-10.17843062,1184693.82
9513.T,1865.982178,82,1816.695435,-4041.512939,-2.64,2020-04-10,2020-04-21,6,53.76778062,47.74934248,-6.018438142,1188735.333
2412.T,1894.725464,85,1793.085327,-8639.411621,-5.36,2020-04-20,2020-04-22,2,97.96960094,95.59104906,-2.378551881,1197374.744
3549.T,8979.467773,16,8781.901367,-3161.0625,-2.2,2020-04-16,2020-04-24,6,80.54366829,74.90733602,-5.636332269,1200535.807
7532.T,2092.913086,77,2015.181885,-5985.30249,-3.71,2020-04-17,2020-04-24,5,65.06711785,59.14166899,-5.925448857,1206521.109
1407.T,1393.012683,112,1625.02428,25985.29883,16.66,2020-04-21,2020-04-27,4,66.74085873,62.15456767,-4.586291055,1180535.81
6005.T,4076.849121,37,4254.94043,6589.378418,4.37,2020-04-22,2020-04-30,5,92.20183272,90.56668963,-1.635143091,1173946.432
5423.T,616.9343872,256,700.3533936,21355.26563,13.52,2020-04-23,2020-05-08,9,54.32447214,47.34583861,-6.978633522,1152591.166
8331.T,439.8484192,336,448.0613708,2759.551758,1.87,2020-04-24,2020-05-08,8,58.48224366,54.07180768,-4.410435983,1149831.615
2282.T,3554.935547,46,3522.321533,-1500.244629,-0.92,2020-04-28,2020-05-12,8,51.48112826,39.97188977,-11.50923849,1151331.859
8750.T,1231.616333,129,1198.586304,-4260.873779,-2.68,2020-04-30,2020-05-12,7,49.80604403,36.04707186,-13.75897217,1155592.733
9418.T,1306.67981,126,1279.335205,-3445.420166,-2.09,2020-04-27,2020-05-13,10,35.6992785,28.17298293,-7.526295573,1159038.153
4088.T,1388.394043,118,1375.623047,-1506.977539,-0.92,2020-05-08,2020-05-18,6,75.67266998,69.6900311,-5.98263888,1160545.131
9697.T,1729.958862,95,1674.465332,-5271.885376,-3.21,2020-05-11,2020-05-18,5,43.3044612,37.76098202,-5.543479184,1165817.016
2587.T,3938.739014,40,3827.133545,-4464.21875,-2.83,2020-05-12,2020-05-19,5,45.4292263,38.04583485,-7.383391456,1170281.235
2264.T,4410.943848,36,4219.371094,-6896.619141,-4.34,2020-05-14,2020-05-21,5,56.94655629,50.14256011,-6.803996177,1177177.854
2875.T,5310.142578,30,5272.077637,-1141.948242,-0.72,2020-05-18,2020-05-27,7,46.18045881,34.84131277,-11.33914604,1178319.802
2413.T,3996.292725,39,4045.751953,1928.909912,1.24,2020-05-19,2020-05-27,6,42.75906647,33.44614533,-9.312921145,1176390.892
6465.T,3973.23999,40,4028.810547,2222.822266,1.4,2020-05-20,2020-05-29,7,64.44577935,52.48104784,-11.96473151,1174168.07
5233.T,2316.725342,66,2311.280518,-359.3583984,-0.24,2020-05-21,2020-05-29,6,74.10963971,61.40271482,-12.70692489,1174527.428
5301.T,828.017334,194,931.9714966,20167.10754,12.55,2020-05-13,2020-06-04,16,45.11200992,34.03081718,-11.08119274,1154360.321
7846.T,3534.764648,45,3436.054688,-4441.948242,-2.79,2020-05-28,2020-06-05,6,40.97084974,31.73262698,-9.238222756,1158802.269
8750.T,1228.449219,128,1432.05957,26062.125,16.57,2020-05-27,2020-06-08,8,34.82401139,27.64094892,-7.183062473,1132740.144
6965.T,4725.137207,33,4555.690918,-5591.727539,-3.59,2020-05-29,2020-06-08,6,36.35878839,27.12392446,-9.234863926,1138331.872
3774.T,934.6566772,169,951.4324951,2835.11322,1.79,2020-06-01,2020-06-11,8,28.51853524,20.9404507,-7.578084536,1135496.758
3941.T,807.5539551,223,798.4599609,-2027.960693,-1.13,2020-06-04,2020-06-11,5,51.71283479,43.76772934,-7.945105449,1137524.719
1959.T,2818.919434,59,2686.529053,-7811.032471,-4.7,2020-06-08,2020-06-11,3,74.20999404,65.47906243,-8.730931618,1145335.752
6146.T,8067.065104,19,8023.291016,-831.7076823,-0.54,2020-06-05,2020-06-12,5,83.05436559,75.07979486,-7.974570724,1146167.459
1893.T,550.9335938,306,526.9398193,-7342.094971,-4.36,2020-06-09,2020-06-12,3,80.48919507,76.40121151,-4.087983561,1153509.554
8174.T,1357.955078,122,1370.026001,1472.652588,0.89,2020-06-11,2020-06-23,8,74.60145158,71.58917249,-3.01227909,1152036.902
2875.T,5414.822754,29,5605.151367,5519.529785,3.51,2020-06-15,2020-06-24,7,80.36305179,74.48366027,-5.879391523,1146517.372
4519.T,5219.948242,31,5322.179199,3169.159668,1.96,2020-06-16,2020-06-24,6,88.0299397,84.27723484,-3.752704858,1143348.212
7532.T,2232.82959,72,2313.339355,5796.703125,3.61,2020-06-12,2020-06-30,11,75.61678549,70.66985508,-4.946930413,1137551.509
5857.T,1235.115112,136,1228.657471,-878.2392578,-0.52,2020-06-23,2020-06-30,4,68.50562318,63.97380628,-4.531816895,1138429.748
9697.T,1939.870361,84,1891.614746,-4053.47168,-2.49,2020-06-24,2020-06-30,3,75.72159003,70.02389427,-5.697695763,1142483.22
4921.T,3039.630371,54,2933.987305,-5704.725586,-3.48,2020-06-17,2020-07-02,9,39.65431107,33.37055005,-6.283761017,1148187.946
7733.T,2093.725098,78,1957.743286,-10606.5813,-6.49,2020-06-25,2020-07-02,4,62.93787163,58.54075124,-4.397120388,1158794.527
1414.T,4514.226563,36,4471.550293,-1536.345703,-0.95,2020-07-01,2020-07-10,7,40.85662239,36.72283807,-4.133784322,1160330.873
9984.T,5489.337402,29,6110.421875,18011.44971,11.31,2020-07-02,2020-07-10,6,77.85664864,73.83197639,-4.024672249,1142319.423
9735.T,8795.589844,18,8616.583008,-3222.123047,-2.04,2020-07-03,2020-07-10,5,38.18172476,34.57617424,-3.605550515,1145541.546
4063.T,2433.198047,67,2496.95,4271.380859,2.62,2020-06-30,2020-07-20,13,50.68489558,46.39263329,-4.292262289,1141270.165
7735.T,2355.00415,68,2324.47583,-2075.925781,-1.3,2020-07-06,2020-07-20,10,42.66668861,30.88001633,-11.78667228,1143346.091
9715.T,2290.954346,71,2328.331543,2653.781006,1.63,2020-07-10,2020-07-21,7,55.21543397,53.69130991,-1.524124062,1140692.31
2784.T,2057.182617,80,2047.125244,-804.5898438,-0.49,2020-07-13,2020-07-28,11,22.47434762,15.66711584,-6.80723178,1141496.9
4043.T,2245.973145,74,2332.631592,6412.725098,3.86,2020-07-14,2020-07-29,11,36.01437,30.53659276,-5.477777248,1135084.175
8601.T,413.7043762,393,410.4461365,-1280.48822,-0.79,2020-07-20,2020-07-29,7,80.13095038,74.72977155,-5.401178832,1136364.663
4812.T,2743.757813,59,2662.919434,-4769.464355,-2.95,2020-07-21,2020-07-30,7,68.1559032,58.02090346,-10.13499974,1141134.127
4523.T,8119.245117,20,7882.40918,-4736.71875,-2.92,2020-07-22,2020-07-31,7,35.32642438,27.83057913,-7.495845256,1145870.846
4689.T,513.833252,326,640.5853271,41321.17651,24.67,2020-07-28,2020-08-03,4,41.79266993,32.79359287,-8.999077064,1104549.669
4307.T,2763.870605,60,2646.586426,-7037.050781,-4.24,2020-07-29,2020-08-06,6,24.23579006,19.7904397,-4.445350362,1111586.72
2503.T,1891.290405,85,1826.166504,-5535.531616,-3.44,2020-07-30,2020-08-06,5,21.30564672,17.05571374,-4.249932978,1117122.252
2412.T,2208.275879,72,2397.173096,13600.59961,8.55,2020-07-31,2020-08-11,7,63.60460307,58.41328849,-5.191314575,1103521.652
6504.T,2884.255127,64,2987.768066,6624.828125,3.59,2020-08-04,2020-08-17,9,47.7865225,34.35816275,-13.42835975,1096896.824
4206.T,3171.236572,49,3265.431885,4615.570313,2.97,2020-08-06,2020-08-19,9,42.90328638,33.88316397,-9.02012241,1092281.254
8604.T,437.5811157,424,464.984375,11618.98193,6.26,2020-08-03,2020-08-20,13,51.6810881,47.50864673,-4.17244137,1080662.272
6134.T,1856.686279,92,1767.065674,-8245.095703,-4.83,2020-08-11,2020-08-20,7,42.95818005,34.03088566,-8.927294394,1088907.367
5020.T,328.4718018,486,344.4698486,7775.050781,4.87,2020-08-07,2020-08-21,10,36.70522876,26.42172875,-10.28350001,1081132.317
9449.T,2870.044189,55,2780.414551,-4929.630127,-3.12,2020-08-19,2020-08-24,3,44.13146073,37.33278054,-6.798680193,1086061.947
3064.T,2094.775635,92,2087.408203,-677.8037109,-0.35,2020-08-17,2020-08-26,7,31.2688885,26.65333353,-4.615554968,1086739.751
7747.T,3130.223877,52,3011.916016,-6152.008789,-3.78,2020-08-24,2020-08-26,2,74.17408058,70.02810472,-4.145975857,1092891.759
3349.T,19062.05469,9,18293.6582,-6915.568359,-4.03,2020-08-21,2020-08-27,4,47.31953644,42.90928854,-4.410247899,1099807.328
3923.T,1351.000122,133,1408.330444,7624.932861,4.24,2020-08-20,2020-08-28,6,71.24867087,68.43542008,-2.813250785,1092182.395
1942.T,756.3631592,224,746.5053711,-2208.144531,-1.3,2020-08-27,2020-09-01,3,42.78383164,38.0967829,-4.687048739,1094390.539
9682.T,2054.937012,86,2060.488281,477.4091797,0.27,2020-08-28,2020-09-08,7,55.28169712,52.98351733,-2.298179789,1093913.13
2503.T,1858.953125,92,1838.74231,-1859.39502,-1.09,2020-09-01,2020-09-08,5,38.32772826,33.76365893,-4.564069323,1095772.525
5233.T,2417.452393,72,2620.721924,14635.40625,8.41,2020-08-26,2020-09-11,12,54.88888002,48.80888993,-6.079990099,1081137.119
4202.T,649.4890137,257,736.7860107,22435.32825,13.44,2020-08-25,2020-09-14,14,38.96945971,33.37681203,-5.592647677,1058701.791
6479.T,1882.748413,92,1941.404053,5396.318848,3.12,2020-09-08,2020-09-17,7,54.84663745,42.44846887,-12.39816857,1053305.472
5201.T,2783.078857,62,2769.590332,-836.2885742,-0.48,2020-09-09,2020-09-17,6,35.23457099,29.74543338,-5.48913761,1054141.76
5344.T,8800.069336,20,9154.041016,7079.433594,4.02,2020-08-31,2020-09-23,17,40.80786263,37.89403392,-2.913828711,1047062.327
4568.T,3147.672852,60,3135.467773,-732.3046875,-0.39,2020-09-11,2020-09-23,8,47.01180776,37.44562659,-9.566181173,1047794.632
7733.T,2108.943115,89,2043.161377,-5854.574707,-3.12,2020-09-14,2020-09-23,7,50.61902006,38.84680332,-11.77221673,1053649.206
6532.T,1245.279907,141,1450.545898,28942.50476,16.48,2020-09-18,2020-09-25,5,43.76068824,36.54700578,-7.21368246,1024706.701
7550.T,2509.376953,73,2446.935059,-4558.258301,-2.49,2020-09-23,2020-09-25,2,90.20673559,87.23917256,-2.967563025,1029264.96
4812.T,2876.904053,61,3147.951172,16533.87427,9.42,2020-09-17,2020-09-30,9,51.79262964,39.42642677,-12.36620287,1012731.086
1959.T,2836.931641,66,2776.955322,-3958.437012,-2.11,2020-09-25,2020-09-30,3,78.60008655,72.61612743,-5.983959124,1016689.523
7453.T,1649.717285,112,1677.694336,3133.429688,1.7,2020-09-24,2020-10-06,6,60.45828981,55.56030131,-4.897988496,1013556.093
9735.T,9411.859375,20,8976.525391,-8706.679688,-4.63,2020-09-28,2020-10-06,4,38.15014474,28.92475665,-9.225388095,1022262.773
7733.T,2142.324951,87,2129.561279,-1110.439453,-0.6,2020-09-30,2020-10-07,3,65.00689957,58.92839364,-6.078505927,1023373.212
8410.T,232.4067535,830,225.3373566,-5867.599487,-3.04,2020-09-29,2020-10-14,9,34.58296126,25.60579558,-8.977165686,1029240.811
7164.T,3822.992676,49,3947.806152,6115.860352,3.26,2020-10-01,2020-10-14,8,66.24158275,61.14995997,-5.091622782,1023124.951
4088.T,1394.164673,132,1357.135132,-4887.899414,-2.66,2020-10-07,2020-10-14,5,49.60950328,44.55113689,-5.058366396,1028012.851
9107.T,348.2990112,533,332.5744324,-8381.200531,-4.51,2020-10-08,2020-10-15,5,49.15553967,37.20405927,-11.95148041,1036394.051
5021.T,1403.491943,131,1378.838379,-3229.616943,-1.76,2020-10-06,2020-10-16,8,17.70594595,10.78322601,-6.92271994,1039623.668
9435.T,23934.5332,7,22725.4375,-8463.669922,-5.05,2020-10-15,2020-10-19,2,70.5513578,66.35853383,-4.192823963,1048087.338
4912.T,2037.923828,92,2007.436035,-2804.876953,-1.5,2020-10-16,2020-10-23,5,16.44442891,13.95554568,-2.488883227,1050892.215
3141.T,4305.818848,41,3951.450684,-14529.09473,-8.23,2020-10-20,2020-10-23,3,26.51856164,19.59794807,-6.920613568,1065421.31
8273.T,3573.878662,52,3411.850342,-8425.472656,-4.53,2020-10-14,2020-10-26,7,23.77419463,17.05183812,-6.722356505,1073846.782
1414.T,4959.958496,35,4855.637695,-3651.228027,-2.1,2020-10-19,2020-10-26,4,39.33327117,31.43148631,-7.901784861,1077498.01
1878.T,8849.333984,20,8585.161133,-5283.457031,-2.99,2020-10-21,2020-10-28,4,53.37418246,43.28960349,-10.08457897,1082781.467
5021.T,1407.894531,124,1354.184937,-6659.989746,-3.81,2020-10-26,2020-10-29,3,54.48669912,51.09897499,-3.387724127,1089441.457
7956.T,4379.433105,42,4106.003906,-11484.02637,-6.24,2020-10-30,2020-11-06,5,35.35349119,31.3925641,-3.960927095,1100925.483
6448.T,1489.359131,118,1682.305176,22767.6333,12.95,2020-10-23,2020-11-10,11,19.06391918,11.56725109,-7.496668093,1078157.85
7309.T,22878.5332,7,21818.89453,-7417.470703,-4.63,2020-10-28,2020-11-10,9,26.60953083,12.44794066,-14.16159017,1085575.321
3391.T,14066.68652,12,13868.29883,-2380.652344,-1.41,2020-10-29,2020-11-10,8,31.38526778,23.04304285,-8.342224932,1087955.973
2670.T,1440.96167,121,1627.996948,22631.26868,12.98,2020-10-27,2020-11-11,11,27.95491575,21.04739972,-6.90751603,1065324.705
8303.T,1327.331787,132,1342.079956,1946.758301,1.11,2020-11-06,2020-11-16,6,43.62319973,31.53945051,-12.08374922,1063377.946
8283.T,5551.500488,32,5399.144043,-4875.40625,-2.74,2020-11-12,2020-11-18,4,48.33343669,41.75474414,-6.578692557,1068253.352
8585.T,1090.241943,158,1071.763306,-2919.624756,-1.69,2020-11-10,2020-11-19,7,39.99995302,27.89998505,-12.09996798,1071172.977
7282.T,2672.156494,67,2623.909424,-3232.553711,-1.81,2020-11-11,2020-11-19,6,63.79631695,53.36636511,-10.42995185,1074405.531
8282.T,1205.052002,147,1159.98645,-6624.636108,-3.74,2020-11-16,2020-11-19,3,15.40011051,11.26078622,-4.139324287,1081030.167
8174.T,1605.179199,115,1690.463989,9807.750854,5.31,2020-11-13,2020-11-26,9,56.96966878,51.60329827,-5.366370516,1071222.416
2412.T,2794.144775,62,3236.18335,27406.3916,15.82,2020-11-18,2020-11-26,6,71.42853018,65.08479221,-6.343737975,1043816.025
2875.T,5193.32959,33,4915.45752,-9169.77832,-5.35,2020-11-20,2020-11-30,6,31.24811309,25.79338051,-5.454732579,1052985.803
6753.T,1227.190308,139,1328.980469,14148.8324,8.29,2020-11-19,2020-12-01,8,28.35166158,15.47919887,-12.87246271,1038836.97
5423.T,657.9650879,263,617.1897583,-10723.91168,-6.2,2020-11-24,2020-12-01,5,30.81783524,22.51781753,-8.300017707,1049560.882
6532.T,1641.149902,120,1594.232056,-5630.141602,-2.86,2020-11-26,2020-12-04,6,62.67322899,56.44168884,-6.231540152,1055191.024
6869.T,10496.30664,18,11015.48926,9345.287109,4.95,2020-11-27,2020-12-07,6,66.73651855,55.82809315,-10.9084254,1045845.737
9983.T,27976.95117,6,27801.15625,-1054.769531,-0.63,2020-11-30,2020-12-08,6,73.63007466,70.18497074,-3.445103916,1046900.506
8630.T,3619.571533,48,3646.806152,1307.261719,0.75,2020-12-01,2020-12-09,6,60.82652838,58.12680968,-2.699718694,1045593.244
7011.T,2365.86084,84,2734.882324,30997.80469,15.6,2020-12-07,2020-12-15,6,66.19515023,58.47930387,-7.715846353,1014595.44
4042.T,1543.972168,114,1506.789307,-4238.846191,-2.41,2020-12-02,2020-12-16,10,51.81991001,49.50101591,-2.318894101,1018834.286
2267.T,2462.061523,77,2457.354248,-362.4602051,-0.19,2020-12-04,2020-12-16,8,30.99999277,26.34998841,-4.650004356,1019196.746
4739.T,3575.451416,47,3504.51001,-3334.246094,-1.98,2020-12-08,2020-12-16,6,58.63926992,54.79161927,-3.847650647,1022530.992
3148.T,3692.817871,47,3572.294922,-5664.578613,-3.26,2020-12-09,2020-12-16,5,77.1473939,70.72362076,-6.423773149,1028195.571
9090.T,2099.076416,110,2084.616699,-1590.568848,-0.69,2020-12-15,2020-12-23,6,22.74177759,14.02343852,-8.718339071,1029786.14
5201.T,3268.65625,53,3327.105225,3097.795654,1.79,2020-12-16,2020-12-24,6,44.75292863,37.40677387,-7.346154756,1026688.344
6701.T,5381.223145,32,5191.743164,-6063.359375,-3.52,2020-12-17,2020-12-24,5,33.00002558,23.97600159,-9.024023994,1032751.703
4543.T,4002.754639,43,4073.780518,3054.112793,1.77,2020-12-18,2021-01-06,11,14.55226756,8.963268796,-5.588998767,1029697.591
2651.T,4357.646484,40,4403.419434,1830.917969,1.05,2020-12-21,2021-01-06,10,14.74241252,12.06055981,-2.681852709,1027866.673
8354.T,1653.909058,103,1612.184082,-4297.672485,-2.52,2020-12-25,2021-01-06,7,18.63202342,12.91541211,-5.716611302,1032164.345
4151.T,2614.22998,88,2657.417725,3800.521484,1.65,2020-12-23,2021-01-07,9,21.24609039,14.73924404,-6.506846349,1028363.824
5423.T,616.2630615,277,628.3102417,3337.068909,1.95,2020-12-24,2021-01-13,12,25.930156,18.43557142,-7.494584583,1025026.755
4587.T,5710,30,5760,1500,0.88,2021-01-06,2021-01-18,8,46.91209111,38.38962687,-8.522464241,1023526.755
6501.T,4085.132568,47,4162.084961,3616.762451,1.88,2021-01-07,2021-01-19,8,42.82374277,32.51221208,-10.31153069,1019909.992
3402.T,608.5560913,319,626.1654663,5617.390625,2.89,2021-01-08,2021-01-19,7,50.26129369,39.60248202,-10.65881166,1014292.602
3003.T,1038.120972,169,1025.338623,-2160.216919,-1.23,2021-01-13,2021-01-20,5,67.82854267,57.29975453,-10.52878815,1016452.819
4523.T,7123.209473,27,7235.593262,3034.362305,1.58,2021-01-12,2021-01-21,7,31.66458196,24.05542278,-7.609159172,1013418.456
3563.T,3621.45752,47,3518.825195,-4823.719238,-2.83,2021-01-18,2021-01-27,7,49.31492586,44.99670136,-4.318224506,1018242.176
4849.T,2972.553955,64,2864.886719,-6890.703125,-3.62,2021-01-21,2021-01-28,5,31.21442344,20.7197155,-10.49470795,1025132.879
6902.T,1192.602051,161,1168.077759,-3948.411011,-2.06,2021-01-22,2021-01-28,4,53.14054531,42.79722597,-10.34331934,1029081.29
8919.T,3104.611084,64,2999.20752,-6745.828125,-3.4,2021-01-19,2021-01-29,8,43.5597582,31.95840032,-11.60135788,1035827.118
2146.T,3031.442871,61,3159.186035,7792.333008,4.21,2021-01-20,2021-01-29,7,22.03052239,13.68115292,-8.349369461,1028034.785
4552.T,2679.213623,61,3371.001953,42199.08813,25.82,2021-01-27,2021-01-29,2,56.46056272,44.36431642,-12.0962463,985835.6967
9684.T,5937.138672,31,6853.482422,28406.65625,15.43,2021-01-28,2021-02-09,8,40.29846776,31.05116759,-9.247300174,957429.0404
5332.T,6143.813477,31,6738.375488,18431.42236,9.68,2021-02-01,2021-02-12,8,33.87727715,25.30446469,-8.572812464,938997.6181
2531.T,1197.752686,165,1409.662598,34965.1355,17.69,2021-02-02,2021-02-12,7,40.92358128,29.80269789,-11.12088339,904032.4826
8308.T,347.9689331,568,402.3948669,30913.93042,15.64,2021-02-03,2021-02-16,7,43.76105767,32.23343286,-11.52762481,873118.5522
3231.T,2102.120361,92,2190.384277,8120.280273,4.2,2021-01-29,2021-02-18,12,34.52136517,27.90798695,-6.613378223,864998.2719
9697.T,3426.08252,62,3271.012207,-9614.359375,-4.53,2021-02-09,2021-02-18,5,36.93128371,26.529153,-10.40213071,874612.6313
6005.T,6032.688477,36,5685.206055,-12509.36719,-5.76,2021-02-12,2021-02-18,3,54.01106302,46.5413788,-7.469684215,887121.9984
5947.T,3879.574219,57,3658.811849,-12583.45508,-5.69,2021-02-15,2021-02-19,4,47.65835958,37.3416667,-10.31669288,899705.4535
9434.T,1230.272705,188,1214.207275,-3020.300781,-1.31,2021-02-16,2021-02-19,3,87.46867867,84.36368648,-3.104992196,902725.7543
4021.T,5922.320801,35,5434.269531,-17081.79443,-8.24,2021-02-19,2021-02-26,5,60.97721744,55.91855065,-5.05866679,919807.5487
5201.T,3491.632568,58,3573.895996,4771.278809,2.36,2021-02-18,2021-03-02,8,35.49290856,27.887275,-7.605633565,915036.2699
5233.T,2520.057129,84,2399.923584,-10091.21777,-4.77,2021-02-22,2021-03-02,6,32.74238869,22.38114889,-10.3612398,925127.4877
4812.T,3690.169922,57,3522.43457,-9560.915039,-4.55,2021-02-24,2021-03-03,5,51.88313316,47.51025023,-4.372882934,934688.4027
1820.T,2225.159912,85,2392.193604,14197.86377,7.51,2021-02-26,2021-03-10,8,70.96079324,66.97707954,-3.983713695,920490.539
4088.T,1662.629395,128,1846.851685,23580.45313,11.08,2021-02-25,2021-03-15,12,57.37933331,49.64613104,-7.73320227,896910.0859
6849.T,2935.521484,69,2964.160889,1976.118896,0.98,2021-03-03,2021-03-15,8,29.47368958,18.41437233,-11.05931725,894933.967
6586.T,4576.304199,44,4451.190918,-5504.984375,-2.73,2021-03-02,2021-03-16,10,14.54962061,8.011533,-6.538087608,900438.9513
4151.T,3056.270264,67,3027.437744,-1931.778809,-0.94,2021-03-04,2021-03-16,8,31.93078989,26.33559077,-5.595199115,902370.7301
9433.T,3169.772217,64,3179.765381,639.5625,0.32,2021-03-10,2021-03-19,7,60.92825619,51.1493378,-9.778918391,901731.1676
7532.T,2609.977295,80,2474.877197,-10808.00781,-5.18,2021-03-18,2021-03-22,2,59.70055749,54.21699596,-5.483561528,912539.1754
